SampleID,StationID,Station_D,SampleDateTime,Latitude,Longitude,Depth,Temperature,Salinity,Sigma-T,Conductivity,Beam Attenuation,Chla Fluor,Dissolved Oxygen (Model 43),DO % Saturation,Air Irradiance,Water Irradiance,pH <2>,TA in (mmol/kgSW),TCO2 in (mmol/kgSW),t(oC) out,P (dbars) out,pH out,fCO2 out (matm),pCO2 out (matm),HCO3 out (mmol/kgSW),CO3 out (mmol/kgSW),CO2 out (mmol/kgSW),B Alk out (mmol/kgSW),OH out (mmol/kgSW),P Alk out (mmol/kgSW),Si Alk out (mmol/kgSW) ,Revelle out,WCa out,WAr out,xCO2 out (dry at 1 atm) (ppm),Field Replicate,Data Source
WN1740BE,F23,F23-d,2017-05-16 14:39:45,42.338436126709,-70.9419021606445,26.7071361541748,10.258544921875,29.2521324157715,22.4273624420166,32.626823425293,2.24071788787842,3.81918954849243,9.92913722991943,106.63533782959,2372.43139648438,1.1527327299118,8.21576023101807,2005.8662109375,1840.6317138671875,10.258544921875,36.70713806152344,8.203867558371147,322.29873620855324,323.54016724980943,1706.1414568620216,119.99707769188397,14.493175811508985,58.08013084611243,1.6568845028239203,0,0,12.497740767932711,2.9337048141636313,1.8416345907426586,327.510428116439,N,ToRies_Labprocessed2017sharedSeaGlass
WN1740C0,F23,F23-m,2017-05-16 14:41:03,42.338249206543,-70.9421234130859,13.997166633606,10.3394012451172,29.2042121887207,22.3767433166504,32.6389846801758,2.18796944618225,4.45044708251953,10.1291370391846,108.944931030273,2376.64721679688,2.83444142341614,8.21707344055176,2006.298828125,1837.8360595703125,10.339401245117188,23.997167587280273,8.21208535569585,316.29181211861567,317.5088280022026,1701.5809995155726,122.06608400380023,14.189029307689694,58.89364214286981,1.698298074564349,0,0,12.379409627370313,2.9921969660669605,1.8780317788417167,321.42655649133036,N,ToRies_Labprocessed2017sharedSeaGlass
WN174097,F22,F22-m,2017-05-16 12:54:17,42.4783935546875,-70.6171951293945,7.91674518585205,8.42346858978271,29.6285133361816,22.999683380127,31.5043678283691,1.08358716964722,2.59226632118225,10.5882997512817,109.377456665039,2086.82568359375,77.5098342895508,8.19408893585205,2034.4783935546875,1875.5885009765625,8.423468589782715,17.916744232177734,8.205404572556667,319.73343936534656,320.9947933481788,1744.5458601975145,115.78477670542593,15.257917054700698,56.970015294304936,1.3992659514649806,0,0,12.878886595249574,2.8321747487447975,1.7743107816802768,324.4701265809842,N,ToRies_Labprocessed2017sharedSeaGlass
WN1740C2,F23,F23-s,2017-05-16 14:42:58,42.3380126953125,-70.9423904418945,1.71475315093994,10.7652702331543,29.1466865539551,22.2617835998535,32.9211692810059,2.23520612716675,2.79473876953125,10.2956514358521,111.738693237305,2365.18896484375,1100.77038574219,8.22566318511963,1997.8077392578125,1832.43701171875,10.765270233154297,11.714753150939941,8.200501764340629,326.5444501162166,327.79399839333195,1697.7477805031672,120.23923200183204,14.449990526373742,57.86890555378171,1.719026413397384,0,0,12.453891125647214,2.9558494083571025,1.8559782072932005,331.95680562338623,N,ToRies_Labprocessed2017sharedSeaGlass
WN175072,N18,N18-d,2017-06-13 10:46:00,42.3665466308594,-70.7787780761719,26.10009765625,7.7250771522522,31.2555027008057,24.3735389709473,32.4811782836914,1.04294836521149,1.02318799495697,9.626708984375,98.8920745849609,2442.75561523438,10.2025928497314,8.15997123718262,2128.424072265625,2021.75830078125,7.730000019073486,36.10499954223633,8.033720868744673,507.3967202509507,509.41667793606814,1910.0484366751857,87.14922604716553,24.560688752649174,43.175439648062046,0.9112093584833052,0,0,15.409737062838637,2.1060115783192543,1.3246978665049547,514.6704557504461,N,ToRies_Labprocessed2017sharedSeaGlass
WN175074,N18,N18-m,2017-06-13 10:47:37,42.3667449951172,-70.7786102294922,13.3548049926758,11.2415351867676,29.8883457183838,22.7575092315674,34.0771713256836,0.832337498664856,2.56540441513062,10.9689998626709,120.854507446289,2483.62182617188,118.137573242188,8.18225574493408,2094.552734375,1967.9208984375,11.239999771118164,23.354999542236328,8.065519881023022,484.5287463194201,486.3714809548236,1847.0801239056402,99.81875666824997,21.022041169025968,46.50316882295551,1.3405689098884843,0,0,14.322972658438688,2.4396129048136217,1.5370582711486156,492.74615330890555,N,ToRies_Labprocessed2017sharedSeaGlass
WN175076,N18,N18-s,2017-06-13 10:48:52,42.3668479919434,-70.7784805297852,1.54379618167877,16.203161239624,29.6261215209961,21.5747184753418,37.981559753418,1.16895532608032,0.912541210651398,10.2226800918579,124.677551269531,2485.85473632813,1871.82995605469,8.20897197723389,2013.1737060546875,1836.2244873046875,16.200000762939453,11.545000076293945,8.08911869921379,438.4785301823971,440.04363673715284,1692.8729980128455,127.3572693459076,15.994191752937391,63.18183831947864,2.4125866173822237,0,0,11.724137043911961,3.066429127864172,1.9688127110428657,448.03266197525693,N,ToRies_Labprocessed2017sharedSeaGlass
WN175092,F22,F22-d,2017-06-13 12:02:35,42.4800987243652,-70.6166763305664,76.9221115112305,5.15982103347778,32.1990966796875,25.4383659362793,31.1968994140625,1.45654320716858,0.421142876148224,9.68874835968018,94.2552490234375,2491.73706054688,-0.0289259441196918,8.08493995666504,2176.976806640625,2073.57373046875,5.159999847412109,86.92500305175781,8.02686096665124,499.6885137937548,501.7463876406019,1962.935724642797,84.47911001749863,26.158812406655052,44.36850109220846,0.7238787242644465,0,0,15.671196763844133,1.9998110499195283,1.2604248641602724,506.0687252352122,N,ToRies_Labprocessed2017sharedSeaGlass
WN175095,F22,F22-m,2017-06-13 12:06:16,42.4802551269531,-70.6159133911133,11.2225780487061,10.8484573364258,30.0045986175537,22.9150924682617,33.8677787780762,1.1510922908783,10.2617101669312,10.0842132568359,110.23908996582,2527.71069335938,158.961349487305,8.16141223907471,2076.009521484375,1952.4295654296875,10.850000381469727,21.225000381469727,8.062735173891456,481.3350295012851,483.174876501292,1833.9625479161307,97.33052697812614,21.136459973149137,46.10870880365417,1.2860218521624727,0,0,14.403751994740555,2.3775573000074215,1.4974190998857817,489.3431746172688,N,ToRies_Labprocessed2017sharedSeaGlass
WN175096,F22,F22-s,2017-06-13 12:07:01,42.4802551269531,-70.61572265625,1.55181181430817,15.6943206787109,29.6571350097656,21.709810256958,37.5814933776855,1.65127313137054,1.10310256481171,10.6635551452637,128.76042175293,2522.47778320313,2015.07641601563,8.18404006958008,2014.54736328125,1868.4444580078125,15.6899995803833,11.555000305175781,8.069928196644383,478.9935752435231,480.71437723813693,1739.009431496038,111.33027522525673,18.104788181793175,50.8436150940355,2.0424330432862914,0,0,13.063343730084545,2.742277868896985,1.741705357085284,489.1739866069494,N,ToRies_Labprocessed2017sharedSeaGlass
WN1750A0,N04,N04-d,2017-06-13 12:34:46,42.444263458252,-70.7351608276367,47.7551040649414,6.39585447311401,31.7478065490723,24.9358558654785,31.8247737884521,1.07830739021301,0.504415154457092,9.93602561950684,99.2654495239258,2518.7470703125,0.142265304923058,8.12966728210449,2160.002685546875,2054.438720703125,6.400000095367432,57.76499938964844,8.0391171446224,496.8499498227122,498.86283965358604,1942.8728464603157,86.44713325716407,25.118713731421593,43.42783987510271,0.8170535917095247,0,0,15.597823977662975,2.074828301592615,1.304598167841729,503.5536815058009,N,ToRies_Labprocessed2017sharedSeaGlass
WN1750A3,N04,N04-m,2017-06-13 12:38:27,42.4446983337402,-70.7344589233398,10.6194686889648,10.3796033859253,30.129940032959,23.0908699035645,33.6037406921387,0.881577789783478,1.92273020744324,10.1765880584717,110.196731567383,2506.44116210938,213.42741394043,8.14223766326904,2068.304931640625,1948.8765869140625,10.380000114440918,20.625,8.056408304989876,484.5588119203163,486.42229751439356,1832.8007757521796,94.48239324457789,21.593370248490377,45.33388427766655,1.214415648856171,0,0,14.577358556300698,2.306003561450843,1.4517006985317704,492.4376792395164,N,ToRies_Labprocessed2017sharedSeaGlass
WN1750A4,N04,N04-s,2017-06-13 12:39:19,42.4447898864746,-70.7342300415039,1.74578154087067,17.6791210174561,29.4856986999512,21.1308498382568,39.0859527587891,1.62826538085938,1.16560983657837,10.5638542175293,132.524871826172,2510.56372070313,1880.66552734375,8.18605327606201,2035.1419677734375,1843.39599609375,17.68000030517578,11.755000114440918,8.155321856824479,391.42691924413714,392.7982393029586,1688.6185731606536,140.81519903099024,13.962219990551342,61.9329963264831,2.9670858758880314,0,0,11.500171101725137,3.4819449752164497,2.2202626927064437,400.66221300619907,N,ToRies_Labprocessed2017sharedSeaGlass
WN1750BE,F23,F23-d,2017-06-13 13:37:25,42.3376350402832,-70.9420852661133,23.0416107177734,8.6827449798584,30.7902278900146,23.8717060089111,32.8414840698242,1.77578282356262,1.18838953971863,9.03572082519531,94.5951080322266,2743.30810546875,0.356538951396942,8.08544826507568,2102.3212890625,1996.4810791015625,8.680000305175781,33.04499816894531,8.026858003323692,517.8357532836967,519.8717838924464,1885.446512804853,86.70194788645898,24.33263195540593,42.50490755008812,0.9754967645892804,0,0,15.354346982810316,2.1021691362237407,1.3224192245610098,525.596470662935,N,ToRies_Labprocessed2017sharedSeaGlass
WN1750C1,F23,F23-m,2017-06-13 13:40:01,42.3372993469238,-70.9423828125,5.05757808685303,12.0555486679077,29.8905429840088,22.6146087646484,34.7563133239746,1.99125730991364,4.62034893035889,9.29962253570557,104.276718139648,1302.53527832031,104.988670349121,8.0749683380127,2068.3876953125,1944.958984375,12.0600004196167,15.0649995803833,8.047908813553008,504.640277990092,506.53930174239787,1825.9204382525854,97.7162036855475,21.32228889699492,45.65285239670317,1.3912319994695028,0,0,14.33466296823285,2.393179963790329,1.5099750169466575,513.5533747650151,N,ToRies_Labprocessed2017sharedSeaGlass
WN1750C2,F23,F23-s,2017-06-13 13:40:34,42.3371810913086,-70.9424285888672,1.80990421772003,15.9508504867554,29.4789333343506,21.5172672271729,37.5967216491699,2.43287086486816,5.11220693588257,10.7372264862061,130.178100585938,1499.89416503906,703.160400390625,8.12732124328613,2038.2581787109375,1871.992919921875,15.949999809265137,11.8149995803833,8.117924006677,428.89338279118203,430.4291290782553,1731.5293759200981,124.36261787767162,16.100956529924723,55.68420410770719,2.327083039845926,0,0,12.395758459609574,3.0675464096493723,1.9482831985098963,438.1339425530277,N,ToRies_Labprocessed2017sharedSeaGlass
WN175095,F22,F22-m,2017-06-13 12:06:16,42.4802551269531,-70.6159133911133,11.2225780487061,10.8484573364258,30.0045986175537,22.9150924682617,33.8677787780762,1.1510922908783,10.2617101669312,10.0842132568359,110.23908996582,2527.71069335938,158.961349487305,8.16141223907471,2097.8125,1938.2486572265625,10.850000381469727,21.204999923706055,8.157545257432027,380.3069613245665,381.76064031942315,1802.5464508819243,119.00208492924571,16.70009945853139,55.669172976351994,1.599770684913252,0,0,12.979657028413484,2.9069533951543614,1.8308397884345529,386.6342659008851,N,ToRies_Labprocessed2017sharedSeaGlass
WN17606D,N18,N18-d,2017-07-26 10:59:56,42.3657073974609,-70.7801132202148,26.6660671234131,10.9514179229736,31.1775169372559,23.8099594116211,35.1541595458984,1.00521969795227,1.08832859992981,9.20072555541992,101.55598449707,2270.66479492188,8.82610130310059,8.28186893463135,2147.7734375,1996.1087646484375,10.949999809265137,36.67499923706055,8.111975762319425,432.6360887277205,434.2876505852442,1862.3326011590855,114.96692732383875,18.809267964591328,54.023109964349146,1.4918176205972997,0,0,13.376734337666091,2.782455305115123,1.7590819829698694,439.8657218983464,N,ToRies_Labprocessed2017sharedSeaGlass
WN17606E,N18,N18-m,2017-07-26 11:01:02,42.365665435791,-70.7803573608398,19.6625270843506,14.7072467803955,30.8343620300293,22.8259010314941,38.057071685791,1.15645086765289,10.689489364624,9.34786128997803,111.439819335938,2278.82885742188,37.3041915893555,8.29199028015137,2113.72802734375,1903.607177734375,14.710000038146973,29.665000915527344,8.209415979805737,340.2648320335981,341.50256415260526,1738.2473218879932,152.1807605147679,13.179078381543109,68.49620373367516,2.629331512022209,0,0,11.238704930361022,3.711102661526923,2.3594729989480836,347.13624201522344,N,ToRies_Labprocessed2017sharedSeaGlass
WN176071,N18,N18-s,2017-07-26 11:03:04,42.3656196594238,-70.7807540893555,1.737473487854,16.7748546600342,30.6092987060547,22.2000751495361,39.618091583252,1.00197947025299,0.969092845916748,8.87054443359375,110.072654724121,2296.54711914063,1655.28686523438,8.32590484619141,2120.321533203125,1950.5997314453125,16.770000457763672,11.744999885559082,8.0842213465376,483.11722673773494,484.8292891950303,1804.673764722429,128.35876114465967,17.567192971841433,56.55035627246647,2.3883732450385455,0,0,12.447730736998711,3.142622825970524,2.0080052705197224,493.97536430098955,N,ToRies_Labprocessed2017sharedSeaGlass
WN17608B,F22,F22-d,2017-07-26 12:13:29,42.4793891906738,-70.6193923950195,77.5087280273438,5.61009168624878,32.0047378540039,25.233470916748,31.4055366516113,1.74821412563324,0.307650774717331,8.66414642333984,85.0974807739258,2267.39477539063,1.28946316242218,8.16129875183105,2183.88623046875,2066.270751953125,5.610000133514404,87.51499938964844,8.079058021355198,447.13249095683153,448.9629740921021,1950.031315890515,93.02779855848513,23.21156664910327,46.974489966230855,0.8333198097516372,0,0,15.13718862174061,2.2168177248651446,1.3938182163823916,452.9574929317449,N,ToRies_Labprocessed2017sharedSeaGlass
