STUDY_ID,EVENT_ID,STAT_ID,STAT_ARRIV,DEPTH_MARKER,ORDERED_DEPTH_CODE,SAMPLE_ID,PROFILE_DEPTH,SAMPLE_DEPTH_TOP,SAMPLE_DEPTH_BOTTOM,CONDTVY,DISS_OXYGEN,PCT_SAT,FLUORESCENCE,FLU_RAW,SAL,SIGMA_T,TEMP,TRANS,PH,LATITUDE,LONGITUDE,VAL_QUAL,Data Source
BWQM,WN171,F13,18-FEB-2017 08:06:09,A,A,WN171034,1.61,0.58,1.58,29.95,10.43,97.39,2.137,1.224,32.52,25.87,3.386,1.388,8.04,42.2694244,-70.732788,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F13,18-FEB-2017 08:06:09,B,B,WN171033,5.63,4.6,5.6,29.99,10.42,97.38,9.371,1.815,32.52,25.87,3.425,1.399,8.027,42.2693557,-70.7329025,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F13,18-FEB-2017 08:06:09,C,C,WN171032,11.0,9.96,10.96,30.15,10.36,97.19,6.48,1.673,32.55,25.88,3.592,1.341,8.001,42.2692832,-70.7330398,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F13,18-FEB-2017 08:06:09,D,D,WN171031,16.75,15.75,16.75,30.25,10.33,97.18,4.057,1.517,32.57,25.88,3.69,1.302,7.973,42.2692337,-70.7331695,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F13,18-FEB-2017 08:06:09,E,E,WN171030,22.79,21.84,22.84,30.36,10.31,97.26,3.527,1.476,32.59,25.89,3.794,1.258,7.922,42.2691574,-70.7333908,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F06,18-FEB-2017 09:01:59,A,A,WN171048,1.5,0.52,1.52,31.25,10.21,98.55,0.7567,0.8509,32.79,25.96,4.662,0.84,8.211,42.1713256,-70.5750656,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F06,18-FEB-2017 09:01:59,B,B,WN171047,7.02,6.0,7.0,31.23,10.2,98.36,3.901,1.505,32.79,25.96,4.628,0.8462,8.208,42.1712112,-70.5752334,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F06,18-FEB-2017 09:01:59,C,C,WN171046,15.12,14.1,15.1,31.22,10.2,98.27,3.724,1.492,32.79,25.96,4.614,0.8718,8.203,42.1711006,-70.5754089,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F06,18-FEB-2017 09:01:59,D,D,WN171045,23.08,22.08,23.08,31.19,10.2,98.17,3.015,1.432,32.78,25.96,4.58,0.8845,8.196,42.1710205,-70.5755691,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F06,18-FEB-2017 09:01:59,E,E,WN171044,30.57,29.52,30.52,31.2,10.19,98.17,2.973,1.429,32.78,25.96,4.586,0.8648,8.19,42.1709518,-70.5757293,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F10,18-FEB-2017 09:33:39,A,A,WN171056,1.64,0.7,1.7,31.08,10.22,98.17,4.282,0.6513,32.77,25.96,4.476,0.9973,8.222,42.2435111,-70.6367645,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F10,18-FEB-2017 09:33:39,B,B,WN171055,8.17,7.16,8.16,31.08,10.2,97.98,7.188,1.629,32.77,25.96,4.476,0.9833,8.22,42.243412,-70.6368713,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F10,18-FEB-2017 09:33:39,C,C,WN171054,15.07,14.16,15.16,31.09,10.18,97.79,4.738,1.566,32.77,25.96,4.478,1.028,8.215,42.2433395,-70.6369552,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F10,18-FEB-2017 09:33:39,D,D,WN171053,21.96,20.99,21.99,31.1,10.18,97.79,3.69,1.489,32.77,25.97,4.484,1.025,8.213,42.2432289,-70.6370468,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F10,18-FEB-2017 09:33:39,E,E,WN171052,27.67,26.78,27.78,31.11,10.18,97.79,3.185,1.447,32.77,25.96,4.493,1.035,8.21,42.2431449,-70.6371612,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F15,18-FEB-2017 10:05:36,A,A,WN171064,1.57,0.58,1.58,31.15,10.23,98.55,5.802,0.6528,32.72,25.91,4.613,0.8796,8.238,42.316082,-70.7281875,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F15,18-FEB-2017 10:05:36,B,B,WN171063,9.68,8.74,9.74,31.19,10.2,98.27,5.57,1.619,32.74,25.92,4.629,0.8581,8.238,42.3160362,-70.7282333,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F15,18-FEB-2017 10:05:36,C,C,WN171062,17.97,17.09,18.09,31.34,10.16,98.26,2.872,1.42,32.79,25.95,4.754,0.8439,8.233,42.3159637,-70.7282562,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F15,18-FEB-2017 10:05:36,D,D,WN171061,25.95,24.95,25.95,31.37,10.15,98.26,2.626,1.397,32.79,25.95,4.78,0.8319,8.231,42.3159217,-70.7282257,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F15,18-FEB-2017 10:05:36,E,E,WN171060,35.04,34.03,35.03,31.39,10.15,98.26,3.027,1.434,32.8,25.95,4.794,0.8361,8.227,42.3158645,-70.728157,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N07,18-FEB-2017 10:36:31,A,A,WN171073,1.65,0.58,1.58,31.64,10.05,98.05,4.919,0.6718,32.81,25.93,5.093,0.7173,8.225,42.357666,-70.7051849,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N07,18-FEB-2017 10:36:31,B,B,WN171072,13.37,12.34,13.34,31.62,10.04,97.86,2.77,1.41,32.81,25.93,5.063,0.778,8.223,42.3575439,-70.7052764,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N07,18-FEB-2017 10:36:31,C,C,WN171071,25.62,24.58,25.58,31.62,10.01,97.56,2.514,1.386,32.81,25.93,5.058,0.7833,8.221,42.3574218,-70.705368,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N07,18-FEB-2017 10:36:31,D,D,WN171070,35.81,34.88,35.88,31.61,10.0,97.37,1.658,1.296,32.81,25.93,5.046,0.778,8.219,42.3572998,-70.7055282,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N07,18-FEB-2017 10:36:31,E,E,WN17106F,47.12,46.09,47.09,31.6,10.01,97.47,1.85,1.317,32.81,25.93,5.028,0.7752,8.218,42.3571815,-70.7056579,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N18,18-FEB-2017 11:08:11,A,A,WN171082,1.81,0.76,1.76,31.22,10.24,98.94,2.344,0.6354,32.65,25.84,4.759,0.827,8.225,42.3667144,-70.7758941,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N18,18-FEB-2017 11:08:11,B,B,WN171081,5.74,4.78,5.78,31.17,10.24,98.84,8.158,1.308,32.65,25.85,4.705,0.8338,8.224,42.3665809,-70.7760391,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N18,18-FEB-2017 11:08:11,C,C,WN171080,9.75,8.74,9.74,31.15,10.16,97.97,5.445,1.582,32.68,25.87,4.651,0.8342,8.219,42.3664283,-70.7762222,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N18,18-FEB-2017 11:08:11,D,D,WN17107E,14.92,13.98,14.98,31.19,10.08,97.2,2.552,1.39,32.72,25.91,4.651,0.8585,8.217,42.3662185,-70.7764358,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N18,18-FEB-2017 11:08:11,E,E,WN17107D,19.44,18.43,19.43,31.19,10.08,97.2,1.649,1.294,32.72,25.91,4.649,0.8568,8.216,42.3661308,-70.7765274,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N21,18-FEB-2017 11:39:32,A,A,WN171090,1.53,0.58,1.58,31.19,10.11,97.87,3.787,0.8177,32.53,25.74,4.853,0.8462,8.213,42.3888969,-70.7851181,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N21,18-FEB-2017 11:39:32,B,B,WN17108F,9.05,8.07,9.07,31.21,10.11,97.78,5.115,1.591,32.57,25.77,4.83,0.8506,8.213,42.3887863,-70.7851638,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N21,18-FEB-2017 11:39:32,C,C,WN17108E,16.88,15.81,16.81,31.25,10.1,97.68,2.963,1.428,32.62,25.81,4.819,0.8798,8.216,42.3886108,-70.7852401,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N21,18-FEB-2017 11:39:32,D,D,WN17108D,24.16,23.24,24.24,31.32,10.11,97.87,2.296,1.365,32.69,25.86,4.831,0.8574,8.217,42.3884925,-70.7852935,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N21,18-FEB-2017 11:39:32,E,E,WN17108C,31.98,30.98,31.98,31.34,10.1,97.77,2.343,1.369,32.74,25.91,4.797,0.8448,8.214,42.3883628,-70.7853622,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F22,18-FEB-2017 12:20:23,A,A,WN1710A2,2.01,1.01,2.01,31.63,10.09,98.44,1.959,0.575,32.79,25.91,5.107,0.7358,8.222,42.4816284,-70.6164932,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F22,18-FEB-2017 12:20:23,B,B,WN1710A1,17.05,16.05,17.05,31.58,10.05,97.86,2.708,1.405,32.79,25.92,5.04,0.7984,8.22,42.4814491,-70.6166305,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F22,18-FEB-2017 12:20:23,C,C,WN1710A0,37.09,35.92,36.92,31.59,10.01,97.47,1.69,1.299,32.79,25.92,5.041,0.789,8.216,42.4812088,-70.616806,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F22,18-FEB-2017 12:20:23,D,D,WN17109F,57.95,56.82,57.82,31.62,9.97,97.08,2.22,1.357,32.8,25.92,5.054,0.7903,8.212,42.4809989,-70.6169433,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F22,18-FEB-2017 12:20:23,E,E,WN17109E,76.32,75.16,76.16,32.03,9.8,96.36,0.2416,1.094,32.9,25.97,5.414,0.9104,8.202,42.4807319,-70.617073,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N04,18-FEB-2017 12:54:27,A,A,WN1710B0,1.5,0.58,1.58,31.58,10.19,99.22,4.255,0.6048,32.8,25.92,5.035,0.7432,8.241,42.4448547,-70.7366104,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N04,18-FEB-2017 12:54:27,B,B,WN1710AF,12.92,11.85,12.85,31.52,10.14,98.54,3.972,1.511,32.8,25.93,4.965,0.8026,8.239,42.4446372,-70.7366867,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N04,18-FEB-2017 12:54:27,C,C,WN1710AE,24.38,23.55,24.55,31.52,10.11,98.25,2.737,1.407,32.79,25.93,4.951,0.8072,8.237,42.4444503,-70.7367095,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N04,18-FEB-2017 12:54:27,D,D,WN1710AD,35.2,34.33,35.33,31.52,10.1,98.15,2.143,1.349,32.8,25.93,4.951,0.8119,8.236,42.4442558,-70.7367858,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N04,18-FEB-2017 12:54:27,E,E,WN1710AC,46.78,45.48,46.48,31.53,10.08,97.96,2.082,1.343,32.8,25.93,4.951,0.8124,8.237,42.4440269,-70.7368545,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N01,18-FEB-2017 13:34:34,A,A,WN1710BE,1.71,0.82,1.82,31.1,10.34,99.52,3.091,0.6687,32.69,25.89,4.582,0.9359,8.244,42.4203414,-70.8653945,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N01,18-FEB-2017 13:34:34,B,B,WN1710BD,8.46,7.58,8.58,31.02,10.31,98.94,5.193,1.596,32.69,25.9,4.483,0.935,8.239,42.4201545,-70.8654861,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N01,18-FEB-2017 13:34:34,C,C,WN1710BC,14.39,13.62,14.62,31.01,10.29,98.75,4.247,1.531,32.69,25.9,4.472,0.9791,8.238,42.4200363,-70.8655471,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N01,18-FEB-2017 13:34:34,D,D,WN1710BB,21.25,20.13,21.13,30.99,10.24,98.18,3.015,1.432,32.69,25.91,4.443,0.9777,8.234,42.4198608,-70.8656082,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,N01,18-FEB-2017 13:34:34,E,E,WN1710BA,28.34,27.39,28.39,31.0,10.22,97.99,3.335,1.46,32.69,25.91,4.445,0.9873,8.233,42.4197196,-70.8656845,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F23,18-FEB-2017 14:10:13,A,A,WN1710CC,1.75,0.76,1.76,28.87,10.54,96.08,0.9789,0.8338,32.0,25.52,2.6,2.031,8.223,42.3397026,-70.9422225,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F23,18-FEB-2017 14:10:13,B,B,WN1710CB,6.19,5.15,6.15,28.92,10.5,95.8,7.991,1.752,32.05,25.56,2.609,2.071,8.223,42.3396415,-70.9421539,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F23,18-FEB-2017 14:10:13,C,C,WN1710CA,12.43,11.36,12.36,28.99,10.49,95.8,7.915,1.748,32.09,25.59,2.648,2.078,8.226,42.3395767,-70.9421234,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F23,18-FEB-2017 14:10:13,D,D,WN1710C9,18.27,17.27,18.27,29.32,10.49,96.5,5.105,1.59,32.25,25.7,2.895,2.009,8.227,42.3394775,-70.9420166,,MWRA_MassBay_upcast_2017-202205
BWQM,WN171,F23,18-FEB-2017 14:10:13,E,E,WN1710C8,23.79,22.82,23.82,29.66,10.46,96.94,2.651,1.399,32.4,25.8,3.149,1.965,8.223,42.3394241,-70.9419784,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F13,25-MAR-2017 06:47:08,A,A,WN172073,1.36,0.4,1.4,30.02,10.72,100.3,1.973,1.53,32.52,25.86,3.478,0.999,8.277,42.2678871,-70.7363204,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F13,25-MAR-2017 06:47:08,B,B,WN172072,6.81,5.83,6.83,30.06,10.71,100.3,1.944,1.508,32.53,25.87,3.51,0.9897,8.272,42.2679901,-70.7363128,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F13,25-MAR-2017 06:47:08,C,C,WN172071,11.95,10.88,11.88,30.06,10.67,99.91,1.759,1.372,32.53,25.87,3.502,0.983,8.27,42.2680473,-70.7362899,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F13,25-MAR-2017 06:47:08,D,D,WN172070,18.1,17.16,18.16,30.14,10.59,99.25,1.3,1.028,32.57,25.9,3.554,0.9136,8.266,42.2680892,-70.7362213,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F13,25-MAR-2017 06:47:08,E,E,WN17206F,24.38,23.31,24.31,30.18,10.59,99.34,1.235,0.9795,32.58,25.9,3.591,0.906,8.264,42.2681465,-70.7361907,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F06,25-MAR-2017 07:27:28,A,A,WN172081,1.33,0.34,1.34,30.44,10.63,100.5,1.341,1.06,32.63,25.92,3.86,0.6937,8.285,42.1696472,-70.5776824,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F06,25-MAR-2017 07:27:28,B,B,WN172080,7.79,6.74,7.74,30.48,10.61,100.4,1.307,1.034,32.65,25.93,3.889,0.6826,8.281,42.1697807,-70.5776443,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F06,25-MAR-2017 07:27:28,C,C,WN17207F,15.17,14.29,15.29,30.51,10.6,100.3,1.279,1.012,32.66,25.93,3.912,0.6763,8.279,42.1699218,-70.5775985,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F06,25-MAR-2017 07:27:28,D,D,WN17207E,23.0,22.03,23.03,30.54,10.57,100.1,1.233,0.9779,32.67,25.94,3.937,0.668,8.276,42.1700973,-70.5774993,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F06,25-MAR-2017 07:27:28,E,E,WN17207D,29.88,28.92,29.92,30.61,10.53,99.81,0.8888,0.7136,32.69,25.95,3.982,0.6403,8.27,42.1701889,-70.5774078,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F10,25-MAR-2017 07:58:26,A,A,WN17208F,1.57,0.59,1.59,30.35,10.66,100.5,1.464,1.085,32.61,25.91,3.77,0.7602,8.286,42.2413978,-70.638153,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F10,25-MAR-2017 07:58:26,B,B,WN17208E,9.78,8.81,9.81,30.35,10.65,100.4,1.504,1.182,32.61,25.91,3.768,0.7624,8.285,42.2415161,-70.6380691,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F10,25-MAR-2017 07:58:26,C,C,WN17208D,18.23,17.28,18.28,30.36,10.64,100.4,1.416,1.116,32.61,25.91,3.776,0.7561,8.282,42.2416458,-70.6380233,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F10,25-MAR-2017 07:58:26,D,D,WN17208C,25.91,24.83,25.83,30.44,10.6,100.2,1.214,0.9634,32.63,25.92,3.848,0.7144,8.281,42.2417793,-70.6379547,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F10,25-MAR-2017 07:58:26,E,E,WN17208B,34.5,33.42,34.42,30.63,10.49,99.53,1.106,0.8812,32.68,25.94,4.01,0.6555,8.273,42.2419624,-70.6379318,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F15,25-MAR-2017 08:26:54,A,A,WN17209D,1.4,0.34,1.34,30.67,10.56,100.4,0.9046,0.7259,32.69,25.94,4.078,0.6255,8.29,42.3145217,-70.7286224,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F15,25-MAR-2017 08:26:54,B,B,WN17209C,10.89,9.79,10.79,30.67,10.56,100.4,0.9721,0.7781,32.69,25.94,4.068,0.6296,8.288,42.3146362,-70.7285537,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F15,25-MAR-2017 08:26:54,C,C,WN17209B,20.27,19.29,20.29,30.67,10.55,100.3,0.9983,0.7982,32.69,25.94,4.069,0.63,8.285,42.3147201,-70.7285003,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F15,25-MAR-2017 08:26:54,D,D,WN17209A,29.27,28.31,29.31,30.69,10.53,100.1,0.9543,0.7643,32.69,25.95,4.075,0.6361,8.284,42.3148384,-70.7284317,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F15,25-MAR-2017 08:26:54,E,E,WN172099,37.15,36.23,37.23,30.69,10.51,99.9,1.049,0.8368,32.7,25.95,4.076,0.6529,8.28,42.314949,-70.7283859,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N07,25-MAR-2017 08:51:44,A,A,WN1720AB,1.4,0.59,1.59,30.69,10.53,100.1,1.14,0.6853,32.7,25.95,4.092,0.6502,8.294,42.3558998,-70.7073822,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N07,25-MAR-2017 08:51:44,B,B,WN1720AA,13.54,12.53,13.53,30.71,10.52,100.1,1.01,0.8073,32.71,25.95,4.096,0.6461,8.29,42.356018,-70.7072677,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N07,25-MAR-2017 08:51:44,C,C,WN1720A9,25.25,24.16,25.16,30.72,10.51,100.0,0.9157,0.7344,32.71,25.95,4.109,0.6322,8.289,42.3561248,-70.7071533,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N07,25-MAR-2017 08:51:44,D,D,WN1720A8,36.84,35.86,36.86,30.73,10.48,99.71,0.9074,0.728,32.71,25.95,4.111,0.6333,8.285,42.3562202,-70.7070465,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N07,25-MAR-2017 08:51:44,E,E,WN1720A7,48.13,47.13,48.13,30.73,10.45,99.43,0.8356,0.6723,32.71,25.96,4.106,0.6527,8.284,42.3563308,-70.7069473,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N18,25-MAR-2017 09:19:31,A,A,WN1720B9,1.1,0.16,1.16,30.37,10.6,100.4,1.449,0.7394,32.43,25.74,3.982,0.7475,8.275,42.3641548,-70.7779159,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N18,25-MAR-2017 09:19:31,B,B,WN1720B8,7.47,6.43,7.43,30.37,10.61,100.4,1.594,1.25,32.48,25.79,3.925,0.7379,8.275,42.3642578,-70.7777938,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N18,25-MAR-2017 09:19:31,C,C,WN1720B7,13.07,11.98,12.98,30.37,10.61,100.3,1.484,1.168,32.5,25.81,3.899,0.7405,8.275,42.3643264,-70.7776489,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N18,25-MAR-2017 09:19:31,D,D,WN1720B6,19.42,18.56,19.56,30.42,10.54,99.62,1.15,0.9144,32.56,25.86,3.894,0.702,8.271,42.3645057,-70.7774734,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N18,25-MAR-2017 09:19:31,E,E,WN1720B5,26.03,25.08,26.08,30.47,10.51,99.43,1.049,0.8372,32.6,25.88,3.918,0.6685,8.267,42.3646202,-70.7773437,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N21,25-MAR-2017 09:48:59,A,A,WN1720C7,1.44,0.28,1.28,30.34,10.55,99.91,1.615,0.7606,32.37,25.7,4.001,0.7458,8.268,42.3867874,-70.7863616,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N21,25-MAR-2017 09:48:59,B,B,WN1720C6,10.44,9.42,10.42,30.35,10.57,100.0,1.412,1.113,32.41,25.73,3.973,0.7245,8.27,42.3869018,-70.7862472,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N21,25-MAR-2017 09:48:59,C,C,WN1720C5,18.84,17.83,18.83,30.39,10.59,100.1,1.34,1.059,32.51,25.82,3.908,0.7092,8.276,42.3869819,-70.7861404,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N21,25-MAR-2017 09:48:59,D,D,WN1720C4,27.09,26.11,27.11,30.44,10.54,99.72,1.234,0.9782,32.55,25.85,3.926,0.6825,8.271,42.3870925,-70.786026,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N21,25-MAR-2017 09:48:59,E,E,WN1720C3,34.2,33.3,34.3,30.48,10.53,99.72,1.064,0.8486,32.59,25.87,3.936,0.6619,8.271,42.3871536,-70.7859954,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F22,25-MAR-2017 10:35:15,A,A,WN1720DE,1.39,0.34,1.34,30.37,10.63,100.6,1.503,0.6807,32.48,25.79,3.932,0.7972,8.285,42.4793128,-70.6192626,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F22,25-MAR-2017 10:35:15,B,B,WN1720DD,20.29,19.35,20.35,30.51,10.6,100.5,1.518,1.193,32.59,25.87,3.977,0.7281,8.283,42.479351,-70.6191024,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F22,25-MAR-2017 10:35:15,C,C,WN1720DC,40.43,39.46,40.46,30.53,10.58,100.2,1.341,1.06,32.62,25.9,3.958,0.7006,8.28,42.4793739,-70.6188812,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F22,25-MAR-2017 10:35:15,D,D,WN1720DB,59.77,58.59,59.59,30.58,10.5,99.53,1.246,0.9873,32.64,25.91,3.979,0.6851,8.275,42.479412,-70.6186676,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F22,25-MAR-2017 10:35:15,E,E,WN1720DA,78.25,77.36,78.36,30.74,10.37,98.67,1.094,0.8718,32.7,25.94,4.112,0.7416,8.272,42.4794464,-70.6185302,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N04,25-MAR-2017 11:09:00,A,A,WN1720EC,1.49,0.53,1.53,30.32,10.73,101.3,1.806,0.8373,32.49,25.81,3.855,0.8273,8.292,42.4428062,-70.7364578,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N04,25-MAR-2017 11:09:00,B,B,WN1720EB,12.31,11.25,12.25,30.34,10.67,100.8,1.878,1.46,32.52,25.83,3.845,0.7793,8.29,42.4429054,-70.7363281,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N04,25-MAR-2017 11:09:00,C,C,WN1720EA,24.32,23.49,24.49,30.62,10.52,99.81,1.071,0.8543,32.67,25.93,4.023,0.6483,8.284,42.443058,-70.7361984,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N04,25-MAR-2017 11:09:00,D,D,WN1720E9,34.57,33.67,34.67,30.7,10.45,99.33,0.9656,0.773,32.69,25.94,4.089,0.6274,8.28,42.4432258,-70.7360382,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N04,25-MAR-2017 11:09:00,E,E,WN1720E8,47.26,46.4,47.4,30.71,10.44,99.24,0.8914,0.7156,32.69,25.94,4.092,0.6299,8.276,42.4433174,-70.7358398,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N01,25-MAR-2017 11:43:41,A,A,WN1720FA,1.14,0.16,1.16,30.29,10.74,101.2,1.782,1.072,32.53,25.84,3.786,0.787,8.291,42.4189376,-70.864624,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N01,25-MAR-2017 11:43:41,B,B,WN1720F9,7.72,6.86,7.86,30.28,10.72,101.0,1.751,1.366,32.53,25.85,3.766,0.7861,8.286,42.4189376,-70.8645858,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N01,25-MAR-2017 11:43:41,C,C,WN1720F8,15.29,14.42,15.42,30.27,10.69,100.7,1.722,1.345,32.54,25.86,3.744,0.7822,8.285,42.4189376,-70.8645172,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N01,25-MAR-2017 11:43:41,D,D,WN1720F7,23.07,22.21,23.21,30.25,10.65,100.2,1.535,1.206,32.55,25.86,3.713,0.7971,8.281,42.4189376,-70.8644714,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,N01,25-MAR-2017 11:43:41,E,E,WN1720F6,29.57,28.43,29.43,30.16,10.65,99.91,1.424,1.122,32.54,25.87,3.596,0.8711,8.281,42.4189491,-70.8644104,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F23,25-MAR-2017 12:15:26,A,A,WN172108,1.3,0.34,1.34,29.37,10.86,100.3,2.245,1.728,32.14,25.6,3.064,1.792,8.283,42.3402824,-70.9409866,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F23,25-MAR-2017 12:15:26,B,B,WN172107,6.63,5.64,6.64,29.39,10.86,100.3,2.38,1.826,32.16,25.61,3.069,1.755,8.28,42.3402557,-70.9411697,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F23,25-MAR-2017 12:15:26,C,C,WN172106,12.06,11.06,12.06,29.36,10.83,99.91,2.286,1.758,32.16,25.61,3.034,1.904,8.28,42.3402023,-70.9413757,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F23,25-MAR-2017 12:15:26,D,D,WN172105,16.8,15.94,16.94,29.36,10.82,99.82,2.198,1.694,32.16,25.62,3.021,1.935,8.277,42.3401565,-70.9415435,,MWRA_MassBay_upcast_2017-202205
BWQM,WN172,F23,25-MAR-2017 12:15:26,E,E,WN172104,23.21,22.21,23.21,29.36,10.82,99.82,2.12,1.637,32.17,25.63,3.015,1.983,8.275,42.3401031,-70.9417419,,MWRA_MassBay_upcast_2017-202205
BWQM,WN173,F13,24-APR-2017 07:04:43,A,A,WN173035,1.49,0.45,1.45,32.22,10.66,108.6,2.373,0.7726,31.34,24.49,7.331,1.165,8.246,42.2678298,-70.734169,,MWRA_MassBay_upcast_2017-202205
