STUDY_ID,EVENT_ID,STAT_ID,STAT_ARRIV,DEPTH_MARKER,ORDERED_DEPTH_CODE,SAMPLE_ID,PROFILE_DEPTH,SAMPLE_DEPTH_TOP,SAMPLE_DEPTH_BOTTOM,CONDTVY,DISS_OXYGEN,PCT_SAT,FLUORESCENCE,FLU_RAW,SAL,SIGMA_T,TEMP,TRANS,PH,LATITUDE,LONGITUDE,VAL_QUAL,Data Source
ARRS,AF213,F22,21-JUL-2021 10:42:05,A,A,AF21308E,1.64,0.65,1.65,41.52,8.685,115.6,1.14,2.377,29.22,20.14,20.86,1.167,8.273,42.4798333,-70.6176667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,F22,21-JUL-2021 10:42:05,10,10,AF21308D,10.17,9.06,10.06,40.74,8.42,105.5,2.2,3.792,31.39,22.75,17.01,0.7436,8.173,42.4798333,-70.6176667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,F22,21-JUL-2021 10:42:05,20,20,AF21308C,20.22,19.24,20.24,38.86,8.608,102.7,0.9,2.062,31.74,23.57,14.48,0.5723,8.112,42.4798333,-70.6176667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,F22,21-JUL-2021 10:42:05,E,E,AF21308B,76.5,75.45,76.45,33.17,7.906,80.97,-0.41,0.288,32.39,25.33,7.276,0.7914,7.904,42.4798333,-70.6176667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,N04,21-JUL-2021 11:27:09,A,A,AF21309A,1.36,0.34,1.34,43.87,8.319,112.4,0.08,0.9502,30.86,21.31,21.15,0.8903,8.237,42.4438333,-70.7365,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,N04,21-JUL-2021 11:27:09,10,10,AF213099,10.08,9.06,10.06,41.68,8.783,112.9,2.56,4.259,31.1,22.19,18.42,0.9936,8.207,42.4438333,-70.7365,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,N04,21-JUL-2021 11:27:09,20,20,AF213098,19.89,18.94,19.94,37.82,7.859,91.85,0.4,1.384,31.58,23.64,13.52,0.5657,8.01,42.4438333,-70.7365,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,N04,21-JUL-2021 11:27:09,E,E,AF213097,46.96,45.88,46.88,33.85,7.318,76.58,-0.38,0.3244,32.2,25.04,8.265,0.8172,7.874,42.4438333,-70.7365,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,N01,21-JUL-2021 12:00:41,A,A,AF2130A6,1.36,0.4,1.4,42.95,9.28,124.0,0.83,1.965,30.44,21.11,20.72,1.562,8.275,42.4193333,-70.8645,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,N01,21-JUL-2021 12:00:41,10,10,AF2130A5,9.93,9.0,10.0,41.83,8.465,110.1,4.44,6.71,30.66,21.67,19.18,1.188,8.183,42.4193333,-70.8645,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,N01,21-JUL-2021 12:00:41,20,20,AF2130A4,19.29,18.27,19.27,37.88,7.551,88.43,0.29,1.236,31.55,23.6,13.63,0.6443,8.001,42.4193333,-70.8645,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,N01,21-JUL-2021 12:00:41,E,E,AF2130A3,28.2,27.35,28.35,35.95,7.052,78.26,-0.15,0.6417,31.94,24.4,10.98,0.8068,7.94,42.4193333,-70.8645,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,F23,21-JUL-2021 12:34:44,A,A,AF2130B2,1.83,0.77,1.77,40.52,8.559,113.1,7.85,11.08,28.55,19.67,20.69,2.331,8.163,42.3391667,-70.942,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,F23,21-JUL-2021 12:34:44,10,10,AF2130B1,10.46,9.49,10.49,40.91,7.713,100.5,3.12,4.998,29.59,20.73,19.64,2.157,8.105,42.3391667,-70.942,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,F23,21-JUL-2021 12:34:44,20,20,AF2130B0,20.15,19.12,20.12,40.88,7.552,97.61,2.39,4.043,29.94,21.14,19.09,2.154,8.096,42.3391667,-70.942,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,F23,21-JUL-2021 12:34:44,E,E,AF2130AF,24.06,23.08,24.08,40.85,7.488,95.76,1.98,3.493,30.44,21.7,18.37,2.16,8.103,42.3391667,-70.942,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,N10,21-JUL-2021 12:59:53,A,A,AF2130BD,2.21,1.26,2.26,42.54,9.361,125.2,3.0,4.843,30.01,20.73,20.88,1.756,8.259,42.3315,-70.834,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,N10,21-JUL-2021 12:59:53,10,10,AF2130BC,11.06,10.16,11.16,41.71,8.311,107.5,3.89,6.0,30.82,21.87,18.83,1.222,8.176,42.3315,-70.834,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,N10,21-JUL-2021 12:59:53,E,E,AF2130BB,21.18,20.16,21.16,37.82,7.471,87.19,0.2,1.112,31.65,23.72,13.42,0.6339,8.025,42.3315,-70.834,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,N18,21-JUL-2021 13:17:36,A,A,AF2130C8,1.34,0.4,1.4,42.63,9.732,129.3,1.37,2.681,30.4,21.14,20.43,1.592,8.264,42.3658333,-70.7776667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,N18,21-JUL-2021 13:17:36,10,10,AF2130C7,9.84,8.69,9.69,40.29,8.009,100.1,5.8,8.467,30.98,22.43,17.04,1.253,8.092,42.3658333,-70.7776667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,N18,21-JUL-2021 13:17:36,E,E,AF2130C6,21.26,20.09,21.09,36.39,7.48,84.48,0.01,0.8601,31.58,23.96,11.9,0.6358,7.958,42.3658333,-70.7776667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,N07,21-JUL-2021 13:37:11,A,A,AF2130D6,1.59,0.59,1.59,42.8,8.724,115.6,0.28,1.221,30.73,21.47,20.16,1.078,8.232,42.3563333,-70.7061667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,N07,21-JUL-2021 13:37:11,10,10,AF2130D5,10.18,9.12,10.12,40.19,7.935,98.34,2.4,4.045,31.32,22.81,16.49,0.7998,8.104,42.3563333,-70.7061667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,N07,21-JUL-2021 13:37:11,20,20,AF2130D4,19.98,18.94,19.94,37.8,7.427,86.58,0.1,0.9789,31.69,23.76,13.36,0.5627,7.982,42.3563333,-70.7061667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,N07,21-JUL-2021 13:37:11,E,E,AF2130D3,46.51,45.58,46.58,34.0,7.61,79.98,-0.39,0.308,32.19,25.0,8.463,0.7909,7.892,42.3563333,-70.7061667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,F15,21-JUL-2021 13:56:33,A,A,AF2130E2,1.46,0.4,1.4,43.24,9.261,124.3,0.9,2.059,30.51,21.09,20.95,1.426,8.26,42.3155,-70.7276667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,F15,21-JUL-2021 13:56:33,10,10,AF2130E1,10.35,9.3,10.3,40.92,8.23,104.1,4.05,6.208,31.1,22.39,17.58,1.059,8.135,42.3155,-70.7276667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,F15,21-JUL-2021 13:56:33,20,20,AF2130E0,19.78,18.81,19.81,38.17,6.976,82.2,0.18,1.087,31.57,23.56,13.92,0.6045,7.963,42.3155,-70.7276667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,F15,21-JUL-2021 13:56:33,E,E,AF2130DF,33.78,32.78,33.78,35.45,7.679,84.06,-0.31,0.4191,32.0,24.55,10.34,0.6259,7.956,42.3155,-70.7276667,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,F13,21-JUL-2021 14:15:11,A,A,AF2130ED,1.56,0.59,1.59,42.25,10.16,135.3,4.33,6.572,29.89,20.68,20.73,2.444,8.263,42.2683333,-70.735,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,F13,21-JUL-2021 14:15:11,10,10,AF2130EC,10.15,9.18,10.18,39.92,7.129,88.33,1.18,2.439,31.02,22.56,16.57,0.7224,8.028,42.2683333,-70.735,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,F13,21-JUL-2021 14:15:11,E,E,AF2130EB,22.02,21.07,22.07,38.03,6.974,81.74,0.11,0.9993,31.69,23.71,13.62,0.7987,7.987,42.2683333,-70.735,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,AF4,21-JUL-2021 14:34:37,A,A,AF2130FA,1.52,0.52,1.52,42.81,10.18,136.9,4.25,6.47,30.01,20.66,21.18,2.426,8.286,42.21997,-70.69553,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,AF4,21-JUL-2021 14:34:37,10,10,AF2130F9,9.87,8.88,9.88,40.88,7.79,98.63,2.65,4.373,30.99,22.28,17.68,0.9102,8.114,42.21997,-70.69553,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,AF4,21-JUL-2021 14:34:37,E,E,AF2130F8,20.21,19.24,20.24,38.46,7.728,91.4,0.3,1.249,31.73,23.65,14.05,0.8724,8.057,42.21997,-70.69553,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,F05,21-JUL-2021 14:59:29,A,A,AF213107,1.5,0.4,1.4,42.6,9.605,127.8,2.02,3.553,30.31,21.06,20.52,1.702,8.258,42.1386667,-70.65,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,F05,21-JUL-2021 14:59:29,10,10,AF213106,9.75,8.75,9.75,40.66,8.495,106.3,3.14,5.023,31.36,22.73,16.96,0.9845,8.152,42.1386667,-70.65,,MWRA_MassBay_upcast_2017-202205
ARRS,AF213,F05,21-JUL-2021 14:59:29,E,E,AF213105,16.24,15.28,16.28,38.6,7.206,85.61,0.53,1.561,31.66,23.55,14.28,0.6625,8.027,42.1386667,-70.65,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N10,27-JUL-2021 06:31:49,A,A,WN21601F,1.57,0.51,1.51,41.18,7.438,95.6,3.071,4.163,30.55,21.72,18.61,1.565,8.057,42.3317832,-70.8326339,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N10,27-JUL-2021 06:31:49,B,B,WN21601E,6.11,5.14,6.14,39.92,6.962,86.45,2.402,3.447,30.91,22.45,16.72,1.525,7.967,42.331768,-70.8325576,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N10,27-JUL-2021 06:31:49,C,C,WN21601D,12.16,11.12,12.12,39.03,6.898,83.47,1.59,2.558,31.21,22.99,15.33,1.081,7.945,42.331768,-70.8325271,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N10,27-JUL-2021 06:31:49,D,D,WN21601C,16.54,15.63,16.63,38.29,6.889,81.68,0.9625,1.853,31.4,23.35,14.27,0.8191,7.937,42.3317947,-70.8325042,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N10,27-JUL-2021 06:31:49,E,E,WN21601B,21.91,21.11,22.11,36.7,7.242,81.95,-0.0065,0.7261,31.89,24.19,11.9,0.7106,7.941,42.3318557,-70.8324356,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F13,27-JUL-2021 06:59:54,A,A,WN21602C,1.62,0.63,1.63,42.92,8.099,108.2,2.468,3.346,30.43,21.1,20.71,1.275,8.15,42.2678375,-70.7337722,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F13,27-JUL-2021 06:59:54,C,B,WN21602B,7.36,6.36,7.36,38.95,7.664,92.09,2.768,3.84,31.5,23.3,14.9,0.9172,8.019,42.2678375,-70.7338485,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F13,27-JUL-2021 06:59:54,B,C,WN21602A,12.53,11.54,12.54,37.94,7.429,86.9,0.4395,1.252,31.69,23.72,13.53,0.7142,7.987,42.2678642,-70.7339019,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F13,27-JUL-2021 06:59:54,D,D,WN216029,17.06,16.18,17.18,37.65,7.419,86.09,0.2942,1.082,31.75,23.85,13.13,0.6892,7.982,42.2678756,-70.7339782,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F13,27-JUL-2021 06:59:54,E,E,WN216028,22.23,21.17,22.17,37.43,7.402,85.39,0.1923,0.9622,31.79,23.94,12.83,0.6954,7.98,42.2678794,-70.7340469,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,AF4,27-JUL-2021 07:23:23,A,A,WN21603E,1.44,0.45,1.45,42.97,8.254,109.7,1.27,1.608,30.74,21.44,20.33,1.196,8.133,42.2200736,-70.694107,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,AF4,27-JUL-2021 07:23:23,C,B,WN21603D,7.36,6.42,7.42,38.96,7.682,92.28,3.78,4.909,31.52,23.32,14.87,0.9181,7.992,42.2200393,-70.6942214,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,AF4,27-JUL-2021 07:23:23,B,C,WN21603C,11.44,10.44,11.44,38.18,7.545,88.77,0.684,1.535,31.67,23.65,13.81,0.6722,7.965,42.2200241,-70.6943435,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,AF4,27-JUL-2021 07:23:23,D,D,WN21603B,16.03,15.02,16.02,37.84,7.492,87.35,0.3665,1.167,31.73,23.79,13.36,0.6818,7.956,42.2200012,-70.6944427,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,AF4,27-JUL-2021 07:23:23,E,E,WN21603A,20.05,18.92,19.92,37.81,7.516,87.57,0.3317,1.126,31.73,23.8,13.32,0.6979,7.962,42.2199783,-70.6945419,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F06,27-JUL-2021 07:56:33,A,A,WN21604B,2.2,1.24,2.24,43.35,8.74,117.2,2.317,3.032,30.69,21.27,20.82,1.031,8.245,42.1700019,-70.5762023,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F06,27-JUL-2021 07:56:33,B,B,WN21604A,7.28,6.3,7.3,42.29,8.535,111.5,2.165,3.19,30.92,21.82,19.35,0.9788,8.184,42.1700439,-70.5761795,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F06,27-JUL-2021 07:56:33,C,C,WN216049,13.29,12.33,13.33,40.46,8.418,105.0,2.397,3.441,31.31,22.73,16.8,0.8359,8.09,42.1701126,-70.5761337,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F06,27-JUL-2021 07:56:33,D,D,WN216048,21.05,20.02,21.02,36.15,8.074,89.95,0.2111,0.9843,32.0,24.42,11.14,0.5618,7.933,42.1701698,-70.5760879,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F06,27-JUL-2021 07:56:33,E,E,WN216047,28.15,27.15,28.15,35.25,7.955,86.5,-0.1972,0.4968,32.1,24.69,10.0,0.6144,7.927,42.170227,-70.5760574,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F10,27-JUL-2021 08:31:49,A,A,WN216059,1.71,0.75,1.75,43.21,8.915,119.5,3.875,3.743,30.55,21.15,20.85,1.208,8.242,42.2433891,-70.6387786,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F10,27-JUL-2021 08:31:49,B,B,WN216058,8.26,7.21,8.21,42.68,8.453,111.5,2.86,3.938,30.85,21.64,19.86,1.022,8.173,42.243328,-70.6386871,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F10,27-JUL-2021 08:31:49,C,C,WN216057,14.64,13.62,14.62,42.2,8.447,110.1,2.231,3.261,30.92,21.85,19.23,0.9528,8.138,42.2432899,-70.6386337,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F10,27-JUL-2021 08:31:49,D,D,WN216056,22.76,21.78,22.78,37.53,7.984,92.26,0.5782,1.413,31.81,23.94,12.91,0.5858,7.968,42.2432441,-70.6385498,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F10,27-JUL-2021 08:31:49,E,E,WN216055,30.69,29.65,30.65,36.51,7.963,89.52,0.0353,0.776,31.97,24.32,11.57,0.545,7.937,42.2431793,-70.6384429,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F15,27-JUL-2021 09:06:05,A,A,WN216069,1.88,0.93,1.93,42.86,8.587,113.9,2.115,2.071,30.72,21.43,20.25,1.142,8.191,42.3156051,-70.7277374,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F15,27-JUL-2021 09:06:05,C,B,WN216068,9.69,8.68,9.68,39.87,7.87,96.88,3.682,4.807,31.3,22.87,16.16,0.9552,8.032,42.3155555,-70.7276763,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F15,27-JUL-2021 09:06:05,B,C,WN216067,17.59,16.54,17.54,38.63,7.561,90.07,2.481,3.531,31.56,23.44,14.45,0.7538,7.961,42.3155326,-70.7276535,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F15,27-JUL-2021 09:06:05,D,D,WN216066,26.23,25.26,26.26,37.06,7.465,85.25,0.0765,0.8251,31.85,24.08,12.34,0.5978,7.912,42.3154983,-70.7276535,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F15,27-JUL-2021 09:06:05,E,E,WN216065,34.16,33.12,34.12,34.79,7.768,83.36,-0.2774,0.3996,32.18,24.85,9.383,0.6778,7.867,42.315483,-70.7276535,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N07,27-JUL-2021 09:29:13,A,A,WN216077,2.02,0.87,1.87,43.93,8.738,119.2,1.733,1.718,30.42,20.79,21.84,1.223,8.258,42.3570365,-70.7056503,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N07,27-JUL-2021 09:29:13,C,B,WN216076,10.54,9.71,10.71,41.36,8.441,107.8,3.94,5.076,31.08,22.25,18.1,0.9868,8.128,42.3569526,-70.7056732,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N07,27-JUL-2021 09:29:13,B,C,WN216075,23.57,22.64,23.64,37.29,8.24,94.5,0.1455,0.9069,31.92,24.1,12.52,0.399,7.963,42.3568534,-70.7057266,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N07,27-JUL-2021 09:29:13,D,D,WN216074,35.29,34.4,35.4,35.04,8.148,87.97,-0.1944,0.5003,32.19,24.82,9.654,0.5515,7.892,42.3567657,-70.7057723,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N07,27-JUL-2021 09:29:13,E,E,WN216073,46.9,45.99,46.99,34.14,7.55,79.61,-0.3106,0.3591,32.21,25.0,8.595,0.8734,7.837,42.3566856,-70.7058029,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N18,27-JUL-2021 10:00:57,A,A,WN216087,1.59,0.69,1.69,42.74,8.652,114.6,1.773,1.602,30.67,21.42,20.17,1.376,8.176,42.3663177,-70.7780609,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N18,27-JUL-2021 10:00:57,B,B,WN216086,6.19,5.2,6.2,42.12,8.497,110.8,3.216,3.968,30.84,21.78,19.26,1.195,8.142,42.3662452,-70.778038,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N18,27-JUL-2021 10:00:57,C,C,WN216085,10.35,9.29,10.29,40.4,7.918,98.92,4.418,5.571,31.14,22.56,16.96,1.062,8.03,42.3661918,-70.7779922,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N18,27-JUL-2021 10:00:57,D,D,WN216084,16.07,15.14,16.14,38.39,7.299,86.33,1.385,2.33,31.64,23.58,14.08,0.7968,7.931,42.3661308,-70.7779693,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N18,27-JUL-2021 10:00:57,E,E,WN216083,22.95,21.91,22.91,37.09,7.641,87.23,-0.031,0.6968,31.9,24.13,12.31,0.521,7.934,42.366043,-70.7779388,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N21,27-JUL-2021 10:26:04,A,A,WN216095,1.54,0.51,1.51,43.43,8.864,119.2,1.872,1.627,30.62,21.16,21.01,1.184,8.238,42.3887863,-70.7863922,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N21,27-JUL-2021 10:26:04,B,B,WN216094,6.5,5.51,6.51,42.55,8.6,113.3,3.781,4.519,30.76,21.58,19.84,1.239,8.175,42.3886756,-70.7863311,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N21,27-JUL-2021 10:26:04,C,C,WN216093,11.22,10.14,11.14,40.74,8.365,104.9,4.432,5.585,31.33,22.68,17.09,1.021,8.084,42.3885917,-70.7862472,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N21,27-JUL-2021 10:26:04,D,D,WN216092,21.09,20.14,21.14,35.36,7.412,81.76,-0.0382,0.6882,31.49,24.07,10.83,0.6895,7.782,42.3883705,-70.7860946,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N21,27-JUL-2021 10:26:04,E,E,WN216091,32.74,31.97,32.97,35.12,7.442,80.61,-0.2292,0.4581,32.12,24.74,9.82,0.6316,7.851,42.3881797,-70.7859725,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F22,27-JUL-2021 11:11:30,A,A,WN2160A5,1.78,0.81,1.81,42.0,9.288,121.8,2.58,2.495,30.4,21.32,19.73,2.407,8.185,42.4798545,-70.6167831,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F22,27-JUL-2021 11:11:30,C,B,WN2160A4,6.63,5.57,6.57,40.12,8.176,100.8,2.752,3.822,31.53,23.04,16.15,1.267,8.082,42.4798545,-70.6167907,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F22,27-JUL-2021 11:11:30,B,C,WN2160A3,26.34,25.26,26.26,37.06,8.287,94.4,0.1992,0.9703,31.97,24.21,12.19,0.409,7.959,42.4798736,-70.616806,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F22,27-JUL-2021 11:11:30,D,D,WN2160A2,50.62,49.71,50.71,34.67,8.346,89.06,-0.0504,0.6736,32.3,24.99,9.104,0.4094,7.876,42.4799156,-70.6168136,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F22,27-JUL-2021 11:11:30,E,E,WN2160A1,76.02,74.77,75.77,33.21,7.628,78.18,-0.3184,0.3496,32.4,25.33,7.307,1.367,7.796,42.4799613,-70.616806,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N04,27-JUL-2021 11:54:44,A,A,WN2160B3,1.77,0.75,1.75,43.51,9.014,121.9,2.697,2.458,30.44,20.94,21.34,1.683,8.208,42.4449462,-70.7360382,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N04,27-JUL-2021 11:54:44,C,B,WN2160B2,7.69,6.54,7.54,40.91,7.96,101.7,9.147,10.26,30.56,21.8,18.29,1.949,8.035,42.4448814,-70.7360687,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N04,27-JUL-2021 11:54:44,B,C,WN2160B1,26.07,24.95,25.95,36.73,8.249,93.24,-0.1486,0.5557,31.98,24.28,11.81,0.4438,7.931,42.4447441,-70.7360916,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N04,27-JUL-2021 11:54:44,D,D,WN2160B0,40.85,39.83,40.83,34.01,7.571,79.55,-0.3259,0.3405,32.22,25.03,8.44,0.803,7.805,42.4446372,-70.7361221,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N04,27-JUL-2021 11:54:44,E,E,WN2160AF,47.76,46.6,47.6,33.95,7.544,79.11,-0.3113,0.3583,32.24,25.06,8.345,1.005,7.803,42.4443168,-70.7363281,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N01,27-JUL-2021 12:35:16,A,A,WN2160C1,1.71,0.75,1.75,40.97,8.185,105.3,5.438,5.27,30.25,21.45,18.77,2.246,8.034,42.4201622,-70.8651123,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N01,27-JUL-2021 12:35:16,C,B,WN2160C0,6.71,5.69,6.69,38.59,7.09,84.82,2.83,3.906,31.29,23.17,14.74,1.227,7.91,42.4200973,-70.8650741,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N01,27-JUL-2021 12:35:16,B,C,WN2160BF,14.0,12.94,13.94,36.23,7.2,81.11,0.1043,0.8581,31.51,23.92,11.8,0.6165,7.824,42.4200363,-70.8650054,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N01,27-JUL-2021 12:35:16,D,D,WN2160BE,22.2,21.3,22.3,35.69,7.215,79.51,-0.1226,0.5869,31.98,24.48,10.65,0.567,7.838,42.4199256,-70.8649063,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,N01,27-JUL-2021 12:35:16,E,E,WN2160BD,30.09,29.1,30.1,34.97,7.375,79.63,-0.1585,0.5436,32.09,24.74,9.682,0.6747,7.836,42.4198608,-70.8648529,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F23,27-JUL-2021 13:13:59,A,A,WN2160CF,1.96,1.06,2.06,40.58,7.284,92.47,4.55,4.602,30.52,21.85,17.98,1.793,7.981,42.3386459,-70.9431076,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F23,27-JUL-2021 13:13:59,C,B,WN2160CE,6.65,5.63,6.63,39.44,6.874,84.5,3.059,4.15,30.88,22.53,16.21,1.443,7.919,42.338726,-70.942955,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F23,27-JUL-2021 13:13:59,B,C,WN2160CD,13.74,12.76,13.76,38.67,6.643,79.8,1.948,2.952,31.17,23.03,14.98,1.309,7.878,42.3388099,-70.9427871,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F23,27-JUL-2021 13:13:59,D,D,WN2160CC,20.44,19.47,20.47,37.83,6.419,75.13,1.033,1.933,31.51,23.57,13.61,1.495,7.848,42.338871,-70.9427413,,MWRA_MassBay_upcast_2017-202205
BWQM,WN216,F23,27-JUL-2021 13:13:59,E,E,WN2160CB,25.93,24.89,25.89,37.59,6.398,74.37,0.807,1.676,31.57,23.69,13.26,1.562,7.854,42.3389282,-70.9426116,,MWRA_MassBay_upcast_2017-202205
BWQM,WN217,F23,25-AUG-2021 08:50:44,A,A,WN21703C,1.52,0.46,1.46,41.72,6.942,92.07,3.065,5.182,29.58,20.48,20.58,1.885,8.099,42.3384361,-70.9422225,,MWRA_MassBay_upcast_2017-202205
BWQM,WN217,F23,25-AUG-2021 08:50:44,B,B,WN21703B,8.82,7.78,8.78,42.05,6.798,89.55,0.926,2.354,30.24,21.13,20.01,1.733,8.115,42.33852,-70.9420471,,MWRA_MassBay_upcast_2017-202205
BWQM,WN217,F23,25-AUG-2021 08:50:44,C,C,WN21703A,14.89,13.87,14.87,42.14,6.871,90.54,1.005,2.461,30.31,21.19,20.0,1.697,8.141,42.3386306,-70.9418869,,MWRA_MassBay_upcast_2017-202205
BWQM,WN217,F23,25-AUG-2021 08:50:44,D,D,WN217039,18.81,17.84,18.84,42.0,6.821,89.21,0.6871,2.029,30.54,21.49,19.52,1.687,8.155,42.3387031,-70.9417648,,MWRA_MassBay_upcast_2017-202205
BWQM,WN217,F23,25-AUG-2021 08:50:44,E,E,WN217038,24.9,23.87,24.87,41.83,6.706,87.26,0.5134,1.791,30.62,21.62,19.23,2.323,8.151,42.3387527,-70.9416656,,MWRA_MassBay_upcast_2017-202205
BWQM,WN217,N01,25-AUG-2021 09:22:21,A,A,WN21704A,1.58,0.52,1.52,43.73,8.258,111.2,1.133,2.432,30.89,21.38,20.96,1.146,8.238,42.4198646,-70.8643035,,MWRA_MassBay_upcast_2017-202205
BWQM,WN217,N01,25-AUG-2021 09:22:21,B,B,WN217049,8.4,7.41,8.41,42.69,7.952,104.0,1.168,2.682,31.29,22.12,19.28,0.6556,8.219,42.4198188,-70.864273,,MWRA_MassBay_upcast_2017-202205
