20190319_SBNMS
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
03/19/19,13:30:50,3.10,8.21,89.2,0.23,1.17,13.44,99.7,-55.6,8.83,0.03,57.1,-0.2
03/19/19,13:30:55,2.92,7.97,67.4,0.21,-7.20,13.57,100.2,-42.3,8.89,0.02,43.1,-0.3
03/19/19,13:31:00,3.24,7.75,54.1,0.21,-0.09,13.50,100.5,-30.4,8.81,0.02,34.6,-0.3
03/19/19,13:31:05,3.65,7.65,44.3,0.20,-0.00,13.37,100.7,-24.7,8.78,0.01,28.3,-0.2
03/19/19,13:31:10,4.21,7.58,40.7,0.20,-0.00,13.22,101.0,-21.2,8.88,0.01,26.0,-0.2
03/19/19,13:31:15,4.53,7.56,38.4,0.20,-0.04,13.16,101.4,-19.8,8.94,0.01,24.6,-0.3
03/19/19,13:31:20,4.39,7.52,37.1,0.19,-0.01,13.24,101.6,-17.4,8.93,0.01,23.7,-0.3
03/19/19,13:31:25,4.37,7.50,39.0,0.19,-0.00,13.31,102.1,-16.7,8.94,0.01,24.9,-0.2
03/19/19,13:31:30,4.61,7.48,44.9,0.19,0.00,13.29,102.6,-15.5,8.91,0.02,28.7,-0.3
03/19/19,13:31:35,4.98,7.46,43.4,0.19,-0.01,13.20,102.9,-14.2,8.94,0.01,27.8,-0.2
03/19/19,13:31:40,5.26,7.44,41.0,0.20,-0.00,13.16,103.3,-13.5,8.94,0.01,26.2,-0.3
03/19/19,13:31:45,5.61,7.43,38.8,0.20,-0.01,13.08,103.6,-12.6,8.99,0.01,24.8,-0.3
03/19/19,13:31:50,5.19,7.40,39.7,0.20,-0.01,13.24,103.7,-11.2,8.96,0.01,25.4,-0.2
03/19/19,13:31:55,5.51,7.39,39.1,0.20,-1.91,13.16,103.9,-10.8,8.91,0.01,25.0,-0.3
03/19/19,13:32:00,5.70,7.39,37.9,0.19,-2.97,13.11,104.1,-10.5,8.98,0.01,24.2,-0.2
03/19/19,13:32:05,5.61,7.38,37.3,0.20,-3.28,13.15,104.2,-9.7,8.84,0.01,23.9,-0.2
03/19/19,13:32:10,3.46,8.18,45770,0.59,4.59,11.44,104.1,-54.2,8.86,28.87,29290,-0.3
03/19/19,13:32:15,3.26,8.18,51120,0.54,0.30,10.68,99.3,-53.8,8.73,32.58,32710,-0.3
03/19/19,13:32:20,3.24,8.18,51110,0.68,0.40,10.73,99.6,-53.9,8.93,32.57,32710,-0.3
03/19/19,13:32:25,3.12,8.18,51120,6.30,0.72,10.80,100.0,-53.9,8.86,32.56,32720,-0.2
03/19/19,13:32:30,3.10,8.18,51160,10.68,1.13,10.86,100.5,-53.9,8.81,32.59,32740,-0.3
03/19/19,13:32:35,3.10,8.18,51180,16.77,1.52,10.92,101.0,-53.8,8.69,32.60,32760,-0.3
03/19/19,13:32:40,3.10,8.18,51200,22.95,1.75,10.96,101.5,-53.9,8.71,32.61,32770,-0.3
03/19/19,13:32:45,3.10,8.18,51220,26.03,1.90,10.98,101.6,-53.8,8.73,32.63,32780,-0.2
03/19/19,13:32:50,3.10,8.18,51240,26.05,1.83,11.00,101.9,-53.8,8.64,32.64,32790,-0.2
03/19/19,13:32:55,3.10,8.18,51200,22.57,1.85,11.04,102.2,-53.8,8.33,32.61,32770,-0.3
03/19/19,13:33:00,3.10,8.18,51230,17.22,1.84,11.07,102.5,-53.8,8.53,32.63,32790,-0.2
03/19/19,13:33:05,3.11,8.18,51210,11.94,1.31,11.08,102.5,-53.8,8.73,32.62,32770,-0.3
03/19/19,13:33:10,3.12,8.18,51210,6.73,0.77,11.08,102.6,-53.8,8.54,32.62,32770,-0.2
03/19/19,13:33:15,3.19,8.18,51180,2.33,0.67,11.04,102.4,-53.7,8.74,32.61,32750,-0.2
03/19/19,13:33:20,3.16,8.17,619.1,0.24,-2.24,13.75,102.3,-53.6,8.68,0.29,396.2,-0.3
03/19/19,13:33:25,2.98,8.18,139.4,0.23,0.06,13.82,102.2,-54.1,8.51,0.06,89.2,-0.2
03/19/19,13:33:30,2.65,8.03,88.3,0.23,-1.98,13.93,102.1,-45.5,8.84,0.03,56.5,-0.3
03/19/19,13:33:35,2.88,7.79,55.2,0.22,-0.40,13.83,102.0,-32.4,8.93,0.02,35.3,-0.3
03/19/19,13:33:40,3.47,7.66,42.2,0.22,-0.00,13.60,101.9,-25.0,8.71,0.01,27.0,-0.2
03/19/19,13:33:45,3.91,7.62,38.6,0.22,-1.89,13.45,102.0,-23.3,8.79,0.01,24.7,-0.3
03/19/19,13:33:50,4.07,7.60,34.9,0.20,-1.42,13.40,102.0,-21.8,8.79,0.01,22.3,-0.2
03/19/19,13:33:55,4.34,7.58,33.1,0.21,-0.86,13.34,102.2,-20.9,8.63,0.01,21.2,-0.3
03/19/19,13:34:00,4.57,7.56,30.6,0.21,0.02,13.30,102.5,-19.7,8.91,0.01,19.5,-0.3
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
03/19/19,13:48:20,10.92,16.16,5.9,0.18,0.04,11.18,100.8,-508.4,8.99,0.00,3.7,-0.2
03/19/19,13:48:25,11.19,16.68,4.4,0.18,0.06,11.14,101.0,-538.6,8.89,0.00,2.8,-0.2
03/19/19,13:48:30,11.38,17.12,2.9,0.17,0.02,11.11,101.2,-564.1,8.84,0.00,1.8,-0.2
03/19/19,13:48:35,11.57,17.34,1.9,0.18,0.04,11.07,101.3,-577.1,8.99,0.00,1.2,-0.2
03/19/19,13:48:40,11.74,17.53,1.3,0.17,-0.36,11.03,101.3,-588.2,8.91,0.00,0.8,-0.2
03/19/19,13:48:45,11.90,17.75,0.9,0.17,-0.43,10.99,101.3,-601.0,8.93,0.00,0.6,-0.2
03/19/19,13:48:50,12.00,17.90,0.7,0.17,0.03,10.97,101.3,-609.7,8.96,0.00,0.4,-0.2
03/19/19,13:48:55,12.00,18.03,0.6,0.17,0.02,10.97,101.3,-617.3,8.89,0.00,0.4,-0.2
03/19/19,13:49:00,12.03,18.20,0.5,0.17,0.06,10.96,101.4,-626.9,8.94,0.00,0.3,-0.2
03/19/19,13:49:05,12.09,18.26,0.4,0.17,0.02,10.94,101.3,-630.5,8.98,0.00,0.2,-0.2
03/19/19,13:49:10,12.15,18.40,0.3,0.18,-6.24,10.93,101.3,-638.5,8.94,0.00,0.2,-0.2
03/19/19,13:49:15,12.18,18.61,0.3,0.18,-1.82,10.91,101.2,-650.6,8.93,0.00,0.2,-0.2
03/19/19,13:49:20,12.22,18.81,0.3,0.18,0.45,10.90,101.2,-662.0,8.98,0.00,0.2,-0.2
03/19/19,13:49:25,12.28,18.98,0.3,0.18,0.04,10.88,101.1,-672.0,8.96,0.00,0.2,-0.2
03/19/19,13:49:30,12.34,19.00,0.3,0.18,0.04,10.86,101.2,-673.0,8.98,0.00,0.2,-0.2
03/19/19,13:49:35,11.93,19.02,0.3,0.18,0.03,10.96,101.1,-673.3,8.69,0.00,0.2,-0.2
03/19/19,13:49:40,9.71,19.03,0.3,0.18,-0.97,11.53,101.0,-668.7,8.54,0.00,0.2,-0.2
03/19/19,13:49:45,4.88,18.88,15330,0.40,0.78,11.99,98.8,-648.9,8.79,8.84,9812,-0.2
03/19/19,13:49:50,3.32,8.54,50820,0.30,0.57,9.40,87.4,-73.8,8.66,32.38,32530,-0.2
03/19/19,13:49:55,3.30,8.43,51030,0.40,0.60,9.46,87.9,-67.5,8.51,32.53,32660,-0.2
03/19/19,13:50:00,3.25,8.36,51020,4.07,0.67,9.71,90.2,-64.1,8.71,32.51,32650,-0.2
03/19/19,13:50:05,3.16,8.32,51010,10.42,1.00,9.88,91.6,-61.9,8.78,32.49,32640,-0.2
03/19/19,13:50:10,3.16,8.30,51060,15.84,1.37,9.95,92.1,-60.5,8.66,32.52,32680,-0.2
03/19/19,13:50:15,3.15,8.28,51080,22.74,1.56,10.06,93.2,-59.4,8.63,32.53,32690,-0.2
03/19/19,13:50:20,3.15,8.26,51070,26.33,2.10,10.15,94.0,-58.6,8.81,32.53,32690,-0.2
03/19/19,13:50:25,3.15,8.25,51120,26.00,1.69,10.19,94.4,-58.0,8.66,32.57,32720,-0.2
03/19/19,13:50:30,3.15,8.24,51120,25.77,1.76,10.32,95.6,-57.5,8.66,32.56,32710,-0.2
03/19/19,13:50:35,3.15,8.24,51070,21.29,1.65,10.46,96.9,-57.1,8.71,32.52,32680,-0.2
03/19/19,13:50:40,3.16,8.23,51040,16.50,1.55,10.52,97.4,-56.8,8.69,32.51,32660,-0.2
03/19/19,13:50:45,3.17,8.23,51080,12.05,1.28,10.60,98.2,-56.5,8.79,32.54,32690,-0.2
03/19/19,13:50:50,3.19,8.22,51070,7.57,0.97,10.67,98.9,-56.3,8.56,32.54,32680,-0.2
03/19/19,13:50:55,3.24,8.22,51100,3.13,0.78,10.68,99.1,-56.1,8.86,32.56,32700,-0.2
03/19/19,13:51:00,3.18,8.22,664.2,0.22,0.61,13.36,99.5,-56.2,8.51,0.31,425.1,-0.2
03/19/19,13:51:05,2.47,8.21,123.9,0.21,0.50,13.69,99.9,-55.4,8.59,0.05,79.2,-0.2
03/19/19,13:51:10,1.98,8.14,60.2,0.20,0.63,13.89,99.9,-51.4,8.64,0.02,38.5,-0.2
03/19/19,13:51:15,2.92,7.83,44.3,0.20,-0.03,13.58,100.2,-34.5,8.81,0.01,28.4,-0.2
03/19/19,13:51:20,3.61,7.69,36.4,0.19,-0.03,13.38,100.6,-26.7,8.88,0.01,23.2,-0.2
03/19/19,13:51:25,3.87,7.64,34.2,0.18,-0.02,13.32,100.8,-24.1,8.89,0.01,21.9,-0.2
03/19/19,13:51:30,4.19,7.65,35.2,0.17,-0.29,13.28,101.4,-24.7,8.89,0.01,22.5,-0.2
03/19/19,13:51:35,4.50,7.68,31.3,0.18,-0.01,13.23,101.8,-26.7,8.94,0.01,20.0,-0.2
03/19/19,13:51:40,4.79,7.65,29.7,0.20,-0.00,13.16,102.1,-25.1,8.89,0.01,19.0,-0.2
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
03/19/19,14:48:00,12.93,10.01,0.4,0.16,-0.07,10.16,95.9,-160.8,8.66,0.00,0.2,-0.2
03/19/19,14:48:05,12.92,9.64,0.4,0.16,-0.08,10.16,95.8,-139.7,9.28,0.00,0.2,-0.2
03/19/19,14:48:10,12.86,9.58,0.4,0.16,-0.07,10.17,95.8,-136.3,9.29,0.00,0.2,-0.2
03/19/19,14:48:15,12.87,10.18,0.4,0.16,-0.07,10.17,95.8,-170.3,9.29,0.00,0.2,-0.2
03/19/19,14:48:20,12.86,10.16,0.4,0.16,-0.07,10.16,95.7,-169.6,9.31,0.00,0.2,-0.2
03/19/19,14:48:25,12.87,10.16,0.4,0.16,-0.07,10.16,95.7,-169.6,9.31,0.00,0.2,-0.2
03/19/19,14:48:30,12.87,10.16,0.4,0.16,-0.08,10.15,95.6,-169.2,9.31,0.00,0.2,-0.2
03/19/19,14:48:35,12.89,9.67,0.4,0.16,-0.07,10.14,95.6,-141.7,9.29,0.00,0.2,-0.2
03/19/19,14:48:40,12.92,9.50,0.4,0.16,-0.07,10.13,95.5,-131.5,9.31,0.00,0.3,-0.2
03/19/19,14:48:45,12.90,9.46,0.5,0.16,-0.07,10.13,95.5,-129.2,9.33,0.00,0.3,-0.2
03/19/19,14:48:50,12.93,9.31,0.4,0.15,-0.07,10.12,95.4,-120.6,9.31,0.00,0.2,-0.2
03/19/19,14:48:55,12.96,9.51,0.4,0.16,-0.07,10.11,95.4,-132.2,9.31,0.00,0.2,-0.2
03/19/19,14:49:00,12.97,9.40,0.4,0.16,-0.08,10.10,95.3,-126.1,9.33,0.00,0.2,-0.2
03/19/19,14:49:05,12.98,9.36,0.4,0.16,-0.08,10.09,95.3,-123.4,9.33,0.00,0.2,-0.2
03/19/19,14:49:10,12.99,9.14,0.4,0.16,-0.07,10.09,95.3,-111.4,9.31,0.00,0.2,-0.2
03/19/19,14:49:15,12.97,9.26,0.4,0.16,-0.07,10.09,95.2,-118.0,9.31,0.00,0.2,-0.2
03/19/19,14:49:20,12.96,9.59,0.4,0.16,-0.07,10.09,95.2,-136.9,9.31,0.00,0.2,-0.2
03/19/19,14:49:25,12.99,9.54,0.4,0.16,-0.08,10.08,95.2,-134.1,9.29,0.00,0.2,-0.2
03/19/19,14:49:30,13.01,9.48,0.4,0.17,-0.08,10.08,95.2,-130.7,9.31,0.00,0.3,-0.2
03/19/19,14:49:35,13.02,9.44,0.4,0.17,-0.07,10.07,95.3,-128.3,9.29,0.00,0.3,-0.2
03/19/19,14:49:40,13.04,9.36,0.4,0.16,-0.08,10.07,95.2,-123.7,9.28,0.00,0.3,-0.2
03/19/19,14:49:45,13.06,9.30,0.4,0.16,-0.09,10.07,95.2,-120.6,9.11,0.00,0.3,-0.2
03/19/19,14:49:50,13.07,9.25,0.4,0.16,-0.10,10.06,95.2,-117.6,9.18,0.00,0.3,-0.2
03/19/19,14:49:55,13.08,9.19,0.4,0.16,-0.09,10.06,95.2,-114.2,9.31,0.00,0.3,-0.2
03/19/19,14:50:00,13.08,9.19,0.4,0.16,-0.08,10.06,95.2,-114.3,9.31,0.00,0.3,-0.2
03/19/19,14:50:05,13.04,9.26,18.2,0.17,-0.10,10.07,95.2,-117.9,9.33,0.01,11.6,-0.2
03/19/19,14:50:10,13.06,9.30,14.8,0.17,-0.09,10.06,95.2,-120.2,9.33,0.01,9.4,-0.2
03/19/19,14:50:15,13.08,9.29,7.0,0.17,-0.09,10.06,95.2,-119.5,9.31,0.00,4.5,-0.2
03/19/19,14:50:20,13.09,9.27,8.1,0.17,-0.10,10.06,95.2,-118.4,9.33,0.00,5.2,-0.2
03/19/19,14:50:25,13.10,9.21,0.6,0.16,-0.11,10.05,95.2,-115.1,9.31,0.00,0.4,-0.2
03/19/19,14:50:30,13.10,9.20,3.9,0.16,-0.09,10.05,95.2,-114.4,9.31,0.00,2.5,-0.2
03/19/19,14:50:35,13.11,9.18,0.4,0.16,-0.09,10.05,95.2,-113.4,9.31,0.00,0.2,-0.2
03/19/19,14:50:40,13.11,9.16,1.5,0.16,-0.09,10.05,95.2,-112.3,9.33,0.00,0.9,-0.2
03/19/19,14:50:45,13.12,9.14,0.7,0.16,-0.09,10.05,95.2,-111.4,9.33,0.00,0.4,-0.2
03/19/19,14:50:50,13.12,9.12,1.7,0.16,-0.09,10.05,95.2,-110.3,9.33,0.00,1.0,-0.1
03/19/19,14:50:55,13.13,9.11,0.3,0.16,-0.09,10.05,95.2,-109.3,9.33,0.00,0.2,-0.2
03/19/19,14:51:00,13.13,9.09,0.2,0.17,-0.10,10.05,95.2,-108.4,9.34,0.00,0.1,-0.2
03/19/19,14:51:05,13.13,9.07,0.2,0.16,-0.09,10.05,95.2,-107.3,9.33,0.00,0.1,-0.2
03/19/19,14:51:10,13.13,9.05,0.3,0.16,-0.08,10.05,95.2,-106.6,9.33,0.00,0.2,-0.2
03/19/19,14:51:15,13.13,9.04,0.2,0.16,-0.08,10.05,95.2,-105.7,9.33,0.00,0.1,-0.2
03/19/19,14:51:20,13.14,9.02,0.2,0.16,-0.08,10.05,95.2,-104.6,9.31,0.00,0.1,-0.2
03/19/19,14:51:25,13.14,9.00,0.2,0.15,-0.09,10.05,95.3,-103.7,9.33,0.00,0.1,-0.2
03/19/19,14:51:30,13.14,8.99,0.2,0.17,-0.08,10.05,95.3,-102.6,9.31,0.00,0.1,-0.2
03/19/19,14:51:35,13.14,8.98,0.2,0.17,-0.09,10.05,95.3,-102.1,9.33,0.00,0.1,-0.2
03/19/19,14:51:40,13.14,8.97,0.2,0.17,-0.10,10.05,95.3,-101.4,9.33,0.00,0.1,-0.2
03/19/19,14:51:45,13.14,8.96,0.2,0.17,-0.10,10.05,95.3,-100.9,9.31,0.00,0.1,-0.2
03/19/19,14:51:50,13.14,8.95,0.2,0.17,-0.07,10.06,95.3,-100.4,9.33,0.00,0.1,-0.2
03/19/19,14:51:55,13.14,8.94,0.2,0.17,-0.10,10.05,95.3,-100.0,9.31,0.00,0.1,-0.2
03/19/19,14:52:00,13.13,8.93,0.2,0.17,-0.10,10.06,95.3,-99.2,9.33,0.00,0.1,-0.2
03/19/19,14:52:05,13.13,8.92,0.2,0.17,-0.08,10.06,95.3,-98.6,9.31,0.00,0.1,-0.2
03/19/19,14:52:10,13.13,8.91,0.2,0.17,-0.10,10.06,95.3,-98.2,9.31,0.00,0.1,-0.2
03/19/19,14:52:15,13.13,8.91,0.2,0.17,-0.10,10.06,95.3,-97.8,9.31,0.00,0.1,-0.2
03/19/19,14:52:20,13.13,8.90,0.2,0.17,-0.10,10.06,95.3,-97.3,9.33,0.00,0.1,-0.2
03/19/19,14:52:25,13.13,8.89,0.2,0.18,-0.10,10.06,95.3,-97.0,9.31,0.00,0.1,-0.2
03/19/19,14:52:30,13.13,8.89,0.2,0.18,-0.10,10.06,95.3,-96.7,9.34,0.00,0.1,-0.2
03/19/19,14:52:35,13.13,8.88,0.2,0.17,-0.10,10.06,95.3,-96.4,9.33,0.00,0.1,-0.2
03/19/19,14:52:40,13.12,8.88,0.2,0.18,-0.10,10.06,95.3,-96.2,9.33,0.00,0.1,-0.2
03/19/19,14:52:45,13.12,8.87,0.2,0.17,-0.10,10.06,95.3,-96.0,9.33,0.00,0.1,-0.2
03/19/19,14:52:50,13.12,8.87,0.2,0.17,-0.10,10.06,95.3,-95.7,9.33,0.00,0.1,-0.2
03/19/19,14:52:55,13.12,8.86,0.2,0.18,-0.09,10.06,95.3,-95.4,9.33,0.00,0.1,-0.2
03/19/19,14:53:00,13.12,8.86,0.2,0.17,-0.10,10.06,95.3,-95.1,9.33,0.00,0.1,-0.2
03/19/19,14:53:05,13.12,8.86,0.2,0.17,-0.10,10.06,95.3,-95.0,9.33,0.00,0.1,-0.2
03/19/19,14:53:10,13.11,8.86,0.2,0.18,-0.10,10.06,95.3,-94.9,9.33,0.00,0.1,-0.2
03/19/19,14:53:15,13.11,8.85,0.2,0.17,-0.09,10.06,95.3,-94.5,9.33,0.00,0.1,-0.2
03/19/19,14:53:20,13.11,8.84,0.2,0.18,-0.12,10.07,95.4,-94.1,9.33,0.00,0.1,-0.2
03/19/19,14:53:25,13.11,8.84,0.2,0.17,-0.10,10.07,95.4,-94.1,9.33,0.00,0.1,-0.2
03/19/19,14:53:30,13.11,8.84,0.2,0.19,-0.08,10.07,95.4,-93.8,9.33,0.00,0.1,-0.2
03/19/19,14:53:35,13.10,8.84,0.2,0.18,-0.09,10.07,95.4,-93.8,9.33,0.00,0.1,-0.2
03/19/19,14:53:40,13.10,8.83,0.2,0.17,-0.10,10.07,95.4,-93.5,9.33,0.00,0.1,-0.2
03/19/19,14:53:45,13.10,8.82,0.2,0.17,-0.11,10.07,95.4,-93.1,9.33,0.00,0.1,-0.2
03/19/19,14:53:50,13.10,8.82,0.2,0.18,-0.09,10.07,95.4,-92.8,9.33,0.00,0.1,-0.2
03/19/19,14:53:55,13.09,8.82,0.2,0.18,-0.09,10.07,95.4,-92.7,9.31,0.00,0.1,-0.2
03/19/19,14:54:00,13.09,8.81,0.2,0.17,-0.10,10.08,95.4,-92.3,9.31,0.00,0.1,-0.2
03/19/19,14:54:05,13.09,8.80,0.2,0.17,-0.09,10.08,95.4,-92.0,9.31,0.00,0.1,-0.2
03/19/19,14:54:10,13.09,8.80,0.2,0.17,-0.10,10.08,95.4,-91.9,9.33,0.00,0.1,-0.2
03/19/19,14:54:15,13.09,8.79,0.2,0.18,-0.09,10.08,95.4,-91.4,9.33,0.00,0.1,-0.2
03/19/19,14:54:20,13.08,8.79,0.2,0.18,-0.09,10.08,95.5,-91.3,9.33,0.00,0.1,-0.2
03/19/19,14:54:25,13.08,8.79,0.3,0.17,-0.10,10.09,95.5,-91.3,9.33,0.00,0.1,-0.2
03/19/19,14:54:30,13.08,8.79,0.2,0.17,-0.09,10.09,95.5,-91.1,9.33,0.00,0.1,-0.2
03/19/19,14:54:35,13.08,8.78,0.3,0.17,-0.10,10.09,95.5,-90.7,9.33,0.00,0.1,-0.2
03/19/19,14:54:40,13.07,8.78,0.3,0.18,-0.10,10.09,95.5,-90.6,9.33,0.00,0.1,-0.2
03/19/19,14:54:45,13.07,8.77,0.3,0.18,-0.10,10.09,95.5,-90.3,9.31,0.00,0.1,-0.2
03/19/19,14:54:50,13.07,8.77,0.3,0.18,-0.10,10.09,95.5,-89.9,9.33,0.00,0.1,-0.2
03/19/19,14:54:55,13.06,8.77,0.3,0.18,-0.08,10.09,95.5,-89.8,9.31,0.00,0.1,-0.2
03/19/19,14:55:00,13.06,8.76,0.3,0.18,-0.09,10.09,95.4,-89.6,9.31,0.00,0.1,-0.2
03/19/19,14:55:05,13.06,8.76,0.3,0.18,-0.10,10.09,95.5,-89.2,9.33,0.00,0.1,-0.2
03/19/19,14:55:10,13.06,8.75,0.3,0.17,-0.09,10.09,95.5,-89.0,9.33,0.00,0.1,-0.1
03/19/19,14:55:15,13.05,8.74,0.3,0.18,-0.10,10.09,95.5,-88.6,9.33,0.00,0.1,-0.2
03/19/19,14:55:20,13.05,8.74,0.3,0.17,-0.10,10.09,95.5,-88.4,9.33,0.00,0.1,-0.2
03/19/19,14:55:25,13.05,8.74,0.3,0.18,-0.08,10.09,95.4,-88.1,9.33,0.00,0.2,-0.2
03/19/19,14:55:30,13.05,8.73,0.3,0.17,-0.10,10.09,95.4,-87.8,9.33,0.00,0.2,-0.2
03/19/19,14:55:35,13.04,8.72,0.3,0.18,-0.11,10.09,95.4,-87.1,9.33,0.00,0.2,-0.2
03/19/19,14:55:40,13.04,8.72,0.3,0.18,-0.10,10.09,95.4,-87.1,9.33,0.00,0.2,-0.2
03/19/19,14:55:45,13.04,8.71,0.3,0.18,-0.09,10.09,95.4,-86.5,9.33,0.00,0.1,-0.2
03/19/19,14:55:50,13.04,8.71,0.3,0.17,-0.10,10.09,95.4,-86.4,9.33,0.00,0.2,-0.2
03/19/19,14:55:55,13.03,8.71,0.3,0.18,-0.10,10.09,95.4,-86.3,9.33,0.00,0.2,-0.2
03/19/19,14:56:00,13.03,8.69,0.3,0.18,-0.10,10.09,95.4,-85.6,9.33,0.00,0.2,-0.2
03/19/19,14:56:05,13.03,8.69,0.3,0.18,-0.10,10.09,95.4,-85.4,9.33,0.00,0.2,-0.2
03/19/19,14:56:10,13.02,8.69,0.3,0.18,-0.10,10.09,95.4,-85.4,9.33,0.00,0.2,-0.2
03/19/19,14:56:15,13.02,8.68,0.3,0.17,-0.08,10.09,95.4,-84.7,9.33,0.00,0.2,-0.2
03/19/19,14:56:20,13.02,8.68,0.3,0.18,-0.08,10.09,95.4,-84.8,9.33,0.00,0.2,-0.2
03/19/19,14:56:25,13.02,8.67,0.3,0.18,-0.05,10.09,95.4,-84.3,9.33,0.00,0.2,-0.2
03/19/19,14:56:30,13.01,8.67,0.3,0.18,-0.05,10.09,95.4,-84.1,9.33,0.00,0.2,-0.2
03/19/19,14:56:35,13.01,8.66,0.3,0.18,-0.04,10.09,95.4,-83.7,9.33,0.00,0.2,-0.2
03/19/19,14:56:40,13.01,8.66,0.3,0.17,-0.08,10.09,95.4,-83.7,9.33,0.00,0.2,-0.2
03/19/19,14:56:45,13.00,8.66,0.3,0.17,-0.06,10.09,95.4,-83.5,9.33,0.00,0.2,-0.2
03/19/19,14:56:50,13.00,8.65,0.3,0.17,-0.07,10.09,95.4,-83.2,9.33,0.00,0.2,-0.2
03/19/19,14:56:55,13.00,8.64,0.3,0.18,-0.07,10.10,95.4,-82.7,9.33,0.00,0.2,-0.2
03/19/19,14:57:00,13.00,8.64,0.3,0.18,-0.08,10.10,95.4,-82.6,9.33,0.00,0.2,-0.2
03/19/19,14:57:05,12.99,8.64,0.3,0.18,-0.08,10.10,95.4,-82.4,9.31,0.00,0.2,-0.2
03/19/19,14:57:10,12.99,8.63,0.3,0.18,-0.10,10.10,95.4,-82.0,9.33,0.00,0.2,-0.2
03/19/19,14:57:15,12.99,8.63,0.3,0.18,-0.09,10.10,95.4,-81.8,9.33,0.00,0.2,-0.2
03/19/19,14:57:20,12.98,8.62,0.3,0.17,-0.09,10.10,95.4,-81.4,9.33,0.00,0.2,-0.2
03/19/19,14:57:25,12.98,8.62,0.3,0.18,-0.09,10.10,95.4,-81.5,9.33,0.00,0.2,-0.2
03/19/19,14:57:30,12.98,8.62,0.3,0.17,-0.09,10.11,95.4,-81.1,9.33,0.00,0.2,-0.2
03/19/19,14:57:35,12.97,8.61,0.3,0.18,-0.10,10.11,95.4,-80.9,9.33,0.00,0.2,-0.2
03/19/19,14:57:40,12.97,8.61,0.3,0.17,-0.09,10.11,95.5,-80.6,9.33,0.00,0.2,-0.2
03/19/19,14:57:45,12.97,8.60,0.3,0.17,-0.10,10.11,95.5,-80.4,9.31,0.00,0.2,-0.2
03/19/19,14:57:50,12.96,8.60,0.3,0.19,-0.09,10.11,95.5,-80.1,9.33,0.00,0.2,-0.2
03/19/19,14:57:55,12.96,8.59,0.3,0.18,-0.09,10.11,95.5,-80.0,9.33,0.00,0.2,-0.2
03/19/19,14:58:00,12.96,8.59,0.3,0.18,-0.09,10.11,95.5,-79.7,9.33,0.00,0.2,-0.2
03/19/19,14:58:05,12.96,8.58,0.3,0.18,-0.09,10.11,95.5,-79.3,9.31,0.00,0.2,-0.2
03/19/19,14:58:10,12.95,8.58,0.3,0.17,-0.09,10.11,95.5,-79.2,9.33,0.00,0.2,-0.2
03/19/19,14:58:15,12.95,8.58,0.3,0.18,-0.10,10.11,95.5,-79.0,9.33,0.00,0.2,-0.2
03/19/19,14:58:20,12.95,8.58,0.3,0.17,-0.09,10.11,95.4,-78.8,9.31,0.00,0.2,-0.2
03/19/19,14:58:25,12.94,8.57,0.3,0.18,-0.11,10.11,95.4,-78.7,9.33,0.00,0.2,-0.1
03/19/19,14:58:30,12.94,8.57,0.3,0.18,-0.10,10.11,95.4,-78.6,9.33,0.00,0.2,-0.2
03/19/19,14:58:35,12.94,8.57,0.3,0.17,-0.08,10.12,95.4,-78.3,9.31,0.00,0.2,-0.2
03/19/19,14:58:40,12.93,8.57,0.3,0.17,-0.08,10.12,95.4,-78.3,9.33,0.00,0.2,-0.2
03/19/19,14:58:45,12.93,8.56,0.3,0.18,-0.10,10.12,95.4,-77.9,9.33,0.00,0.2,-0.2
03/19/19,14:58:50,12.93,8.56,0.3,0.17,-0.08,10.12,95.4,-78.1,9.33,0.00,0.2,-0.2
03/19/19,14:58:55,12.92,8.55,0.3,0.18,-0.08,10.12,95.4,-77.5,9.31,0.00,0.2,-0.2
03/19/19,14:59:00,12.92,8.55,0.3,0.18,-0.09,10.12,95.4,-77.3,9.33,0.00,0.2,-0.2
03/19/19,14:59:05,12.92,8.54,0.3,0.17,-0.08,10.12,95.4,-77.1,9.33,0.00,0.2,-0.2
03/19/19,14:59:10,12.91,8.56,0.3,0.18,-0.04,10.12,95.4,-77.7,9.33,0.00,0.2,-0.2
03/19/19,14:59:15,12.91,8.55,0.3,0.17,-0.08,10.12,95.4,-77.4,9.33,0.00,0.2,-0.2
03/19/19,14:59:20,12.91,8.55,0.3,0.18,-0.08,10.12,95.4,-77.6,9.33,0.00,0.2,-0.2
