20190319_SBNMS
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
03/19/19,11:09:10,15.51,29.10,0.2,0.18,0.05,10.24,102.2,-1263.5,9.06,0.00,0.1,-0.2
03/19/19,11:09:15,15.53,29.09,0.2,0.18,-0.17,10.23,102.1,-1262.8,9.08,0.00,0.1,-0.2
03/19/19,11:09:20,15.54,29.11,0.2,0.18,-0.06,10.22,102.1,-1264.2,8.94,0.00,0.1,-0.2
03/19/19,11:09:25,15.56,29.11,0.2,0.19,-0.15,10.22,102.1,-1264.1,9.04,0.00,0.1,-0.2
03/19/19,11:09:30,15.56,29.16,0.2,0.18,0.07,10.22,102.1,-1266.8,8.98,0.00,0.1,-0.2
03/19/19,11:09:35,15.57,29.21,0.2,0.18,0.05,10.21,102.1,-1270.1,8.89,0.00,0.1,-0.2
03/19/19,11:09:40,14.24,29.52,0.2,0.19,0.02,10.51,102.0,-1281.8,8.89,0.00,0.1,-0.2
03/19/19,11:09:45,12.05,31.10,0.3,0.19,-2.39,11.03,102.0,-1362.2,8.98,0.00,0.2,-0.2
03/19/19,11:09:50,5.06,24.88,19400,0.49,0.68,11.80,99.4,-982.7,8.83,11.41,12420,-0.2
03/19/19,11:09:55,3.66,8.98,50960,0.53,0.50,9.07,85.1,-98.4,8.84,32.53,32610,-0.2
03/19/19,11:10:00,3.67,8.77,50980,0.70,0.66,9.13,85.6,-86.4,8.66,32.55,32630,-0.2
03/19/19,11:10:05,3.63,8.63,50990,4.77,0.71,9.47,88.7,-78.7,8.69,32.55,32630,-0.2
03/19/19,11:10:10,3.56,8.54,50990,10.20,1.00,9.71,90.9,-73.8,8.89,32.54,32630,-0.2
03/19/19,11:10:15,3.55,8.48,50990,15.70,1.33,9.81,91.8,-70.5,8.58,32.54,32630,-0.2
03/19/19,11:10:20,3.56,8.44,50940,20.58,1.48,9.98,93.4,-68.2,8.68,32.51,32600,-0.2
03/19/19,11:10:25,3.57,8.40,51000,25.14,2.00,10.05,94.1,-66.3,8.49,32.55,32640,-0.2
03/19/19,11:10:30,3.58,8.38,51000,29.38,1.65,10.17,95.2,-64.9,8.56,32.55,32640,-0.2
03/19/19,11:10:35,3.59,8.36,50990,32.59,1.65,10.35,96.9,-63.8,8.74,32.54,32630,-0.2
03/19/19,11:10:40,3.59,8.34,51020,31.68,1.72,10.54,98.7,-62.8,8.54,32.56,32650,-0.2
03/19/19,11:10:45,3.59,8.32,50960,31.24,1.70,10.62,99.4,-61.9,8.86,32.52,32620,-0.2
03/19/19,11:10:50,3.58,8.31,51010,26.67,1.75,10.73,100.5,-61.2,8.59,32.56,32650,-0.2
03/19/19,11:10:55,3.56,8.30,50970,21.44,1.82,10.82,101.3,-60.5,8.81,32.53,32620,-0.2
03/19/19,11:11:00,3.56,8.29,50950,16.93,1.33,10.85,101.5,-60.0,8.64,32.51,32610,-0.2
03/19/19,11:11:05,3.55,8.28,51000,12.39,0.94,10.90,102.0,-59.6,8.81,32.55,32640,-0.2
03/19/19,11:11:10,3.64,8.27,50960,7.66,0.68,10.91,102.3,-59.1,8.86,32.53,32610,-0.2
03/19/19,11:11:15,3.67,8.26,50880,2.77,0.57,10.92,102.4,-58.7,8.84,32.48,32560,-0.2
03/19/19,11:11:20,3.40,8.29,203.7,0.22,-1.56,13.71,102.6,-60.2,8.56,0.09,130.4,-0.2
03/19/19,11:11:25,3.22,8.25,119.1,0.22,-1.73,13.77,102.5,-57.8,8.79,0.05,76.2,-0.2
03/19/19,11:11:30,3.44,8.00,58.9,0.21,-1.86,13.69,102.5,-43.9,8.41,0.02,37.7,-0.2
03/19/19,11:11:35,4.48,7.77,52.7,0.20,-0.07,13.33,102.5,-31.3,8.76,0.02,33.7,-0.2
03/19/19,11:11:40,5.23,7.69,43.3,0.20,-0.01,13.09,102.6,-27.2,8.79,0.01,27.7,-0.2
03/19/19,11:11:45,5.46,7.63,39.7,0.20,-0.28,13.05,102.9,-24.0,8.54,0.01,25.4,-0.2
03/19/19,11:11:50,6.09,7.56,38.6,0.20,-0.35,13.02,104.4,-20.2,8.69,0.01,24.7,-0.2
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
03/19/19,13:29:30,14.78,19.72,0.3,0.19,-1.31,10.39,102.1,-720.6,8.78,0.00,0.2,-0.2
03/19/19,13:29:35,13.09,18.78,0.4,0.19,-3.05,10.68,101.1,-662.3,8.69,0.00,0.2,-0.3
03/19/19,13:29:40,8.61,19.21,0.4,0.19,-3.46,11.82,100.8,-676.0,8.63,0.00,0.2,-0.2
03/19/19,13:29:45,3.26,8.59,51580,0.61,0.49,9.09,84.7,-76.6,8.76,32.90,33010,-0.3
03/19/19,13:29:50,3.25,8.47,51530,0.71,0.74,9.00,83.8,-70.0,8.83,32.87,32980,-0.2
03/19/19,13:29:55,3.24,8.39,51420,3.13,0.82,9.30,86.5,-65.7,8.46,32.79,32910,-0.3
03/19/19,13:30:00,3.13,8.33,51450,8.48,0.68,9.53,88.4,-62.5,8.86,32.79,32920,-0.3
03/19/19,13:30:05,3.13,8.30,51330,13.71,0.98,9.64,89.3,-60.6,8.76,32.70,32850,-0.2
03/19/19,13:30:10,3.10,8.28,51340,17.92,1.57,9.81,90.9,-59.2,8.88,32.71,32850,-0.2
03/19/19,13:30:15,3.11,8.26,51310,16.86,1.63,9.95,92.2,-58.4,8.93,32.69,32830,-0.2
03/19/19,13:30:20,3.11,8.25,51290,16.26,1.59,10.01,92.8,-57.6,8.76,32.67,32820,-0.2
03/19/19,13:30:25,3.12,8.24,51300,13.05,1.10,10.20,94.5,-57.1,8.88,32.69,32830,-0.3
03/19/19,13:30:30,3.11,8.23,51280,11.25,1.01,10.42,96.5,-56.6,8.93,32.67,32820,-0.3
03/19/19,13:30:35,3.13,8.22,51270,8.44,0.84,10.49,97.2,-56.3,8.98,32.66,32810,-0.3
03/19/19,13:30:40,3.18,8.22,51270,4.92,0.61,10.61,98.5,-55.9,8.74,32.67,32810,-0.3
03/19/19,13:30:45,3.24,8.21,51230,1.07,0.52,10.69,99.4,-55.5,8.89,32.65,32780,-0.3
