20190429_SBNMS
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
04/29/19,11:41:00,5.87,8.12,49720,33.43,2.17,10.24,100.9,-51.3,9.09,31.96,31820,-0.3
04/29/19,11:41:05,5.88,8.12,49850,33.17,1.59,10.36,102.2,-51.2,9.09,32.05,31900,-0.2
04/29/19,11:41:10,5.88,8.12,49800,32.62,1.92,10.44,102.9,-51.2,9.13,32.02,31870,-0.3
04/29/19,11:41:15,5.89,8.12,49800,27.63,3.17,10.55,104.0,-51.3,9.03,32.02,31870,-0.2
04/29/19,11:41:20,5.93,8.13,49770,22.00,3.13,10.60,104.6,-51.6,9.08,32.01,31850,-0.2
04/29/19,11:41:25,5.96,8.14,49760,17.21,5.38,10.62,104.9,-52.1,9.11,32.00,31850,-0.2
04/29/19,11:41:30,6.04,8.15,49680,12.16,2.85,10.65,105.3,-52.8,9.01,31.96,31800,-0.3
04/29/19,11:41:35,6.14,8.15,49660,7.36,1.54,10.66,105.7,-53.2,9.09,31.95,31780,-0.2
04/29/19,11:41:40,6.39,8.16,49650,2.06,1.77,10.63,106.0,-53.4,9.13,31.97,31770,-0.2
04/29/19,11:41:45,6.52,8.17,48800,0.23,-3.83,10.69,106.6,-54.0,9.08,31.38,31230,-0.2
04/29/19,11:41:50,6.37,8.16,74.5,0.13,-0.23,13.26,107.1,-53.9,8.99,0.03,47.6,-0.3
04/29/19,11:41:55,6.29,8.16,46.8,0.13,1.35,13.29,107.1,-53.7,9.11,0.02,29.9,-0.2
04/29/19,11:42:00,6.39,8.16,40.1,0.13,2.86,13.21,106.8,-53.6,9.08,0.01,25.6,-0.3
04/29/19,11:42:05,6.52,8.16,36.6,0.14,3.35,13.15,106.6,-53.4,9.11,0.01,23.4,-0.3
04/29/19,11:42:10,6.66,8.15,33.8,0.14,4.22,13.00,105.7,-53.2,9.09,0.01,21.6,-0.2
04/29/19,11:42:15,6.67,8.15,32.3,0.14,4.79,12.87,104.7,-53.1,9.04,0.01,20.6,-0.2
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
04/29/19,12:27:40,7.16,8.19,49470,2.22,0.76,8.90,90.3,-55.6,9.03,31.93,31660,-0.2
04/29/19,12:27:45,6.86,8.18,49650,8.47,1.11,9.09,91.7,-54.7,9.11,32.02,31770,-0.2
04/29/19,12:27:50,6.63,8.17,49760,14.86,1.05,9.22,92.6,-54.2,9.06,32.08,31840,-0.2
04/29/19,12:27:55,5.50,8.15,50130,21.10,1.12,9.59,93.8,-53.0,8.93,32.21,32080,-0.2
04/29/19,12:28:00,5.46,8.14,50220,23.03,1.78,9.67,94.5,-52.5,9.18,32.26,32140,-0.2
04/29/19,12:28:05,5.46,8.14,50200,22.74,0.93,9.71,94.9,-52.4,9.06,32.25,32130,-0.2
04/29/19,12:28:10,5.47,8.14,50160,21.64,1.08,9.80,95.8,-52.3,9.06,32.22,32100,-0.2
04/29/19,12:28:15,6.09,8.14,50100,16.06,0.89,9.83,97.6,-52.4,9.08,32.26,32060,-0.2
04/29/19,12:28:20,6.81,8.16,49720,10.92,1.02,9.85,99.3,-53.6,9.16,32.06,31820,-0.2
04/29/19,12:28:25,6.89,8.17,49690,6.47,1.65,9.92,100.2,-54.0,9.13,32.05,31800,-0.2
04/29/19,12:28:30,7.37,8.17,49760,1.44,0.58,9.98,102.0,-54.1,9.09,32.15,31850,-0.2
04/29/19,12:28:35,7.53,8.16,5269,0.24,9.15,12.24,103.7,-54.0,9.13,2.84,3372,-0.2
04/29/19,12:28:40,6.92,8.14,70.3,0.23,-0.74,12.74,104.3,-52.7,9.11,0.03,45.0,-0.2
04/29/19,12:28:45,6.33,7.94,49.7,0.22,-0.03,13.03,105.1,-41.1,9.06,0.02,31.8,-0.2
04/29/19,12:28:50,6.21,7.93,42.6,0.23,-0.01,13.05,104.9,-40.7,9.13,0.02,27.2,-0.2
04/29/19,12:28:55,6.38,7.90,41.5,0.22,0.02,12.96,104.7,-39.2,9.14,0.01,26.5,-0.2
04/29/19,12:29:00,6.49,7.85,39.8,0.22,-0.04,12.85,104.0,-36.2,9.09,0.01,25.5,-0.2
04/29/19,12:29:05,6.42,7.84,38.3,0.22,-10.68,12.75,103.1,-35.9,8.83,0.01,24.5,-0.2
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
04/29/19,12:59:40,7.12,8.22,49900,1.46,0.69,8.84,89.9,-57.0,9.11,32.23,31940,-0.2
04/29/19,12:59:45,6.34,8.22,49770,8.26,1.47,9.10,90.7,-56.7,9.16,32.05,31850,-0.2
04/29/19,12:59:50,6.25,8.21,50000,13.80,2.57,9.31,92.7,-56.2,9.11,32.20,32000,-0.2
04/29/19,12:59:55,5.03,8.17,50350,19.70,2.04,9.71,94.0,-53.6,9.13,32.30,32220,-0.2
04/29/19,13:00:00,4.96,8.14,50340,23.92,1.22,9.76,94.3,-52.4,9.06,32.29,32210,-0.2
04/29/19,13:00:05,4.96,8.14,50370,23.91,1.27,9.82,94.9,-52.2,9.06,32.31,32240,-0.2
04/29/19,13:00:10,4.97,8.14,50370,21.66,1.43,9.88,95.5,-52.1,9.11,32.31,32230,-0.2
04/29/19,13:00:15,5.11,8.14,50250,17.53,1.49,9.93,96.3,-52.3,9.11,32.24,32160,-0.2
04/29/19,13:00:20,6.26,8.17,49830,12.37,1.35,9.79,97.5,-54.2,9.09,32.09,31890,-0.2
04/29/19,13:00:25,6.34,8.21,49600,7.45,1.62,9.93,98.9,-56.1,9.11,31.93,31740,-0.2
04/29/19,13:00:30,6.82,8.21,49410,2.25,1.42,9.91,99.7,-56.5,9.13,31.85,31620,-0.2
04/29/19,13:00:35,7.16,8.20,49530,0.42,-0.56,10.01,101.6,-56.2,8.93,31.97,31700,-0.2
04/29/19,13:00:40,7.13,8.21,97.3,0.22,-0.06,12.57,103.5,-56.5,9.06,0.04,62.3,-0.3
04/29/19,13:00:45,7.13,8.19,46.7,0.22,-0.70,12.67,104.2,-55.6,8.99,0.02,29.9,-0.2
04/29/19,13:00:50,7.29,8.19,38.9,0.23,-8.38,12.73,105.2,-55.6,9.11,0.01,24.9,-0.2
04/29/19,13:00:55,7.37,8.19,35.4,0.22,-12.16,12.74,105.4,-55.3,9.09,0.01,22.6,-0.2
04/29/19,13:01:00,7.44,8.18,33.4,0.22,-8.87,12.70,105.4,-55.2,9.06,0.01,21.3,-0.3
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
04/29/19,13:25:20,13.50,12.44,3.4,0.15,-0.58,10.54,100.7,-300.4,9.14,0.00,2.2,-0.2
04/29/19,13:25:25,10.68,14.53,3.2,0.17,-1.10,11.23,100.7,-415.7,9.08,0.00,2.0,-0.2
04/29/19,13:25:30,6.92,8.30,49730,0.37,1.45,8.75,88.4,-61.6,9.08,32.09,31830,-0.2
04/29/19,13:25:35,6.89,8.25,49620,0.43,0.55,8.82,89.0,-58.5,9.13,32.00,31760,-0.2
04/29/19,13:25:40,6.58,8.22,49570,0.73,1.88,9.06,90.8,-57.2,9.06,31.94,31720,-0.2
04/29/19,13:25:45,6.15,8.23,49610,8.04,1.67,9.29,92.1,-57.3,9.09,31.91,31750,-0.2
04/29/19,13:25:50,5.84,8.23,49780,14.95,5.22,9.52,93.7,-57.2,9.13,32.00,31860,-0.3
04/29/19,13:25:55,5.00,8.21,50260,20.67,5.75,9.77,94.5,-56.3,9.06,32.24,32160,-0.2
04/29/19,13:26:00,4.49,8.14,50650,25.50,2.21,9.97,95.3,-51.8,9.08,32.44,32410,-0.2
04/29/19,13:26:05,4.50,8.12,50620,27.31,1.47,10.01,95.8,-51.1,9.08,32.42,32390,-0.2
04/29/19,13:26:10,4.50,8.12,50640,27.12,2.16,10.09,96.5,-51.0,9.11,32.43,32410,-0.2
04/29/19,13:26:15,4.50,8.12,50640,25.33,3.29,10.20,97.6,-50.9,9.01,32.43,32410,-0.2
04/29/19,13:26:20,4.85,8.12,50450,20.45,3.07,10.18,98.2,-51.1,9.04,32.35,32290,-0.2
04/29/19,13:26:25,5.77,8.18,49890,15.87,6.78,10.01,98.5,-54.6,8.98,32.07,31920,-0.3
04/29/19,13:26:30,6.01,8.21,49710,11.16,3.41,10.07,99.6,-56.2,9.03,31.97,31810,-0.2
04/29/19,13:26:35,6.19,8.22,49670,6.42,1.93,10.18,101.1,-56.8,9.08,31.96,31780,-0.2
04/29/19,13:26:40,6.38,8.22,49660,2.23,0.78,10.22,101.9,-56.9,9.09,31.98,31780,-0.2
04/29/19,13:26:45,6.84,8.21,28030,0.22,-4.42,11.35,103.7,-56.7,9.01,17.10,17940,-0.2
04/29/19,13:26:50,6.73,8.21,57.1,0.19,-8.96,12.94,105.4,-56.4,9.08,0.02,36.5,-0.2
04/29/19,13:26:55,6.68,8.21,45.2,0.18,-4.38,13.01,105.9,-56.3,9.09,0.02,28.9,-0.2
04/29/19,13:27:00,6.71,8.20,39.7,0.18,-3.72,13.03,106.1,-56.1,9.08,0.01,25.4,-0.2
04/29/19,13:27:05,6.69,8.19,36.3,0.18,-3.17,12.99,105.8,-55.2,9.03,0.01,23.2,-0.2
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
04/29/19,13:51:10,12.32,6.94,5.9,0.22,1.89,10.71,99.7,14.4,9.09,0.00,3.8,-0.2
04/29/19,13:51:15,7.66,8.21,49600,0.55,1.40,9.63,99.0,-56.8,9.08,32.06,31740,-0.2
04/29/19,13:51:20,7.49,8.22,49770,1.66,2.03,8.91,91.2,-57.1,9.01,32.17,31850,-0.2
04/29/19,13:51:25,6.17,8.24,49650,7.85,1.48,9.28,92.0,-57.9,9.09,31.94,31770,-0.2
04/29/19,13:51:30,5.75,8.25,49860,14.33,5.21,9.44,92.8,-58.2,9.08,32.05,31910,-0.2
04/29/19,13:51:35,4.71,8.19,50360,20.29,3.82,9.78,94.0,-55.1,9.04,32.27,32230,-0.2
04/29/19,13:51:40,4.59,8.18,50510,25.90,6.16,9.87,94.5,-54.3,9.11,32.35,32320,-0.2
04/29/19,13:51:45,4.58,8.18,50490,26.93,2.59,9.90,94.8,-54.2,9.09,32.34,32310,-0.2
04/29/19,13:51:50,4.58,8.18,50550,26.96,9.31,9.96,95.4,-54.4,9.01,32.38,32350,-0.2
04/29/19,13:51:55,4.60,8.18,50490,24.26,10.91,10.06,96.4,-54.5,9.09,32.34,32310,-0.2
04/29/19,13:52:00,4.66,8.19,50480,19.60,3.30,10.10,96.9,-54.8,9.01,32.35,32310,-0.2
04/29/19,13:52:05,5.23,8.21,50220,14.34,3.43,10.06,97.8,-55.8,8.98,32.24,32140,-0.2
04/29/19,13:52:10,6.04,8.25,49720,9.73,3.14,10.02,99.1,-58.8,9.03,31.98,31820,-0.2
04/29/19,13:52:15,6.18,8.27,49690,4.67,1.64,10.07,99.9,-59.7,9.03,31.97,31800,-0.2
04/29/19,13:52:20,7.00,8.27,49520,0.27,0.15,10.04,101.6,-59.7,9.01,31.95,31690,-0.3
04/29/19,13:52:25,7.49,8.27,646.2,0.22,-2.33,12.44,103.5,-60.2,9.08,0.31,413.6,-0.2
04/29/19,13:52:30,7.43,8.26,55.1,0.21,-1.43,12.58,104.3,-59.4,8.99,0.02,35.2,-0.2
04/29/19,13:52:35,7.54,8.24,43.4,0.21,-0.61,12.69,105.5,-58.3,9.01,0.02,27.8,-0.2
04/29/19,13:52:40,8.04,8.20,37.0,0.22,-0.34,12.58,105.9,-56.0,9.06,0.01,23.6,-0.2
04/29/19,13:52:45,8.42,8.08,34.0,0.21,0.51,12.46,105.8,-49.8,9.06,0.01,21.8,-0.2
04/29/19,13:52:50,8.69,8.08,30.6,0.21,0.80,12.32,105.3,-49.4,8.99,0.01,19.5,-0.2
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
04/29/19,14:19:10,9.66,7.07,13.8,0.20,-2.44,11.35,99.3,7.0,9.06,0.00,8.8,-0.2
04/29/19,14:19:15,9.66,7.05,14.0,0.19,-3.09,11.36,99.4,8.3,9.14,0.00,8.9,-0.3
04/29/19,14:19:20,9.59,7.09,14.8,0.19,-6.01,11.38,99.4,6.2,9.11,0.00,9.5,-0.3
04/29/19,14:19:25,9.58,7.07,14.2,0.19,-6.39,11.38,99.4,7.0,9.03,0.00,9.1,-0.2
04/29/19,14:19:30,9.61,7.05,14.2,0.19,-7.61,11.38,99.4,8.0,9.09,0.00,9.1,-0.2
04/29/19,14:19:35,9.62,7.13,14.0,0.19,-8.80,11.38,99.5,4.0,9.09,0.00,8.9,-0.2
04/29/19,14:19:40,9.61,7.08,14.3,0.19,-9.59,11.38,99.5,6.7,9.06,0.00,9.1,-0.2
04/29/19,14:19:45,9.56,7.10,14.1,0.19,-8.87,11.41,99.6,5.4,9.04,0.00,9.0,-0.3
04/29/19,14:19:50,9.50,7.13,13.9,0.19,-8.43,11.43,99.6,3.7,9.13,0.00,8.9,-0.2
04/29/19,14:19:55,9.42,7.13,14.2,0.19,-8.87,11.46,99.7,3.7,9.09,0.00,9.1,-0.2
04/29/19,14:20:00,9.35,7.16,16.0,0.19,-0.67,11.48,99.7,2.3,9.11,0.01,10.2,-0.2
04/29/19,14:20:05,8.12,7.24,16.0,0.20,-0.14,11.83,99.7,-2.3,9.09,0.00,10.2,-0.2
04/29/19,14:20:10,7.18,8.22,49520,0.59,0.81,9.80,99.5,-57.2,9.11,31.96,31690,-0.2
04/29/19,14:20:15,6.50,8.22,50300,3.31,0.88,9.78,98.1,-57.2,9.09,32.44,32190,-0.2
04/29/19,14:20:20,5.91,8.23,49860,10.21,2.69,9.97,98.4,-57.5,9.08,32.06,31910,-0.2
04/29/19,14:20:25,4.90,8.21,50400,16.97,9.65,10.28,99.2,-56.2,9.01,32.32,32260,-0.2
04/29/19,14:20:30,4.46,8.17,50640,23.54,4.87,10.42,99.6,-54.0,9.09,32.43,32410,-0.2
04/29/19,14:20:35,4.34,8.15,50680,29.88,2.58,10.46,99.7,-52.3,9.09,32.44,32430,-0.2
04/29/19,14:20:40,4.34,8.14,50730,31.36,3.15,10.45,99.6,-52.0,9.04,32.48,32470,-0.2
04/29/19,14:20:45,4.35,8.14,50710,31.14,9.48,10.45,99.7,-52.1,9.08,32.46,32450,-0.2
04/29/19,14:20:50,4.36,8.14,50750,26.86,5.77,10.45,99.7,-52.1,9.08,32.49,32480,-0.2
04/29/19,14:20:55,4.52,8.15,50560,21.01,2.72,10.44,99.8,-52.6,9.03,32.38,32350,-0.2
04/29/19,14:21:00,4.85,8.18,50320,15.64,6.40,10.37,100.0,-54.5,9.08,32.26,32200,-0.2
04/29/19,14:21:05,5.60,8.21,49790,10.69,5.59,10.22,100.1,-56.5,9.08,31.98,31870,-0.2
04/29/19,14:21:10,6.07,8.24,49760,5.50,1.95,10.18,100.8,-58.0,9.01,32.01,31840,-0.2
04/29/19,14:21:15,6.85,8.24,49670,2.03,1.73,10.57,106.7,-58.3,9.08,32.03,31790,-0.2
04/29/19,14:21:20,6.87,8.24,595.8,0.22,0.83,13.16,107.8,-58.4,8.94,0.28,381.3,-0.3
04/29/19,14:21:25,6.68,8.23,49.2,0.21,0.31,13.17,107.2,-57.6,8.94,0.02,31.5,-0.2
04/29/19,14:21:30,6.52,8.22,38.5,0.21,-4.25,13.04,105.6,-57.1,9.08,0.01,24.6,-0.2
04/29/19,14:21:35,6.49,8.22,34.4,0.21,-5.70,12.99,105.2,-57.0,9.08,0.01,22.0,-0.2
04/29/19,14:21:40,6.47,8.21,32.8,0.21,-6.10,12.91,104.5,-56.4,9.01,0.01,21.0,-0.3
04/29/19,14:21:45,6.36,8.19,31.4,0.20,-7.53,12.91,104.2,-55.4,9.04,0.01,20.1,-0.2
04/29/19,14:21:50,6.20,8.12,29.9,0.20,-5.20,12.91,103.8,-51.5,9.03,0.01,19.1,-0.3
04/29/19,14:21:55,6.02,8.00,30.0,0.20,-7.13,12.84,102.8,-44.7,8.98,0.01,19.2,-0.2
04/29/19,14:22:00,5.92,7.90,28.8,0.20,-6.93,12.81,102.2,-39.2,9.04,0.01,18.4,-0.2
04/29/19,14:22:05,5.85,7.85,28.1,0.20,-6.99,12.80,102.0,-36.3,9.08,0.01,17.9,-0.2
04/29/19,14:22:10,5.84,7.83,27.1,0.20,-6.54,12.77,101.7,-35.2,8.99,0.01,17.3,-0.2
04/29/19,14:22:15,5.89,7.82,25.7,0.20,-0.02,12.73,101.5,-34.4,9.03,0.01,16.4,-0.3
04/29/19,14:22:20,5.97,7.78,24.7,0.19,-0.02,12.69,101.4,-32.4,9.03,0.01,15.8,-0.3
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
04/29/19,14:53:40,7.08,8.19,49630,0.66,0.90,8.98,91.1,-55.6,9.04,32.03,31760,-0.2
04/29/19,14:53:45,6.38,8.20,49440,2.28,0.80,9.24,92.0,-55.9,9.13,31.82,31640,-0.2
04/29/19,14:53:50,5.60,8.21,49780,9.27,3.23,9.49,93.0,-56.4,9.08,31.97,31850,-0.2
04/29/19,14:53:55,4.81,8.16,50440,15.63,4.49,9.69,93.3,-53.3,9.01,32.33,32280,-0.2
04/29/19,14:54:00,4.77,8.14,50530,20.84,2.70,9.76,94.0,-52.4,9.08,32.40,32340,-0.2
04/29/19,14:54:05,4.74,8.14,50520,25.67,2.72,9.84,94.6,-52.2,9.06,32.38,32330,-0.2
04/29/19,14:54:10,4.71,8.14,50590,30.30,4.82,9.87,94.9,-52.1,9.03,32.43,32370,-0.2
04/29/19,14:54:15,4.71,8.14,50570,30.15,3.63,9.97,95.9,-52.2,9.06,32.42,32360,-0.2
04/29/19,14:54:20,4.72,8.15,50620,30.11,7.17,10.08,97.0,-52.4,9.01,32.45,32390,-0.2
04/29/19,14:54:25,4.72,8.15,50560,26.15,3.52,10.13,97.4,-52.5,9.01,32.41,32350,-0.2
04/29/19,14:54:30,4.76,8.15,50510,22.05,4.73,10.22,98.3,-52.8,9.06,32.38,32330,-0.2
04/29/19,14:54:35,4.79,8.16,50510,17.11,5.25,10.28,99.0,-53.2,8.84,32.39,32330,-0.2
04/29/19,14:54:40,4.90,8.17,50440,12.58,4.23,10.29,99.3,-53.7,8.99,32.35,32280,-0.2
04/29/19,14:54:45,5.54,8.21,50000,8.82,4.50,10.21,99.9,-56.1,9.08,32.12,32000,-0.2
04/29/19,14:54:50,5.96,8.23,49930,6.63,2.01,10.16,100.4,-57.6,9.08,32.12,31950,-0.2
04/29/19,14:54:55,6.10,8.25,49810,3.48,2.68,10.24,101.5,-58.4,9.03,32.05,31880,-0.2
04/29/19,14:55:00,6.19,8.25,49740,1.23,1.11,10.35,102.8,-58.7,9.03,32.01,31830,-0.2
04/29/19,14:55:05,6.74,8.26,633.3,0.19,2.02,12.68,103.6,-59.1,9.03,0.30,405.3,-0.2
04/29/19,14:55:10,6.68,8.24,55.2,0.19,1.44,12.91,105.1,-58.3,9.06,0.02,35.3,-0.2
04/29/19,14:55:15,6.79,8.26,42.6,0.20,3.22,12.98,105.9,-59.5,9.04,0.02,27.2,-0.3
04/29/19,14:55:20,7.13,8.22,38.6,0.19,0.36,12.87,105.9,-57.2,9.03,0.01,24.7,-0.2
04/29/19,14:55:25,7.10,8.11,32.1,0.19,-3.20,12.86,105.7,-51.1,9.06,0.01,20.5,-0.2
04/29/19,14:55:30,7.02,8.01,29.1,0.18,-3.36,12.80,105.0,-45.2,8.99,0.01,18.6,-0.2
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
04/29/19,15:14:20,7.67,8.22,49630,0.74,0.52,9.79,100.7,-57.3,9.06,32.09,31760,-0.2
04/29/19,15:14:25,6.16,8.24,49700,7.65,1.43,10.13,100.5,-58.1,9.03,31.98,31810,-0.3
04/29/19,15:14:30,5.96,8.24,49790,14.31,4.88,10.22,100.9,-58.2,9.01,32.02,31860,-0.2
04/29/19,15:14:35,4.79,8.22,50400,20.39,4.67,10.53,101.4,-56.8,9.04,32.31,32260,-0.2
04/29/19,15:14:40,4.52,8.16,50600,26.45,4.06,10.59,101.4,-53.4,9.06,32.41,32380,-0.2
04/29/19,15:14:45,4.48,8.15,50600,32.09,2.37,10.58,101.2,-52.8,9.01,32.41,32380,-0.2
04/29/19,15:14:50,4.46,8.15,50660,32.66,1.67,10.56,101.0,-52.6,9.04,32.44,32420,-0.2
04/29/19,15:14:55,4.46,8.15,50600,32.48,1.91,10.56,101.0,-52.6,9.04,32.40,32390,-0.2
04/29/19,15:15:00,4.46,8.15,50640,31.54,3.18,10.54,100.8,-52.7,9.03,32.43,32410,-0.3
04/29/19,15:15:05,4.48,8.15,50570,28.08,2.01,10.48,100.1,-52.8,9.08,32.39,32370,-0.2
04/29/19,15:15:10,4.55,8.16,50530,23.50,2.68,10.45,100.1,-53.1,9.03,32.36,32340,-0.3
04/29/19,15:15:15,4.82,8.17,50350,19.33,4.16,10.37,99.8,-53.9,9.01,32.27,32220,-0.2
04/29/19,15:15:20,5.67,8.22,49850,15.81,4.50,10.19,100.0,-56.9,9.03,32.03,31900,-0.2
04/29/19,15:15:25,6.06,8.25,49700,10.97,4.53,10.13,100.3,-58.6,9.04,31.97,31810,-0.2
04/29/19,15:15:30,6.15,8.26,49660,6.26,2.57,10.58,104.9,-59.2,8.96,31.95,31780,-0.2
04/29/19,15:15:35,6.54,8.26,49340,2.56,2.25,10.64,106.4,-59.4,9.03,31.77,31580,-0.2
04/29/19,15:15:40,7.67,8.25,49070,0.16,0.32,10.47,107.4,-58.9,9.01,31.69,31410,-0.2
04/29/19,15:15:45,7.45,8.23,96.5,0.15,0.08,13.08,108.5,-58.0,8.89,0.04,61.7,-0.2
04/29/19,15:15:50,7.12,8.12,49.9,0.15,-0.12,13.14,108.2,-51.6,9.03,0.02,31.9,-0.2
04/29/19,15:15:55,7.03,8.01,41.5,0.15,-1.67,13.13,107.8,-45.6,9.03,0.02,26.5,-0.2
04/29/19,15:16:00,6.99,7.94,37.3,0.16,-2.01,13.04,107.0,-41.1,8.94,0.01,23.9,-0.3
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
04/29/19,15:43:50,7.16,8.22,49540,1.26,0.88,9.57,97.2,-56.9,8.89,31.97,31700,-0.2
04/29/19,15:43:55,6.10,8.22,49730,7.85,2.01,9.89,98.0,-57.0,9.03,32.00,31830,-0.3
04/29/19,15:44:00,5.81,8.24,49750,13.55,3.83,10.00,98.4,-58.2,8.99,31.98,31840,-0.2
04/29/19,15:44:05,5.44,8.23,50030,19.40,3.78,10.17,99.3,-57.3,8.96,32.13,32020,-0.2
04/29/19,15:44:10,4.79,8.20,50370,24.43,2.39,10.37,99.8,-55.2,8.89,32.29,32240,-0.2
04/29/19,15:44:15,4.58,8.17,50440,29.96,4.70,10.43,99.9,-53.9,8.86,32.31,32280,-0.2
04/29/19,15:44:20,4.55,8.17,50490,33.06,14.24,10.44,99.9,-53.6,8.94,32.34,32310,-0.2
04/29/19,15:44:25,4.55,8.17,50520,32.66,2.99,10.48,100.4,-53.6,8.93,32.35,32330,-0.2
04/29/19,15:44:30,4.56,8.17,50530,30.75,2.88,10.50,100.5,-53.6,8.91,32.36,32340,-0.2
04/29/19,15:44:35,4.63,8.17,50480,26.04,3.29,10.47,100.4,-53.9,8.69,32.34,32300,-0.2
04/29/19,15:44:40,4.83,8.18,50340,21.21,5.44,10.42,100.4,-54.6,8.99,32.27,32220,-0.2
04/29/19,15:44:45,5.54,8.22,49930,16.21,4.94,10.28,100.5,-56.7,8.96,32.07,31950,-0.2
04/29/19,15:44:50,5.85,8.25,49760,11.36,5.79,10.27,101.1,-58.4,8.96,31.99,31840,-0.2
04/29/19,15:44:55,6.12,8.26,49750,6.64,3.90,10.62,105.3,-59.0,8.99,32.01,31840,-0.2
04/29/19,15:45:00,6.83,8.24,49860,1.57,1.81,10.53,106.2,-58.3,8.98,32.17,31910,-0.2
04/29/19,15:45:05,7.24,8.24,49180,0.16,0.67,10.57,107.3,-58.0,8.74,31.73,31480,-0.2
04/29/19,15:45:10,7.19,8.24,55.3,0.16,-3.16,13.07,107.7,-58.1,8.98,0.02,35.4,-0.2
04/29/19,15:45:15,7.20,8.22,43.3,0.16,-0.17,13.03,107.4,-57.2,8.89,0.02,27.7,-0.2
04/29/19,15:45:20,7.13,8.21,36.5,0.17,-0.36,12.97,106.7,-56.6,8.93,0.01,23.3,-0.2
04/29/19,15:45:25,7.18,8.15,33.5,0.16,0.58,12.87,106.1,-53.3,8.94,0.01,21.4,-0.2
04/29/19,15:45:30,7.20,8.08,32.6,0.17,0.65,12.82,105.7,-49.2,8.94,0.01,20.8,-0.2
04/29/19,15:45:35,7.24,8.02,31.0,0.16,0.20,12.68,104.6,-46.0,8.91,0.01,19.8,-0.2
04/29/19,15:45:40,7.32,8.00,29.8,0.16,-0.01,12.50,103.4,-45.0,8.93,0.01,19.1,-0.2
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
04/29/19,16:29:00,17.69,8.82,0.3,0.14,0.00,10.36,108.2,-94.6,9.01,0.00,0.2,-0.2
04/29/19,16:29:05,17.67,8.79,0.3,0.13,0.00,10.35,108.1,-92.7,9.03,0.00,0.2,-0.3
04/29/19,16:29:10,17.64,8.79,0.3,0.14,-0.00,10.34,108.0,-93.1,9.26,0.00,0.2,-0.2
04/29/19,16:29:15,17.61,8.78,0.3,0.14,0.00,10.34,107.9,-92.4,9.26,0.00,0.2,-0.2
