20190730_SBNMS
Eureka_Manta_2,V7.04,02193610
DATE,TIME,Temp_deg_C,pH_units,Depth_m,SpCond_uS/cm,HDO_mg/l,HDO_%Sat,Chl_ug/l,pH_mV,Int_Batt_V
07/30/19,13:41:30,8.66,8.34,21.58,51380,8.13,86.2,2.49,-67.7,8.73
07/30/19,13:41:35,7.53,8.28,27.10,51250,8.39,86.7,1.98,-63.4,8.73
07/30/19,13:41:40,7.20,8.26,31.89,51500,8.47,86.9,1.59,-62.4,8.83
07/30/19,13:41:45,7.10,8.25,33.73,51440,8.51,87.1,1.63,-61.4,8.73
07/30/19,13:41:50,7.09,8.25,33.31,51450,8.55,87.5,1.42,-61.2,8.69
07/30/19,13:41:55,7.09,8.25,33.37,51430,8.61,88.1,1.56,-61.3,8.79
07/30/19,13:42:00,7.14,8.26,30.68,51350,8.65,88.6,1.59,-61.5,8.83
07/30/19,13:42:05,7.49,8.28,26.62,51280,8.67,89.5,2.06,-63.0,8.73
07/30/19,13:42:10,7.69,8.29,22.35,51040,8.75,90.6,2.08,-63.6,8.79
07/30/19,13:42:15,8.96,8.35,17.98,50840,8.57,91.3,2.87,-67.2,8.81
07/30/19,13:42:20,9.68,8.37,13.22,50450,8.62,93.2,2.26,-68.4,8.69
07/30/19,13:42:25,14.85,8.44,8.25,48460,8.07,96.5,1.57,-73.6,8.78
07/30/19,13:42:30,18.53,8.48,3.13,49260,7.70,99.3,1.00,-77.0,8.76
07/30/19,13:42:35,22.17,8.50,0.08,17710,10.64,129.2,5.47,-79.1,8.68
07/30/19,13:42:40,22.27,8.96,0.08,52.1,11.17,127.9,-0.20,-105.4,8.76
07/30/19,13:42:45,22.49,9.00,0.08,34.8,10.95,125.9,0.10,-107.8,8.69
07/30/19,13:42:50,22.40,9.01,0.08,28.3,10.72,123.1,0.16,-108.4,8.68
07/30/19,13:42:55,22.35,9.04,0.09,24.6,10.66,122.3,0.10,-110.2,8.76
07/30/19,13:43:00,22.35,9.02,0.08,21.8,10.53,120.8,0.16,-109.2,8.63
07/30/19,13:43:05,22.34,9.05,0.08,19.6,10.43,119.7,0.19,-110.4,8.56
07/30/19,13:43:10,22.34,9.04,0.07,18.1,10.22,117.2,0.16,-109.9,8.68
07/30/19,13:43:15,22.39,9.01,0.08,17.0,10.03,115.2,0.13,-108.7,8.31
Eureka_Manta_2,V7.04,02193610
DATE,TIME,Temp_deg_C,pH_units,Depth_m,SpCond_uS/cm,HDO_mg/l,HDO_%Sat,Chl_ug/l,pH_mV,Int_Batt_V
07/30/19,14:14:30,22.64,8.42,2.16,12080,8.15,97.8,4.61,-74.5,8.78
07/30/19,14:14:35,18.89,8.46,7.91,49780,6.87,89.4,0.97,-76.1,8.69
07/30/19,14:14:40,14.57,8.46,13.68,50880,7.27,87.4,2.02,-75.4,8.78
07/30/19,14:14:45,7.37,8.31,19.87,51270,7.86,80.9,1.52,-65.5,8.76
07/30/19,14:14:50,7.11,8.30,25.64,51270,7.66,78.4,1.48,-63.8,8.73
07/30/19,14:14:55,7.14,8.29,26.47,51230,7.74,79.2,1.58,-63.6,8.69
07/30/19,14:15:00,7.11,8.29,26.33,51300,7.80,79.8,1.51,-63.5,8.76
07/30/19,14:15:05,7.13,8.29,22.15,51300,7.92,81.1,1.76,-63.5,8.73
07/30/19,14:15:10,7.31,8.30,16.89,51120,8.01,82.3,1.64,-63.8,8.71
07/30/19,14:15:15,12.15,8.39,12.04,47860,7.35,82.9,2.17,-66.9,8.76
07/30/19,14:15:20,17.10,8.47,7.37,48760,6.99,87.5,1.52,-75.4,8.66
07/30/19,14:15:25,19.79,8.48,2.64,49040,7.16,94.5,0.82,-77.4,8.73
07/30/19,14:15:30,22.26,8.81,0.13,17860,8.08,98.4,-4.63,-88.8,8.73
07/30/19,14:15:35,22.38,8.93,0.13,46.2,9.18,105.4,0.16,-104.4,8.59
07/30/19,14:15:40,22.42,8.98,0.13,32.3,9.70,111.4,0.15,-106.1,8.76
07/30/19,14:15:45,21.91,9.00,0.14,26.5,10.02,114.0,0.06,-105.8,8.74
07/30/19,14:15:50,22.09,8.99,0.13,23.0,10.21,116.6,0.15,-106.3,8.64
07/30/19,14:15:55,22.23,8.99,0.14,21.2,10.14,116.0,0.11,-106.5,8.64
07/30/19,14:16:00,22.33,9.00,0.13,19.5,10.03,115.1,0.11,-106.0,8.74
Eureka_Manta_2,V7.04,02193610
DATE,TIME,Temp_deg_C,pH_units,Depth_m,SpCond_uS/cm,HDO_mg/l,HDO_%Sat,Chl_ug/l,pH_mV,Int_Batt_V
07/30/19,14:35:30,22.29,8.46,1.40,49240,6.86,94.8,0.36,-76.9,8.79
07/30/19,14:35:35,19.45,8.48,4.52,50390,7.20,95.0,0.58,-77.1,8.69
07/30/19,14:35:40,16.29,8.48,9.77,50170,7.58,94.0,1.39,-76.5,8.76
07/30/19,14:35:45,11.68,8.48,15.13,53260,8.12,92.9,2.20,-74.8,8.76
07/30/19,14:35:50,7.12,8.32,20.07,51460,8.94,91.5,1.35,-65.0,8.68
07/30/19,14:35:55,6.47,8.28,25.22,51450,8.11,81.8,0.77,-62.5,8.74
07/30/19,14:36:00,6.46,8.27,28.08,51440,8.17,82.3,0.87,-62.2,8.76
07/30/19,14:36:05,6.47,8.27,27.23,51480,8.19,82.6,0.79,-62.2,8.69
07/30/19,14:36:10,6.47,8.27,24.64,51390,8.30,83.6,0.83,-62.3,8.74
07/30/19,14:36:15,6.55,8.28,22.07,51320,8.34,84.3,1.01,-62.8,8.76
07/30/19,14:36:20,6.98,8.31,19.23,51190,8.29,84.6,1.39,-64.2,8.71
07/30/19,14:36:25,7.22,8.33,17.04,51210,8.32,85.3,1.58,-65.4,8.79
07/30/19,14:36:30,9.56,8.39,13.82,49560,8.09,86.8,2.10,-69.6,8.78
07/30/19,14:36:35,15.02,8.51,10.74,49260,7.37,88.7,1.72,-77.4,8.69
07/30/19,14:36:40,16.14,8.52,7.65,49430,7.61,93.7,1.44,-78.5,8.74
07/30/19,14:36:45,18.07,8.53,4.31,48850,8.88,113.3,0.91,-79.4,8.74
07/30/19,14:36:50,20.83,8.52,1.30,48560,8.67,116.3,0.39,-79.9,8.63
07/30/19,14:36:55,22.54,8.71,0.14,17940,9.72,118.9,-2.07,-91.3,8.74
07/30/19,14:37:00,22.53,8.88,0.15,44.7,10.32,118.8,-0.04,-101.1,8.74
07/30/19,14:37:05,22.52,8.92,0.15,38.3,10.19,117.3,0.07,-103.6,8.61
07/30/19,14:37:10,22.55,9.04,0.15,36.3,10.02,115.4,0.13,-110.4,8.71
07/30/19,14:37:15,22.57,9.00,0.14,28.4,9.84,113.4,0.12,-108.0,8.73
07/30/19,14:37:20,22.63,8.96,0.15,25.3,9.69,111.8,0.07,-105.9,8.66
Eureka_Manta_2,V7.04,02193610
DATE,TIME,Temp_deg_C,pH_units,Depth_m,SpCond_uS/cm,HDO_mg/l,HDO_%Sat,Chl_ug/l,pH_mV,Int_Batt_V
07/30/19,14:53:40,24.49,7.16,0.15,8.4,8.25,98.5,0.21,-2.5,8.71
07/30/19,14:53:45,24.38,7.14,0.16,9.1,8.26,98.4,0.03,-1.6,8.69
07/30/19,14:53:50,24.28,7.13,0.14,8.8,8.27,98.4,-0.08,-0.9,8.73
07/30/19,14:53:55,22.59,8.44,0.82,35050,7.37,96.5,0.40,-75.7,8.58
07/30/19,14:54:00,18.64,8.49,5.38,49760,7.08,91.7,0.86,-77.7,8.68
07/30/19,14:54:05,13.55,8.50,10.67,50210,7.51,88.1,2.03,-76.4,8.74
07/30/19,14:54:10,7.50,8.38,16.39,51580,8.28,85.6,1.49,-68.3,8.68
07/30/19,14:54:15,7.18,8.34,20.81,51250,7.93,81.3,1.44,-65.9,8.71
07/30/19,14:54:20,7.15,8.33,25.90,51270,7.96,81.5,1.36,-65.7,8.69
07/30/19,14:54:25,7.15,8.33,30.81,51250,8.01,82.0,1.50,-65.6,8.66
07/30/19,14:54:30,7.15,8.33,32.33,51260,8.10,82.9,1.50,-65.7,8.74
07/30/19,14:54:35,7.15,8.34,32.15,51330,8.14,83.4,1.53,-65.9,8.73
07/30/19,14:54:40,7.16,8.34,31.40,51220,8.23,84.3,1.52,-66.1,8.66
07/30/19,14:54:45,7.18,8.34,28.87,51220,8.38,85.9,1.54,-66.2,8.66
07/30/19,14:54:50,7.17,8.36,25.65,51240,8.54,87.5,1.49,-67.0,8.76
07/30/19,14:54:55,7.25,8.37,22.81,51160,8.60,88.2,1.49,-67.5,8.63
07/30/19,14:55:00,7.24,8.38,20.04,51230,8.73,89.5,1.50,-68.1,8.69
07/30/19,14:55:05,7.26,8.38,16.89,51230,8.81,90.4,1.57,-68.3,8.73
07/30/19,14:55:10,9.24,8.39,13.78,49620,8.52,90.8,1.79,-69.5,8.71
07/30/19,14:55:15,13.13,8.53,10.32,49990,7.99,92.9,2.37,-77.9,8.73
07/30/19,14:55:20,15.63,8.54,6.76,49160,7.95,96.9,1.38,-79.5,8.73
07/30/19,14:55:25,18.87,8.55,3.43,49000,9.13,118.4,0.87,-80.9,8.64
07/30/19,14:55:30,22.26,8.53,0.26,48600,9.06,124.6,0.40,-81.0,8.74
07/30/19,14:55:35,22.46,8.86,0.14,191.9,10.88,125.1,0.06,-99.9,8.66
07/30/19,14:55:40,22.42,9.00,0.13,42.0,10.81,124.1,-0.40,-108.0,8.59
07/30/19,14:55:45,22.36,9.00,0.14,35.4,10.69,122.6,-0.17,-107.6,8.71
07/30/19,14:55:50,22.38,9.00,0.13,26.2,10.62,121.9,0.12,-107.7,8.68
07/30/19,14:55:55,22.37,8.97,0.13,23.6,10.51,120.6,-0.01,-105.9,8.68
07/30/19,14:56:00,22.54,8.94,0.13,22.1,10.29,118.4,-0.18,-104.5,8.68
07/30/19,14:56:05,22.82,8.92,0.12,20.3,10.03,116.0,-0.43,-103.5,8.61
07/30/19,14:56:10,22.91,8.89,0.13,19.1,9.92,115.0,-0.52,-101.6,8.63
07/30/19,14:56:15,22.84,8.86,0.13,18.0,9.80,113.5,0.10,-99.9,8.68
07/30/19,14:56:20,22.92,8.85,0.13,17.3,9.69,112.4,0.14,-99.4,8.59
07/30/19,14:56:25,22.98,8.83,0.13,16.5,9.64,111.9,0.09,-98.5,8.64
07/30/19,14:56:30,23.06,8.81,0.12,15.9,9.56,111.1,0.21,-97.3,8.49
Eureka_Manta_2,V7.04,02193610
DATE,TIME,Temp_deg_C,pH_units,Depth_m,SpCond_uS/cm,HDO_mg/l,HDO_%Sat,Chl_ug/l,pH_mV,Int_Batt_V
07/30/19,15:17:00,24.12,7.25,0.11,10.5,8.28,98.2,0.59,-7.7,8.69
07/30/19,15:17:05,24.21,7.26,0.11,10.6,8.27,98.3,0.51,-8.3,8.74
07/30/19,15:17:10,23.55,7.29,0.11,10.6,8.38,98.3,1.08,-10.2,8.73
07/30/19,15:17:15,17.87,8.48,6.33,50440,7.18,92.0,0.88,-77.0,8.64
07/30/19,15:17:20,12.38,8.48,11.90,51030,7.55,86.8,1.95,-75.2,8.64
07/30/19,15:17:25,7.34,8.34,17.56,51680,8.16,84.1,1.55,-66.4,8.74
07/30/19,15:17:30,7.12,8.33,23.27,51280,7.88,80.7,1.44,-65.3,8.68
07/30/19,15:17:35,7.11,8.32,29.16,51320,7.94,81.2,1.61,-65.2,8.74
07/30/19,15:17:40,7.11,8.32,31.02,51340,7.98,81.7,1.60,-65.2,8.66
07/30/19,15:17:45,7.10,8.33,30.67,51330,8.13,83.2,1.45,-65.3,8.63
07/30/19,15:17:50,7.12,8.33,29.82,51280,8.18,83.7,1.72,-65.6,8.74
07/30/19,15:17:55,7.11,8.34,25.93,51350,8.27,84.6,1.64,-66.1,8.71
07/30/19,15:18:00,7.11,8.35,22.06,51290,8.35,85.4,1.64,-66.5,8.64
07/30/19,15:18:05,7.12,8.36,19.11,51310,8.51,87.1,1.74,-67.0,8.73
07/30/19,15:18:10,7.32,8.37,15.42,51150,8.54,87.8,1.59,-67.6,8.63
07/30/19,15:18:15,11.40,8.43,11.13,48480,8.01,89.1,2.03,-72.4,8.68
07/30/19,15:18:20,15.48,8.52,6.43,48100,7.61,92.0,1.15,-78.1,8.71
07/30/19,15:18:25,19.94,8.53,1.97,48590,7.16,94.5,0.44,-80.1,8.73
07/30/19,15:18:30,22.64,8.51,0.11,49060,9.02,125.2,0.38,-79.7,8.63
07/30/19,15:18:35,22.66,8.94,0.12,66.2,10.76,124.2,0.13,-104.3,8.68
07/30/19,15:18:40,22.82,9.05,0.12,42.6,10.54,121.9,0.03,-110.9,8.68
07/30/19,15:18:45,22.94,9.03,0.11,30.3,10.26,119.0,0.05,-109.7,8.61
07/30/19,15:18:50,23.09,9.01,0.10,25.4,10.17,118.3,0.16,-108.6,8.66
07/30/19,15:18:55,23.18,8.98,0.11,22.2,10.04,117.0,0.28,-106.9,8.71
07/30/19,15:19:00,23.26,8.95,0.11,20.4,9.93,115.9,0.35,-105.4,8.61
07/30/19,15:19:05,23.29,8.94,0.10,19.1,9.89,115.5,0.28,-104.9,8.66
07/30/19,15:19:10,23.35,8.92,0.11,17.9,9.62,112.5,0.33,-103.7,8.66
07/30/19,15:19:15,23.38,8.91,0.10,16.5,9.57,111.9,0.29,-102.9,8.63
Eureka_Manta_2,V7.04,02193610
DATE,TIME,Temp_deg_C,pH_units,Depth_m,SpCond_uS/cm,HDO_mg/l,HDO_%Sat,Chl_ug/l,pH_mV,Int_Batt_V
07/30/19,15:39:10,24.45,7.18,0.11,9.1,8.31,99.2,0.04,-3.6,8.66
07/30/19,15:39:15,22.41,8.43,0.19,48650,7.05,97.3,0.44,-75.1,8.69
07/30/19,15:39:20,19.60,8.46,3.86,50110,7.22,95.3,0.56,-76.3,8.69
07/30/19,15:39:25,15.76,8.48,9.66,49990,7.70,94.4,1.39,-75.9,8.56
07/30/19,15:39:30,8.62,8.43,15.95,51710,8.38,88.9,1.76,-71.1,8.58
07/30/19,15:39:35,6.80,8.30,22.23,51360,8.12,82.5,1.10,-63.8,8.69
07/30/19,15:39:40,6.34,8.26,28.35,51490,8.14,81.9,0.72,-61.5,8.66
07/30/19,15:39:45,6.36,8.25,29.39,51500,8.16,82.0,0.97,-61.3,8.69
07/30/19,15:39:50,6.37,8.25,28.42,51510,8.23,82.8,0.84,-61.1,8.74
07/30/19,15:39:55,6.38,8.26,26.12,51450,8.26,83.1,0.78,-61.3,8.64
07/30/19,15:40:00,6.53,8.27,23.57,51420,8.29,83.7,0.94,-62.1,8.73
07/30/19,15:40:05,6.62,8.28,20.41,51360,8.31,84.0,1.12,-62.6,8.73
07/30/19,15:40:10,6.92,8.31,18.45,51280,8.31,84.6,1.50,-64.5,8.64
07/30/19,15:40:15,7.52,8.33,15.25,50720,8.34,85.9,1.55,-65.6,8.69
07/30/19,15:40:20,11.58,8.44,12.80,50080,7.84,88.2,2.50,-73.0,8.69
07/30/19,15:40:25,14.92,8.50,10.65,49630,7.49,90.2,1.56,-76.8,8.61
07/30/19,15:40:30,15.64,8.51,8.33,49760,9.17,112.0,1.43,-77.9,8.69
07/30/19,15:40:35,16.40,8.52,6.35,49380,9.11,112.8,1.12,-78.4,8.68
07/30/19,15:40:40,18.64,8.52,3.80,49380,8.88,114.8,0.65,-79.2,8.64
07/30/19,15:40:45,22.25,8.50,0.92,48600,8.53,117.5,0.37,-79.1,8.63
07/30/19,15:40:50,22.54,8.50,0.10,17990,9.68,118.5,4.10,-79.2,8.66
07/30/19,15:40:55,22.55,8.83,0.10,50.7,10.38,119.5,-0.35,-98.0,8.63
07/30/19,15:41:00,22.46,8.89,0.10,38.6,10.45,120.1,0.04,-101.4,8.66
07/30/19,15:41:05,22.55,8.96,0.10,27.9,10.37,119.4,0.06,-105.5,8.69
07/30/19,15:41:10,22.65,8.94,0.09,23.0,10.25,118.2,0.13,-104.2,8.59
07/30/19,15:41:15,22.70,8.91,0.10,20.5,9.93,114.7,0.07,-102.9,8.69
07/30/19,15:41:20,22.76,8.91,0.09,18.4,9.56,110.5,0.13,-102.6,8.64
07/30/19,15:41:25,22.82,8.89,0.10,16.9,9.38,108.6,0.01,-101.9,8.58
07/30/19,15:41:30,22.89,8.88,0.08,15.9,9.09,105.3,0.12,-101.2,8.64
Eureka_Manta_2,V7.04,02193610
DATE,TIME,Temp_deg_C,pH_units,Depth_m,SpCond_uS/cm,HDO_mg/l,HDO_%Sat,Chl_ug/l,pH_mV,Int_Batt_V
07/30/19,16:03:40,23.22,6.94,0.11,7.9,8.41,98.0,0.06,10.0,8.59
07/30/19,16:03:45,18.49,8.48,4.62,50440,7.10,92.0,0.58,-76.7,8.69
07/30/19,16:03:50,14.17,8.48,9.97,50390,7.49,89.1,1.71,-76.0,8.58
07/30/19,16:03:55,7.27,8.36,15.38,51850,8.23,84.8,1.27,-67.3,8.61
07/30/19,16:04:00,6.27,8.28,21.30,51520,7.93,79.6,0.68,-62.7,8.69
07/30/19,16:04:05,6.17,8.26,27.19,51580,7.94,79.6,0.57,-61.5,8.59
07/30/19,16:04:10,6.18,8.26,31.10,51580,7.97,79.9,0.63,-61.4,8.68
07/30/19,16:04:15,6.19,8.26,30.54,51580,8.00,80.2,0.63,-61.5,8.69
07/30/19,16:04:20,6.23,8.26,28.17,51540,8.06,80.8,0.65,-61.6,8.63
07/30/19,16:04:25,6.22,8.27,23.17,51480,8.11,81.3,0.69,-62.0,8.64
07/30/19,16:04:30,6.48,8.28,18.29,51410,8.13,82.0,0.87,-62.7,8.71
07/30/19,16:04:35,8.78,8.34,13.72,49910,7.82,82.6,1.84,-66.4,8.61
07/30/19,16:04:40,14.51,8.50,9.14,49840,7.18,85.8,1.69,-76.9,8.63
07/30/19,16:04:45,17.81,8.52,4.69,49210,8.97,114.1,0.76,-79.0,8.69
07/30/19,16:04:50,21.03,8.52,0.54,49150,8.96,120.9,0.36,-79.7,8.63
07/30/19,16:04:55,21.22,8.68,0.11,291.9,10.78,121.1,-0.13,-89.2,8.63
07/30/19,16:05:00,21.47,8.91,0.11,57.4,10.68,120.4,-0.15,-102.5,8.66
07/30/19,16:05:05,21.73,8.99,0.11,40.4,10.43,118.2,0.08,-106.8,8.59
07/30/19,16:05:10,22.16,8.98,0.11,28.4,10.23,116.9,0.13,-106.8,8.68
07/30/19,16:05:15,22.27,8.98,0.11,24.2,10.16,116.3,0.09,-106.6,8.63
07/30/19,16:05:20,22.26,8.96,0.11,21.5,10.08,115.4,0.10,-105.3,8.48
07/30/19,16:05:25,22.29,8.97,0.11,19.7,9.96,114.1,0.09,-105.9,8.49
07/30/19,16:05:30,22.29,8.95,0.11,18.3,9.81,112.4,0.13,-105.0,8.58
Eureka_Manta_2,V7.04,02193610
DATE,TIME,Temp_deg_C,pH_units,Depth_m,SpCond_uS/cm,HDO_mg/l,HDO_%Sat,Chl_ug/l,pH_mV,Int_Batt_V
07/30/19,16:24:40,17.69,8.50,3.68,51040,7.47,95.6,0.71,-77.9,8.69
07/30/19,16:24:45,10.28,8.45,9.39,50820,8.16,89.6,1.48,-72.9,8.58
07/30/19,16:24:50,8.96,8.41,15.73,50920,7.99,85.2,2.11,-70.6,8.58
07/30/19,16:24:55,7.27,8.34,21.55,51220,8.22,84.4,1.59,-66.3,8.68
07/30/19,16:25:00,7.24,8.34,27.24,51250,8.25,84.6,1.59,-66.0,8.61
07/30/19,16:25:05,7.24,8.34,32.50,51250,8.32,85.4,1.55,-65.9,8.63
07/30/19,16:25:10,7.26,8.34,34.80,51270,8.39,86.1,1.71,-65.9,8.63
07/30/19,16:25:15,7.25,8.34,34.70,51270,8.43,86.5,2.11,-66.0,8.63
07/30/19,16:25:20,7.26,8.34,32.76,51260,8.50,87.3,1.75,-66.3,8.68
07/30/19,16:25:25,7.25,8.35,28.40,51260,8.60,88.3,1.89,-66.6,8.66
07/30/19,16:25:30,7.25,8.36,24.72,51250,8.67,88.9,1.95,-67.0,8.64
07/30/19,16:25:35,7.26,8.36,20.90,51270,8.77,90.1,1.75,-67.4,8.69
07/30/19,16:25:40,7.38,8.37,18.01,51180,8.85,91.0,1.78,-67.8,8.61
07/30/19,16:25:45,8.43,8.38,16.30,50600,8.69,91.4,2.09,-68.7,8.69
07/30/19,16:25:50,9.02,8.44,13.78,50880,8.66,92.4,2.51,-72.1,8.68
07/30/19,16:25:55,9.44,8.46,10.85,50700,8.72,93.9,2.39,-73.0,8.66
07/30/19,16:26:00,10.76,8.48,8.14,50430,8.56,94.8,1.38,-74.8,8.66
07/30/19,16:26:05,13.84,8.52,5.21,49810,8.26,97.3,1.27,-77.9,8.66
07/30/19,16:26:10,19.76,8.53,2.70,48590,7.76,102.1,0.52,-80.4,8.69
07/30/19,16:26:15,21.64,8.53,0.11,49120,7.73,105.5,3.53,-80.5,8.66
07/30/19,16:26:20,21.65,8.65,0.11,1598,9.82,111.6,0.05,-87.5,8.64
07/30/19,16:26:25,21.72,8.89,0.11,55.0,10.27,116.4,0.06,-101.5,8.63
07/30/19,16:26:30,21.66,8.96,0.10,36.6,10.78,122.0,0.09,-105.5,8.61
07/30/19,16:26:35,21.64,8.96,0.11,28.2,10.64,120.4,0.08,-105.4,8.61
Eureka_Manta_2,V7.04,02193610
DATE,TIME,Temp_deg_C,pH_units,Depth_m,SpCond_uS/cm,HDO_mg/l,HDO_%Sat,Chl_ug/l,pH_mV,Int_Batt_V
07/30/19,16:49:50,26.18,8.02,0.12,0.1,8.27,101.8,0.16,-52.2,9.03
07/30/19,16:49:57,26.13,7.99,0.12,0.1,8.27,101.8,0.19,-51.0,8.99
07/30/19,16:50:00,26.11,7.97,0.12,0.1,8.28,101.8,0.19,-49.8,8.99
07/30/19,16:50:05,26.07,7.97,0.13,0.1,8.28,101.8,0.17,-49.8,9.01
07/30/19,16:50:10,26.04,7.94,0.12,0.1,8.28,101.8,0.16,-47.8,9.03
07/30/19,16:50:15,26.01,7.94,0.13,0.1,8.28,101.7,0.19,-48.1,9.01
07/30/19,16:50:20,25.98,7.94,0.11,0.1,8.28,101.7,0.17,-47.7,9.01
07/30/19,16:50:25,25.96,7.94,0.12,0.1,8.29,101.7,0.16,-48.1,9.01
07/30/19,16:50:30,25.93,7.95,0.12,0.1,8.29,101.6,0.21,-48.5,8.99
07/30/19,16:50:35,25.91,7.95,0.12,0.1,8.29,101.6,0.18,-48.2,9.03
