20190412_SBNMS
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
04/12/19,13:23:20,4.43,8.22,50690,28.76,5.79,11.29,107.8,-56.3,8.44,32.46,32440,-0.2
04/12/19,13:23:25,4.44,8.22,50670,23.56,6.42,11.31,108.0,-56.3,8.13,32.45,32430,-0.2
04/12/19,13:23:30,4.43,8.22,50680,18.27,6.11,11.32,108.1,-56.3,7.49,32.45,32430,-0.2
04/12/19,13:23:35,4.43,8.22,50630,13.97,6.83,11.35,108.4,-56.4,8.26,32.41,32400,-0.3
04/12/19,13:23:40,4.43,8.22,50650,9.52,6.55,11.36,108.5,-56.5,7.76,32.43,32420,-0.2
04/12/19,13:23:45,4.43,8.23,50640,4.64,6.10,11.38,108.7,-56.9,8.28,32.42,32410,-0.3
04/12/19,13:23:50,4.49,8.23,50440,0.15,4.11,11.39,108.8,-57.2,8.51,32.29,32280,-0.3
04/12/19,13:23:55,4.50,8.23,107.6,0.15,1.04,14.15,109.0,-56.9,8.78,0.04,68.9,-0.3
04/12/19,13:24:00,4.56,8.08,55.0,0.15,0.06,14.14,109.0,-48.9,8.76,0.02,35.2,-0.2
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
04/12/19,15:57:40,4.30,8.19,50610,24.71,6.60,10.75,102.3,-54.9,8.44,32.38,32390,-0.2
04/12/19,15:57:45,4.31,8.19,50600,27.42,7.00,10.83,103.1,-54.8,8.39,32.38,32380,-0.2
04/12/19,15:57:50,4.31,8.19,50590,26.70,6.01,10.90,103.7,-54.7,8.54,32.37,32370,-0.2
04/12/19,15:57:55,4.30,8.19,50610,26.31,7.67,10.92,103.9,-54.8,8.09,32.38,32390,-0.2
04/12/19,15:58:00,4.30,8.19,50510,21.20,7.26,10.96,104.3,-54.8,8.09,32.31,32320,-0.2
04/12/19,15:58:05,4.31,8.19,50590,14.47,6.07,10.99,104.6,-54.8,8.54,32.37,32370,-0.2
04/12/19,15:58:10,4.32,8.19,50560,8.17,7.17,11.03,105.0,-54.9,8.56,32.35,32360,-0.2
04/12/19,15:58:15,4.35,8.20,50610,2.12,5.89,11.09,105.6,-55.2,8.43,32.39,32390,-0.2
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
04/12/19,16:21:00,11.79,8.62,1.5,0.11,-0.06,10.15,93.3,-80.8,8.46,0.00,0.9,-0.3
04/12/19,16:21:05,11.80,8.60,1.5,0.11,-0.06,10.15,93.3,-79.6,8.64,0.00,1.0,-0.2
04/12/19,16:21:10,11.80,8.58,1.6,0.11,-0.05,10.14,93.3,-78.9,8.43,0.00,1.0,-0.2
04/12/19,16:21:15,11.80,8.56,1.6,0.11,-0.07,10.14,93.2,-77.8,8.66,0.00,1.0,-0.2
04/12/19,16:21:20,11.81,8.56,1.6,0.11,-0.08,10.13,93.2,-77.5,8.66,0.00,1.0,-0.3
04/12/19,16:21:25,11.81,8.55,1.6,0.11,-0.06,10.12,93.1,-77.2,8.36,0.00,1.0,-0.2
04/12/19,16:21:30,11.85,8.45,1.5,0.11,-0.07,10.10,93.0,-71.4,9.26,0.00,0.9,-0.3
04/12/19,16:21:35,11.84,8.46,1.5,0.10,-0.09,10.10,93.0,-72.1,9.28,0.00,1.0,-0.2
04/12/19,16:21:40,11.84,8.48,1.6,0.10,-0.07,10.09,92.9,-73.3,9.29,0.00,1.0,-0.2
04/12/19,16:21:45,11.84,8.49,1.6,0.11,-0.07,10.09,92.9,-73.7,9.29,0.00,1.0,-0.2
04/12/19,16:21:50,11.85,8.48,1.6,0.11,-0.07,10.09,92.8,-73.2,9.29,0.00,1.0,-0.3
04/12/19,16:21:55,11.85,8.48,1.6,0.11,-0.08,10.08,92.8,-72.9,9.31,0.00,1.0,-0.2
04/12/19,16:22:00,11.85,8.49,1.6,0.11,-0.08,10.08,92.8,-73.6,9.31,0.00,1.0,-0.2
04/12/19,16:22:05,11.85,8.49,1.7,0.11,-0.08,10.08,92.8,-73.4,9.31,0.00,1.1,-0.2
04/12/19,16:22:10,11.86,8.50,1.7,0.10,-0.08,10.07,92.7,-74.0,9.31,0.00,1.1,-0.2
