20190430_SBNMS
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
04/30/19,12:55:35,7.04,8.00,35.7,0.14,-7.87,12.72,104.5,-44.8,8.68,0.01,22.8,-0.2
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
04/30/19,13:20:00,6.84,8.23,49390,5.09,2.18,9.60,96.7,-57.8,8.88,31.83,31610,-0.2
04/30/19,13:20:05,6.12,8.22,49300,12.85,1.33,9.93,98.2,-57.0,8.88,31.69,31550,-0.3
04/30/19,13:20:10,4.94,8.18,50160,20.06,1.55,10.19,98.3,-54.5,8.93,32.16,32100,-0.3
04/30/19,13:20:15,4.91,8.17,50170,25.05,1.31,10.19,98.3,-53.9,8.69,32.16,32110,-0.2
04/30/19,13:20:20,4.92,8.17,50190,24.97,3.88,10.21,98.5,-53.9,8.96,32.17,32120,-0.3
04/30/19,13:20:25,4.92,8.17,50230,22.47,1.38,10.23,98.7,-53.9,8.88,32.21,32150,-0.3
04/30/19,13:20:30,4.97,8.17,50190,17.80,1.52,10.23,98.8,-54.0,8.84,32.18,32120,-0.3
04/30/19,13:20:35,5.94,8.18,49980,12.88,0.94,10.05,99.4,-54.8,8.96,32.16,31990,-0.3
04/30/19,13:20:40,6.77,8.22,49420,8.07,2.83,9.96,100.1,-56.9,8.96,31.85,31630,-0.3
04/30/19,13:20:45,6.84,8.24,49380,3.13,2.38,10.02,100.9,-58.2,8.74,31.82,31600,-0.2
04/30/19,13:20:50,7.31,8.25,49290,0.24,0.71,10.08,102.5,-58.6,8.88,31.81,31540,-0.3
04/30/19,13:20:55,7.31,8.24,156.0,0.11,-0.08,12.60,104.2,-58.4,8.81,0.07,99.8,-0.3
04/30/19,13:21:00,7.15,8.20,72.5,0.10,-7.36,12.74,104.9,-56.1,8.93,0.03,46.4,-0.3
04/30/19,13:21:05,6.99,8.10,46.3,0.11,-7.27,12.90,105.8,-50.2,8.89,0.02,29.6,-0.3
04/30/19,13:21:10,6.82,8.04,40.0,0.12,-7.32,12.94,105.7,-46.9,8.81,0.01,25.6,-0.3
04/30/19,13:21:15,6.71,8.01,37.4,0.11,-7.63,12.95,105.4,-45.2,8.58,0.01,23.9,-0.3
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
04/30/19,13:49:30,6.50,8.25,49270,5.08,5.30,9.81,98.0,-58.7,8.91,31.72,31530,-0.2
04/30/19,13:49:35,6.36,8.25,49510,11.99,8.36,9.96,99.2,-58.7,8.81,31.87,31690,-0.2
04/30/19,13:49:40,4.77,8.20,50180,18.88,2.25,10.33,99.3,-55.6,8.71,32.15,32110,-0.2
04/30/19,13:49:45,4.29,8.14,50560,24.26,2.08,10.41,99.0,-52.1,8.69,32.35,32360,-0.2
04/30/19,13:49:50,4.28,8.13,50560,29.61,2.02,10.37,98.6,-51.3,8.76,32.34,32360,-0.2
04/30/19,13:49:55,4.29,8.12,50520,30.34,1.94,10.35,98.4,-51.1,8.71,32.32,32330,-0.2
04/30/19,13:50:00,4.29,8.13,50480,30.23,1.43,10.33,98.2,-51.2,8.79,32.29,32300,-0.2
04/30/19,13:50:05,4.29,8.13,50630,26.53,3.21,10.31,98.1,-51.2,8.89,32.40,32400,-0.2
04/30/19,13:50:10,4.31,8.13,50530,21.66,4.89,10.30,98.0,-51.3,8.84,32.33,32340,-0.2
04/30/19,13:50:15,4.89,8.16,50250,16.54,2.30,10.15,97.9,-53.0,8.89,32.21,32160,-0.2
04/30/19,13:50:20,6.29,8.20,49610,11.35,4.06,9.87,98.2,-55.8,8.76,31.93,31750,-0.2
04/30/19,13:50:25,6.48,8.25,49370,6.75,6.30,9.86,98.4,-58.6,8.86,31.78,31600,-0.2
04/30/19,13:50:30,6.58,8.27,49410,1.86,5.58,10.43,104.4,-59.5,8.86,31.82,31620,-0.2
04/30/19,13:50:35,7.15,8.26,4542,0.12,0.64,12.69,106.2,-59.3,8.86,2.42,2907,-0.2
04/30/19,13:50:40,6.96,8.30,91.6,0.13,-0.50,13.00,106.6,-61.7,8.83,0.04,58.6,-0.2
04/30/19,13:50:45,6.84,8.25,82.7,0.12,-0.34,13.04,106.6,-58.5,8.86,0.03,52.9,-0.2
04/30/19,13:50:50,6.70,8.19,76.4,0.12,-0.32,13.01,105.9,-55.3,8.89,0.03,48.9,-0.2
04/30/19,13:50:55,6.58,8.14,56.3,0.12,-3.48,13.01,105.6,-52.5,8.86,0.02,36.0,-0.2
04/30/19,13:51:00,6.50,8.13,48.5,0.13,-3.79,12.96,105.0,-52.1,8.86,0.02,31.0,-0.2
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
04/30/19,14:11:10,6.25,8.26,49530,4.71,4.96,9.93,98.7,-58.9,8.74,31.87,31700,-0.3
04/30/19,14:11:15,5.86,8.26,49720,10.67,8.05,10.10,99.5,-58.8,8.81,31.96,31820,-0.2
04/30/19,14:11:20,5.02,8.22,50170,17.22,7.55,10.32,99.8,-56.5,8.81,32.17,32100,-0.2
04/30/19,14:11:25,4.48,8.17,50430,23.46,2.89,10.51,100.4,-53.4,8.86,32.28,32270,-0.2
04/30/19,14:11:30,4.44,8.15,50450,28.04,3.64,10.46,99.8,-52.3,8.88,32.29,32290,-0.2
04/30/19,14:11:35,4.44,8.14,50450,27.65,3.53,10.44,99.6,-52.2,8.69,32.29,32280,-0.2
04/30/19,14:11:40,4.45,8.14,50440,27.40,3.50,10.42,99.4,-52.2,8.61,32.29,32280,-0.2
04/30/19,14:11:45,4.46,8.14,50440,23.19,3.75,10.41,99.4,-52.2,8.74,32.29,32280,-0.3
04/30/19,14:11:50,4.65,8.15,50300,18.16,5.53,10.36,99.3,-52.7,8.89,32.22,32190,-0.3
04/30/19,14:11:55,5.47,8.19,49800,12.69,9.57,10.17,99.3,-55.2,8.81,31.97,31870,-0.2
04/30/19,14:12:00,6.05,8.24,49550,8.27,15.11,10.09,99.8,-57.9,8.83,31.86,31710,-0.2
