20190822_SBNMS
Eureka_Manta_2,V7.04,02193610
DATE,TIME,Temp_deg_C,pH_units,Depth_m,SpCond_uS/cm,HDO_mg/l,HDO_%Sat,Chl_ug/l,pH_mV,Int_Batt_V
08/22/19,16:26:30,8.32,8.31,26.12,51260,8.56,90.1,1.00,-64.9,8.44
08/22/19,16:26:35,8.32,8.32,26.60,51270,8.56,90.1,0.56,-65.1,8.51
08/22/19,16:26:40,8.32,8.32,26.55,51270,8.54,89.8,0.63,-65.5,8.39
08/22/19,16:26:45,8.31,8.33,26.28,51270,8.52,89.7,0.57,-65.7,8.41
08/22/19,16:26:50,8.33,8.33,24.66,51250,8.51,89.6,0.59,-65.9,8.49
08/22/19,16:26:55,10.12,8.41,20.69,50200,8.20,89.4,4.04,-70.6,8.48
08/22/19,16:27:00,10.55,8.46,17.60,50680,8.16,90.1,5.93,-73.4,8.38
08/22/19,16:27:05,10.65,8.47,14.79,50620,8.67,95.9,7.47,-74.1,8.44
08/22/19,16:27:10,15.27,8.56,12.05,48580,8.31,100.3,3.28,-80.4,8.41
08/22/19,16:27:15,17.25,8.58,9.15,49770,9.07,114.4,2.33,-82.5,8.38
08/22/19,16:27:20,18.59,8.59,7.12,49820,9.12,118.0,1.87,-83.4,8.48
08/22/19,16:27:25,18.75,8.60,6.29,49900,9.32,121.0,1.90,-83.7,8.39
08/22/19,16:27:30,19.01,8.60,4.37,49880,9.31,121.5,1.58,-83.9,8.41
08/22/19,16:27:35,19.90,8.60,2.46,49880,9.18,121.8,0.83,-84.1,8.41
08/22/19,16:27:40,19.95,8.60,0.05,49880,9.21,122.2,1.13,-84.0,8.38
08/22/19,16:27:45,20.31,8.90,0.05,65.6,11.10,122.3,0.06,-101.6,8.33
08/22/19,16:27:50,20.73,8.96,0.05,42.1,11.00,122.2,-0.19,-104.8,8.43
08/22/19,16:27:55,20.62,9.03,0.05,54.0,11.02,122.2,0.12,-108.6,8.44
08/22/19,16:28:00,21.13,8.98,0.04,34.3,10.71,120.0,0.09,-106.1,8.29
08/22/19,16:28:05,21.27,8.99,0.04,30.1,10.57,118.7,0.17,-106.9,8.41
08/22/19,16:28:10,21.17,8.97,0.04,27.2,10.31,115.6,0.09,-105.5,8.14
Eureka_Manta_2,V7.04,02193610
DATE,TIME,Temp_deg_C,pH_units,Depth_m,SpCond_uS/cm,HDO_mg/l,HDO_%Sat,Chl_ug/l,pH_mV,Int_Batt_V
08/22/19,17:31:20,19.50,8.55,2.23,49810,7.31,96.2,1.24,-81.4,8.54
08/22/19,17:31:25,19.38,8.56,2.30,49950,7.60,99.8,1.30,-81.5,8.48
08/22/19,17:31:30,19.38,8.56,2.40,49910,7.84,103.0,1.24,-81.5,8.56
08/22/19,17:31:35,19.32,8.56,2.14,49910,7.97,104.6,1.46,-81.6,8.58
08/22/19,17:31:40,16.83,8.55,7.41,50580,8.47,106.3,2.69,-80.6,8.48
08/22/19,17:31:45,11.21,8.47,12.90,51340,9.23,103.6,6.11,-76.6,8.56
08/22/19,17:31:50,9.53,8.38,17.77,51140,9.42,101.8,1.89,-69.9,8.44
08/22/19,17:31:55,8.30,8.32,22.75,51600,9.42,99.2,0.65,-66.5,8.53
08/22/19,17:32:00,7.61,8.29,27.43,51590,9.36,97.0,0.51,-63.9,8.59
08/22/19,17:32:05,7.50,8.28,30.01,51470,9.30,96.1,2.04,-63.0,8.43
08/22/19,17:32:10,7.51,8.28,29.64,51470,9.06,93.6,0.41,-63.0,8.44
08/22/19,17:32:15,7.51,8.28,27.43,51470,8.78,90.8,0.38,-63.0,8.54
08/22/19,17:32:20,7.53,8.29,27.47,51460,8.70,90.0,0.31,-63.3,8.56
08/22/19,17:32:25,7.51,8.29,28.00,51500,8.59,88.8,0.36,-63.4,8.48
08/22/19,17:32:30,7.50,8.29,27.62,51460,8.53,88.2,0.28,-63.6,8.53
08/22/19,17:32:35,7.50,8.29,27.85,51480,8.51,88.0,0.30,-63.7,8.54
08/22/19,17:32:40,7.51,8.30,27.87,51490,8.47,87.5,0.31,-63.9,8.56
08/22/19,17:32:45,7.51,8.30,28.27,51480,8.45,87.3,0.28,-64.2,8.53
08/22/19,17:32:50,7.49,8.30,28.97,51500,8.41,86.9,0.31,-64.2,8.51
08/22/19,17:32:55,7.50,8.31,29.19,51500,8.40,86.8,0.33,-64.5,8.53
08/22/19,17:33:00,7.49,8.31,28.61,51490,8.36,86.4,0.34,-64.6,8.56
08/22/19,17:33:05,7.55,8.31,25.91,51450,8.34,86.2,0.37,-64.7,8.51
08/22/19,17:33:10,8.05,8.33,23.00,51210,8.22,86.0,0.49,-65.6,8.53
08/22/19,17:33:15,8.31,8.34,19.97,51190,8.18,86.0,0.64,-66.5,8.53
08/22/19,17:33:20,9.20,8.39,16.88,50950,8.03,86.1,1.62,-69.1,8.54
08/22/19,17:33:25,9.62,8.41,14.02,50870,8.02,86.8,2.49,-70.6,8.53
08/22/19,17:33:30,10.19,8.44,11.27,50670,8.04,88.0,5.11,-72.5,8.51
08/22/19,17:33:35,12.51,8.52,8.49,49860,7.77,89.1,4.18,-77.7,8.54
08/22/19,17:33:40,15.64,8.57,5.98,49780,8.86,108.3,4.01,-81.1,8.53
08/22/19,17:33:45,17.18,8.58,3.70,49650,8.96,112.8,2.62,-82.4,8.49
08/22/19,17:33:50,19.21,8.60,1.52,49660,9.26,121.2,1.40,-83.7,8.43
08/22/19,17:33:55,19.70,8.59,0.03,34810,9.91,122.9,1.10,-83.7,8.53
08/22/19,17:34:00,19.92,8.82,0.02,219.8,11.23,122.9,-0.00,-96.5,8.51
08/22/19,17:34:05,20.10,8.95,0.02,50.0,11.14,122.3,-0.24,-104.0,8.41
08/22/19,17:34:10,20.30,8.99,0.02,40.1,11.03,121.5,-0.01,-106.5,8.49
08/22/19,17:34:15,20.36,8.99,0.01,33.4,10.98,121.1,0.10,-106.4,8.51
08/22/19,17:34:20,20.21,8.99,0.01,29.5,10.94,120.3,0.11,-106.7,8.33
08/22/19,17:34:25,20.30,9.01,0.01,26.3,10.78,118.8,0.01,-107.5,8.41
08/22/19,17:34:30,20.30,8.98,0.01,22.5,10.65,117.3,0.11,-105.9,8.28
Eureka_Manta_2,V7.04,02193610
DATE,TIME,Temp_deg_C,pH_units,Depth_m,SpCond_uS/cm,HDO_mg/l,HDO_%Sat,Chl_ug/l,pH_mV,Int_Batt_V
