20190318_SBNMS
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
03/18/19,06:54:10,7.16,5.84,10.8,0.09,0.00,9.08,74.8,73.3,0.00,0.00,6.9,-0.3
03/18/19,06:54:15,7.17,5.84,16.4,0.10,0.00,9.08,74.8,73.3,0.00,0.00,10.5,-0.2
03/18/19,06:54:20,7.17,5.84,11.6,0.10,0.01,9.08,74.8,73.3,0.00,0.00,7.4,-0.2
03/18/19,06:54:25,7.18,5.84,6.0,0.10,-0.00,9.08,74.8,73.2,0.00,0.00,3.8,-0.2
03/18/19,06:54:30,7.19,5.84,19.2,0.10,0.00,9.08,74.8,73.2,0.00,0.01,12.3,-0.2
03/18/19,06:54:35,7.20,5.84,7.5,0.10,0.02,9.08,74.8,73.2,0.00,0.00,4.8,-0.2
03/18/19,06:54:40,7.20,5.84,39.0,0.10,0.00,9.07,74.8,73.1,0.00,0.01,24.9,-0.2
03/18/19,06:54:45,7.21,5.84,10.8,0.11,0.00,9.07,74.8,73.3,0.00,0.00,6.9,-0.2
03/18/19,06:54:50,7.21,5.84,9.6,0.10,0.01,9.07,74.8,73.4,0.00,0.00,6.1,-0.3
Eureka_Manta_2,V7.03,08162383
DATE,TIME,Temp_deg_C,pH_units,SpCond_uS/cm,Depth_m,Chl_ug/l,HDO_mg/l,HDO_%Sat,pH_mV,Int_Batt_V,Salinity_PSS,TDS_mg/l,ORP_mV
03/18/19,14:56:50,11.23,9.73,3.2,0.12,-0.08,11.06,100.4,-144.2,0.01,0.00,2.0,-0.2
