EVENT_ID,STAT_ID,PROF_DATE_TIME_LOCAL,LATITUDE,LONGITUDE,DEPTH (m),SAMPLE_DEPTH_CODE,CONDTVY (mS/cm),DISS_OXYGEN (mg/L),FLU_RAW (ug/L),PCT_SAT (PCT),pH (),SAL (PSU),SIGMA_T (),TEMP (C),TRANS (m-1),VAL_QUAL,Data Source
WN221,N04,2022-02-10 08:27:00,42.44536591,-70.73554993,35.94857788,D,31.13241577,10.16077232,0.466780603,97.80748749,,32.70412827,25.90044212,4.587341785,0.657226741,,MassBay_2020_to_2022_CONCAT
WN221,N04,2022-02-10 08:28:00,42.44548798,-70.73545837,24.54473305,B,31.1041832,10.17580414,0.486005306,97.891922,,32.70133209,25.9007206,4.562889099,0.658425391,,MassBay_2020_to_2022_CONCAT
WN221,N04,2022-02-10 08:28:00,42.44568634,-70.73531342,10.89990425,C,31.09454346,10.18170071,0.48399663,97.9387207,,32.70112991,25.90089417,4.558803082,0.613353968,,MassBay_2020_to_2022_CONCAT
WN221,N04,2022-02-10 08:29:00,42.44574356,-70.73523712,1.403890848,A,31.09379768,10.18649578,0.45012328,97.99707031,,32.69971848,25.89911652,4.564284325,0.645458519,,MassBay_2020_to_2022_CONCAT
WN221,F22,2022-02-10 08:59:00,42.48169708,-70.61647034,75.87553406,E,32.57715225,9.535710335,0.354015052,95.10914612,,32.95416641,25.93792343,5.993882179,0.757210553,,MassBay_2020_to_2022_CONCAT
WN221,F22,2022-02-10 09:01:00,42.48175812,-70.61629486,57.19498825,D,32.38599014,9.657936096,0.339955211,95.93859863,,32.89983368,25.91374779,5.838484764,0.623867095,,MassBay_2020_to_2022_CONCAT
WN221,F22,2022-02-10 09:02:00,42.48169327,-70.6160965,38.42214966,C,32.04336548,9.962474823,0.614552259,98.20140076,,32.81469727,25.88202286,5.538259029,0.554342926,,MassBay_2020_to_2022_CONCAT
WN221,F22,2022-02-10 09:03:00,42.48174667,-70.61595154,21.09865379,B,31.95978737,10.02549267,0.560608447,98.64216614,,32.79854584,25.87747574,5.466483116,0.559020758,,MassBay_2020_to_2022_CONCAT
WN221,F22,2022-02-10 09:04:00,42.48181152,-70.61585236,2.698661089,A,31.95011139,10.04766846,0.461600661,98.85858154,,32.79709625,25.87619781,5.466146469,0.528664768,,MassBay_2020_to_2022_CONCAT
WN221,N21,2022-02-10 10:00:00,42.38824844,-70.78538513,31.68082047,E,30.33190536,10.29566383,0.543966174,97.03644562,,32.586689,25.89016151,3.761221647,0.799387634,,MassBay_2020_to_2022_CONCAT
WN221,N21,2022-02-10 10:01:00,42.3884201,-70.78538513,23.64183807,D,30.80002975,10.23840523,0.59848392,97.8474884,,32.58092117,25.8296814,4.326327801,0.753126442,,MassBay_2020_to_2022_CONCAT
WN221,N21,2022-02-10 10:02:00,42.3884697,-70.78533936,16.98777771,B,30.8273983,10.2070837,0.724807143,97.73065186,,32.5265007,25.77708817,4.41724968,0.75101006,,MassBay_2020_to_2022_CONCAT
WN221,N21,2022-02-10 10:02:00,42.38854218,-70.78529358,10.29315472,C,30.85513306,10.21723938,0.678251863,98.00196838,,32.47773361,25.72943497,4.503062248,0.758612454,,MassBay_2020_to_2022_CONCAT
