Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond µS/cm,TDS mg/L,Turbidity FNU,TSS mg/L,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
11/1/2022,10:08:00,0.0,SQ03,49744.8,0.045,55313.3,101.8,101.1,7.45,0.065,36.39,54838.7,35645,1266.89,0,8.09,-83.8,20.137,0.042,89.99999,180.00000,99.9,2.87,12.1,761.6
11/1/2022,10:08:06,0.0,SQ03,49744.2,0.045,55312.3,101.7,101.0,7.44,0.066,36.39,54837.7,35645,358.73,0,8.09,-83.7,20.137,0.055,89.99999,180.00000,99.9,2.87,12.1,761.5
11/1/2022,10:23:10,0.0,SQ03,50243.1,0.046,55103.1,99.2,98.5,7.19,0.067,36.27,54683.2,35544,73.40,0,7.96,-76.8,20.749,0.058,89.99999,180.00000,99.9,2.87,12.1,761.6
11/1/2022,10:23:14,0.0,SQ03,50262.1,0.046,55118.4,99.0,98.3,7.17,0.068,36.28,54698.8,35554,85.76,0,7.96,-76.7,20.753,0.047,89.99999,180.00000,99.9,2.87,12.1,761.7
11/1/2022,10:23:18,0.0,SQ03,50277.6,0.047,55129.1,98.8,98.1,7.15,0.068,36.29,54709.9,35561,108.20,0,7.96,-76.6,20.758,0.060,89.99999,180.00000,99.9,2.87,12.1,761.6
11/1/2022,10:23:38,0.0,SQ03,50205.9,0.046,55074.5,98.4,97.7,7.13,0.068,36.25,54653.9,35525,156.34,0,7.96,-76.5,20.739,0.050,89.99999,180.00000,99.9,2.87,12.1,761.6
11/1/2022,10:23:41,0.0,SQ03,50210.5,0.047,55089.6,98.4,97.7,7.13,0.068,36.26,54668.2,35534,160.72,0,7.95,-76.4,20.731,0.042,89.99999,180.00000,99.9,2.87,12.1,761.6
11/1/2022,10:23:45,0.0,SQ03,50212.3,0.046,55087.1,98.1,97.5,7.11,0.067,36.26,54666.1,35533,161.53,0,7.95,-76.3,20.734,0.043,89.99999,180.00000,99.9,2.87,12.1,761.6
11/1/2022,10:24:05,0.0,SQ03,50200.3,0.046,55081.9,98.1,97.4,7.11,0.067,36.25,54660.3,35529,76.36,0,7.95,-76.0,20.728,0.055,89.99999,180.00000,99.9,2.87,12.1,761.6
11/1/2022,10:24:09,0.0,SQ03,50194.8,0.045,55069.9,98.2,97.6,7.12,0.066,36.24,54648.9,35522,300.51,0,7.95,-75.9,20.733,0.056,89.99999,180.00000,99.9,2.87,12.1,761.6
11/1/2022,10:24:13,0.0,SQ03,50192.2,0.046,55060.6,98.2,97.5,7.11,0.066,36.24,54640.1,35516,317.19,0,7.95,-75.9,20.738,0.039,89.99999,180.00000,99.9,2.87,12.1,761.6
11/1/2022,10:24:35,0.0,SQ03,50156.7,0.045,55058.5,98.4,97.7,7.13,0.066,36.23,54635.4,35513,84.77,0,7.95,-76.1,20.708,0.045,89.99999,180.00000,99.9,2.87,12.1,761.7
11/1/2022,10:24:38,0.0,SQ03,50158.3,0.046,55060.6,98.3,97.6,7.13,0.067,36.24,54637.5,35514,132.39,0,7.95,-76.0,20.708,0.043,89.99999,180.00000,99.9,2.87,12.1,761.6
11/1/2022,10:24:42,0.0,SQ03,50157.4,0.047,55056.0,98.0,97.3,7.11,0.068,36.23,54633.2,35512,185.38,0,7.95,-75.9,20.711,0.039,89.99999,180.00000,99.9,2.87,12.1,761.6
11/1/2022,10:25:04,0.0,SQ03,50206.9,0.047,55104.5,98.1,97.4,7.11,0.068,36.27,54681.7,35543,228.79,0,7.95,-76.1,20.716,0.062,89.99999,180.00000,99.9,2.87,12.1,761.6
11/1/2022,10:25:09,0.0,SQ03,50212.0,0.047,55082.9,98.0,97.3,7.10,0.068,36.25,54662.2,35530,267.37,0,7.95,-75.9,20.738,0.057,89.99999,180.00000,99.9,2.87,12.1,761.6
11/1/2022,10:25:14,0.0,SQ03,50211.4,0.047,55078.0,97.7,97.0,7.07,0.068,36.25,54657.6,35527,1102.03,0,7.94,-75.8,20.741,0.037,89.99999,180.00000,99.9,2.87,12.1,761.6
11/2/2022,09:52:56,0.0,SQ03,49458.7,0.135,55560.2,102.1,101.4,7.53,0.197,36.54,55045.6,35780,135.51,0,8.04,-81.0,19.686,0.140,89.99999,180.00000,99.9,2.87,12.1,768.4
11/2/2022,09:52:59,0.0,SQ03,49474.2,0.135,55566.9,102.5,101.8,7.56,0.197,36.55,55052.9,35784,141.26,0,8.04,-81.0,19.695,0.140,89.99999,180.00000,99.9,2.87,12.1,768.4
11/2/2022,09:53:03,0.0,SQ03,49486.3,0.135,55573.4,102.8,102.1,7.58,0.197,36.55,55059.8,35789,141.29,0,8.04,-81.0,19.700,0.131,89.99999,180.00000,99.9,2.87,12.1,768.4
11/2/2022,09:54:04,0.0,SQ03,49127.1,0.134,55199.2,103.3,102.6,7.63,0.195,36.28,54687.2,35547,326.56,0,8.03,-80.4,19.677,0.119,89.99999,180.00000,99.9,2.87,12.1,768.4
11/2/2022,09:54:07,0.0,SQ03,49131.0,0.134,55196.5,103.5,102.7,7.64,0.195,36.27,54684.9,35545,377.60,0,8.03,-80.2,19.683,0.129,89.99999,180.00000,99.9,2.87,12.1,768.4
11/2/2022,09:54:11,0.0,SQ03,49134.8,0.134,55195.3,103.4,102.7,7.63,0.196,36.27,54684.1,35545,405.85,0,8.02,-80.0,19.687,0.139,89.99999,180.00000,99.9,2.87,12.1,768.4
11/2/2022,09:55:20,0.0,SQ03,48985.9,0.135,55248.5,103.6,102.9,7.67,0.197,36.30,54722.4,35570,345.34,0,8.03,-80.2,19.511,0.135,89.99999,180.00000,99.9,2.87,12.1,768.4
11/2/2022,09:55:24,0.0,SQ03,48988.0,0.135,55235.0,103.7,103.0,7.68,0.197,36.29,54710.1,35562,355.88,0,8.02,-80.0,19.524,0.144,89.99999,180.00000,99.9,2.87,12.1,768.4
11/2/2022,09:55:28,0.0,SQ03,48991.8,0.135,55235.5,103.7,103.0,7.68,0.197,36.29,54710.9,35562,310.88,0,8.02,-79.9,19.527,0.148,89.99999,180.00000,99.9,2.87,12.1,768.4
11/2/2022,09:56:35,0.0,SQ03,49202.5,0.134,55178.9,103.6,102.9,7.64,0.196,36.27,54673.9,35538,287.28,0,8.05,-81.3,19.760,0.131,89.99999,180.00000,99.9,2.87,12.1,768.4
11/2/2022,09:56:39,0.0,SQ03,49202.9,0.134,55181.4,103.5,102.8,7.63,0.195,36.27,54676.3,35540,320.86,0,8.05,-81.2,19.759,0.132,89.99999,180.00000,99.9,2.87,12.1,768.4
11/2/2022,09:56:42,0.0,SQ03,49200.7,0.134,55179.9,103.4,102.7,7.62,0.196,36.27,54674.7,35539,339.06,0,8.04,-81.2,19.758,0.133,89.99999,180.00000,99.9,2.87,12.1,768.4
11/2/2022,09:57:52,0.0,SQ03,49392.0,0.135,55125.3,103.2,102.5,7.58,0.196,36.24,54638.5,35515,357.86,0,8.02,-80.0,19.973,0.133,89.99999,180.00000,99.9,2.87,12.1,768.3
11/2/2022,09:57:56,0.0,SQ03,49395.6,0.135,55132.7,103.0,102.3,7.57,0.197,36.24,54645.6,35520,775.80,0,8.02,-79.9,19.970,0.148,89.99999,180.00000,99.9,2.87,12.1,768.3
11/2/2022,09:58:01,0.0,SQ03,49397.5,0.134,55138.1,102.9,102.2,7.56,0.196,36.25,54650.7,35523,800.82,0,8.02,-79.7,19.967,0.116,89.99999,180.00000,99.9,2.87,12.1,768.4
11/2/2022,10:00:15,0.0,SQ03,49987.2,0.138,56907.5,101.3,100.6,7.51,0.201,37.50,56332.0,36616,60.45,0,8.17,-88.2,19.103,0.142,89.99999,180.00000,99.9,2.87,12.1,768.4
11/2/2022,10:00:36,0.0,SQ03,50130.2,0.137,57096.3,101.3,100.6,7.50,0.201,37.64,56517.2,36736,53.45,0,8.18,-88.5,19.083,0.145,89.99999,180.00000,99.9,2.87,12.1,768.4
11/2/2022,10:00:42,0.0,SQ03,50141.4,0.137,57109.1,101.2,100.5,7.49,0.200,37.65,56529.9,36744,46.80,0,8.18,-88.8,19.083,0.145,89.99999,180.00000,99.9,2.87,12.1,768.4
11/2/2022,10:00:49,0.0,SQ03,50152.2,0.136,57122.1,101.2,100.5,7.49,0.198,37.66,56542.8,36753,43.95,0,8.20,-89.4,19.083,0.150,89.99999,180.00000,99.9,2.87,12.1,768.4
11/2/2022,10:02:28,0.0,SQ03,49260.5,0.135,56461.8,102.8,102.1,7.67,0.197,37.16,55867.3,36314,202.84,0,8.24,-92.1,18.808,0.133,89.99999,180.00000,99.9,2.87,12.1,768.4
11/2/2022,10:02:37,0.0,SQ03,49290.5,0.135,56494.6,102.9,102.2,7.68,0.197,37.18,55899.9,36335,785.25,0,8.24,-92.1,18.810,0.148,89.99999,180.00000,99.9,2.87,12.1,768.4
11/2/2022,10:02:42,0.0,SQ03,49285.7,0.135,56494.8,102.9,102.2,7.68,0.197,37.18,55899.7,36335,463.56,0,8.25,-92.1,18.805,0.145,89.99999,180.00000,99.9,2.87,12.1,768.4
11/2/2022,10:04:05,0.0,SQ03,48891.1,0.136,55367.2,103.1,102.4,7.66,0.198,36.38,54825.5,35637,397.25,0,8.20,-89.5,19.333,0.137,89.99999,180.00000,99.9,2.87,12.1,768.5
11/2/2022,10:04:12,0.0,SQ03,48899.5,0.136,55383.5,102.8,102.1,7.64,0.198,36.39,54841.3,35647,1430.43,0,8.19,-89.3,19.327,0.124,89.99999,180.00000,99.9,2.87,12.1,768.5
11/2/2022,10:04:16,0.0,SQ03,48897.8,0.136,55383.7,102.8,102.1,7.63,0.199,36.39,54841.3,35647,832.37,0,8.19,-89.2,19.326,0.131,89.99999,180.00000,99.9,2.87,12.1,768.4
11/2/2022,10:05:47,0.0,SQ03,49303.9,0.137,56148.8,101.2,100.5,7.52,0.201,36.94,55579.7,36127,115.62,0,8.19,-89.3,19.089,0.160,89.99999,180.00000,99.9,2.87,12.1,768.5
11/2/2022,10:05:51,0.0,SQ03,49309.6,0.138,56151.3,100.7,100.1,7.49,0.201,36.94,55582.5,36129,88.61,0,8.19,-89.3,19.091,0.133,89.99999,180.00000,99.9,2.87,12.1,768.5
11/2/2022,10:05:55,0.0,SQ03,49288.0,0.137,56124.2,100.4,99.7,7.47,0.200,36.92,55555.8,36111,60.43,0,8.19,-89.2,19.093,0.142,89.99999,180.00000,99.9,2.87,12.1,768.5
11/2/2022,10:07:30,0.0,SQ03,48835.3,0.137,55055.1,102.5,101.8,7.60,0.199,36.16,54532.4,35446,523.46,0,8.25,-92.5,19.530,0.132,89.99999,180.00000,99.9,2.87,12.1,768.5
11/2/2022,10:07:35,0.0,SQ03,48825.7,0.137,55047.9,102.5,101.8,7.59,0.200,36.16,54525.0,35441,267.38,0,8.25,-92.4,19.527,0.128,89.99999,180.00000,99.9,2.87,12.1,768.4
11/2/2022,10:07:39,0.0,SQ03,48819.0,0.138,55043.2,102.4,101.7,7.59,0.201,36.15,54520.3,35438,172.35,0,8.25,-92.3,19.525,0.134,89.99999,180.00000,99.9,2.87,12.1,768.4
11/2/2022,10:11:01,0.0,SQ03,49245.8,0.138,55581.0,102.1,101.4,7.55,0.201,36.55,55049.3,35782,163.39,0,8.15,-86.9,19.480,0.140,89.99999,180.00000,99.9,2.87,12.1,768.6
11/2/2022,10:11:04,0.0,SQ03,49256.7,0.137,55586.0,102.2,101.5,7.56,0.200,36.55,55054.6,35786,457.85,0,8.15,-87.0,19.486,0.120,89.99999,180.00000,99.9,2.87,12.1,768.5
11/2/2022,10:11:10,0.0,SQ03,49260.7,0.137,55586.6,102.2,101.5,7.56,0.200,36.55,55055.5,35786,2573.40,0,8.15,-87.2,19.489,0.125,89.99999,180.00000,99.9,2.87,12.1,768.6
11/2/2022,10:12:02,0.0,SQ03,49455.1,0.138,56637.4,101.2,100.5,7.54,0.202,37.29,56043.9,36429,30.54,0,8.19,-89.3,18.845,0.142,89.99999,180.00000,99.9,2.87,12.1,768.5
11/2/2022,10:12:07,0.0,SQ03,49577.6,0.138,56757.8,100.7,100.0,7.50,0.201,37.38,56164.3,36507,39.79,0,8.20,-89.5,18.860,0.137,89.99999,180.00000,99.9,2.87,12.1,768.6
11/2/2022,10:12:10,0.0,SQ03,49589.0,0.138,56759.7,100.5,99.8,7.48,0.201,37.38,56166.8,36508,48.25,0,8.20,-89.5,18.869,0.134,89.99999,180.00000,99.9,2.87,12.1,768.5
11/2/2022,10:13:15,0.0,SQ03,48975.5,0.139,55413.7,102.8,102.1,7.62,0.202,36.42,54874.8,35669,40.38,0,8.16,-87.3,19.371,0.133,89.99999,180.00000,99.9,2.87,12.1,768.5
11/2/2022,10:13:20,0.0,SQ03,48972.9,0.139,55413.0,102.7,102.0,7.62,0.202,36.42,54873.9,35668,35.66,0,8.15,-87.2,19.370,0.146,89.99999,180.00000,99.9,2.87,12.1,768.5
11/2/2022,10:13:24,0.0,SQ03,48976.7,0.138,55416.7,102.6,101.9,7.61,0.201,36.42,54877.6,35670,35.78,0,8.15,-86.9,19.370,0.132,89.99999,180.00000,99.9,2.87,12.1,768.6
11/2/2022,10:14:38,0.0,SQ03,49019.7,0.137,55179.6,102.3,101.6,7.57,0.200,36.26,54661.1,35530,67.18,0,8.18,-88.7,19.596,0.148,89.99999,180.00000,99.9,2.87,12.1,768.7
11/2/2022,10:14:42,0.0,SQ03,49026.5,0.138,55185.8,102.1,101.4,7.55,0.202,36.26,54667.4,35534,1938.51,0,8.18,-88.7,19.598,0.136,89.99999,180.00000,99.9,2.87,12.1,768.6
11/2/2022,10:14:45,0.0,SQ03,49036.0,0.138,55194.1,101.9,101.2,7.54,0.201,36.27,54675.8,35539,849.52,0,8.18,-88.6,19.600,0.140,89.99999,180.00000,99.9,2.87,12.1,768.6
11/2/2022,10:15:42,0.0,SQ03,49027.1,0.138,55052.2,102.3,101.6,7.55,0.202,36.17,54543.8,35453,85.61,0,8.24,-92.2,19.705,0.124,89.99999,180.00000,99.9,2.87,12.1,768.6
11/2/2022,10:15:46,0.0,SQ03,49023.9,0.139,55051.3,102.0,101.3,7.54,0.203,36.17,54542.7,35453,307.59,0,8.24,-92.2,19.702,0.130,89.99999,180.00000,99.9,2.87,12.1,768.5
11/2/2022,10:15:49,0.0,SQ03,49019.4,0.138,55048.6,101.9,101.2,7.53,0.202,36.17,54539.9,35451,990.73,0,8.24,-92.3,19.701,0.136,89.99999,180.00000,99.9,2.87,12.1,768.7
11/2/2022,10:18:29,0.0,SQ03,49250.3,0.137,55834.1,101.7,101.0,7.54,0.200,36.72,55284.1,35935,3969.88,0,8.11,-84.6,19.286,0.132,89.99999,180.00000,99.9,2.87,12.1,768.5
11/2/2022,10:18:34,0.0,SQ03,49251.2,0.138,55836.6,101.7,101.0,7.55,0.201,36.72,55286.5,35936,8110.25,0,8.11,-84.5,19.285,0.136,89.99999,180.00000,99.9,2.87,12.1,768.5
11/2/2022,10:18:38,0.0,SQ03,49252.3,0.138,55836.9,101.8,101.1,7.55,0.201,36.72,55286.9,35936,20375.00,0,8.10,-84.4,19.285,0.142,89.99999,180.00000,99.9,2.87,12.1,768.6
11/2/2022,10:19:40,0.0,SQ03,48961.4,0.139,55195.7,102.5,101.8,7.59,0.203,36.26,54671.8,35537,111.23,0,8.16,-87.6,19.531,0.143,89.99999,180.00000,99.9,2.87,12.1,768.7
11/2/2022,10:19:44,0.0,SQ03,48962.9,0.140,55197.9,102.4,101.7,7.58,0.204,36.27,54673.9,35538,116.77,0,8.16,-87.6,19.531,0.153,89.99999,180.00000,99.9,2.87,12.1,768.7
11/2/2022,10:19:48,0.0,SQ03,48964.6,0.141,55200.2,102.3,101.6,7.58,0.205,36.27,54676.2,35540,78.13,0,8.16,-87.5,19.531,0.145,89.99999,180.00000,99.9,2.87,12.1,768.6
11/2/2022,10:20:43,0.0,SQ03,49355.7,0.140,56456.3,101.9,101.2,7.60,0.204,37.16,55868.8,36315,86.46,0,8.16,-87.2,18.897,0.152,89.99999,180.00000,99.9,2.87,12.1,768.6
11/2/2022,10:21:01,0.0,SQ03,49459.8,0.140,56611.4,101.7,101.0,7.58,0.204,37.27,56020.1,36413,97.42,0,8.15,-86.9,18.869,0.133,89.99999,180.00000,99.9,2.87,12.1,768.7
11/2/2022,10:21:12,0.0,SQ03,49489.1,0.139,56649.8,101.6,100.9,7.57,0.203,37.30,56057.8,36438,195.68,0,8.15,-86.9,18.865,0.121,89.99999,180.00000,99.9,2.87,12.1,768.6
11/2/2022,10:22:11,0.0,SQ03,49876.9,0.138,57144.3,103.2,102.5,7.68,0.202,37.66,56544.1,36754,114.69,0,8.08,-83.1,18.827,0.133,89.99999,180.00000,99.9,2.87,12.1,768.6
11/2/2022,10:22:16,0.0,SQ03,49887.3,0.138,57160.5,103.2,102.4,7.67,0.202,37.67,56559.9,36764,99.59,0,8.08,-82.9,18.823,0.130,89.99999,180.00000,99.9,2.87,12.1,768.6
11/2/2022,10:22:21,0.0,SQ03,49898.7,0.139,57178.1,103.2,102.4,7.67,0.203,37.69,56576.9,36775,517.76,0,8.08,-82.7,18.820,0.130,89.99999,180.00000,99.9,2.87,12.1,768.5
11/2/2022,10:23:29,0.0,SQ03,49299.6,0.141,56093.2,102.7,102.0,7.63,0.206,36.90,55527.8,36093,44.06,0,8.11,-84.9,19.128,0.152,89.99999,180.00000,99.9,2.87,12.1,768.7
11/2/2022,10:23:33,0.0,SQ03,49298.3,0.141,56096.7,102.4,101.7,7.61,0.206,36.91,55531.0,36095,41.40,0,8.11,-84.9,19.124,0.146,89.99999,180.00000,99.9,2.87,12.1,768.7
11/2/2022,10:23:37,0.0,SQ03,49301.0,0.141,56102.8,102.2,101.5,7.59,0.206,36.91,55536.8,36099,38.59,0,8.11,-84.8,19.121,0.148,89.99999,180.00000,99.9,2.87,12.1,768.7
11/2/2022,10:40:03,0.0,SQ03,49757.6,0.140,55178.7,99.4,98.7,7.26,0.204,36.30,54715.4,35565,302.94,0,7.96,-76.7,20.256,0.137,89.99999,180.00000,99.9,2.87,12.1,768.7
11/2/2022,10:40:09,0.0,SQ03,49773.8,0.140,55185.2,98.9,98.2,7.23,0.204,36.30,54722.7,35570,207.89,0,7.96,-76.7,20.265,0.163,89.99999,180.00000,99.9,2.87,12.1,768.7
11/2/2022,10:40:14,0.0,SQ03,49777.1,0.139,55184.4,98.7,98.0,7.21,0.203,36.30,54722.1,35569,177.49,0,7.96,-76.6,20.269,0.137,89.99999,180.00000,99.9,2.87,12.1,768.7
11/2/2022,10:40:52,0.0,SQ03,49833.1,0.141,55014.5,97.8,97.2,7.13,0.205,36.19,54569.7,35470,320.70,0,7.94,-75.3,20.455,0.124,89.99999,180.00000,99.9,2.87,12.1,768.7
11/2/2022,10:40:56,0.0,SQ03,49835.1,0.140,55019.2,97.5,96.8,7.10,0.204,36.19,54574.3,35473,250.04,0,7.93,-75.2,20.454,0.139,89.99999,180.00000,99.9,2.87,12.1,768.7
11/2/2022,10:41:00,0.0,SQ03,49835.8,0.139,55020.7,97.3,96.6,7.09,0.203,36.19,54575.6,35474,176.89,0,7.93,-75.1,20.453,0.146,89.99999,180.00000,99.9,2.87,12.1,768.7
11/2/2022,10:41:34,0.0,SQ03,49847.5,0.140,54972.0,98.6,97.9,7.18,0.204,36.16,54531.7,35446,111.37,0,7.93,-75.1,20.503,0.120,89.99999,180.00000,99.9,2.87,12.1,768.7
11/2/2022,10:41:38,0.0,SQ03,49853.3,0.140,54979.6,98.1,97.4,7.14,0.204,36.16,54539.1,35450,319.60,0,7.93,-75.0,20.502,0.135,89.99999,180.00000,99.9,2.87,12.1,768.7
11/2/2022,10:41:42,0.0,SQ03,49854.1,0.140,54981.5,97.8,97.1,7.12,0.204,36.16,54540.9,35452,192.55,0,7.93,-75.0,20.501,0.158,89.99999,180.00000,99.9,2.87,12.1,768.7
11/2/2022,10:42:10,0.0,SQ03,49835.4,0.140,54956.0,99.0,98.3,7.21,0.205,36.15,54516.0,35435,452.38,0,7.93,-74.8,20.507,0.153,89.99999,180.00000,99.9,2.87,12.1,768.7
11/2/2022,10:42:15,0.0,SQ03,49853.4,0.140,54938.3,98.4,97.7,7.16,0.204,36.13,54501.1,35426,307.04,0,7.93,-74.7,20.535,0.125,89.99999,180.00000,99.9,2.87,12.1,768.7
11/2/2022,10:42:21,0.0,SQ03,49869.3,0.141,54958.4,97.8,97.1,7.12,0.205,36.15,54520.8,35439,308.50,0,7.92,-74.7,20.533,0.135,89.99999,180.00000,99.9,2.87,12.1,768.7
11/2/2022,10:42:59,0.0,SQ03,49949.5,0.137,55041.0,97.8,97.2,7.11,0.200,36.21,54603.1,35492,327.61,0,7.93,-75.0,20.538,0.135,89.99999,180.00000,99.9,2.87,12.1,768.6
11/2/2022,10:43:04,0.0,SQ03,49947.3,0.138,55039.1,97.4,96.8,7.09,0.201,36.21,54601.3,35491,369.04,0,7.93,-75.0,20.537,0.136,89.99999,180.00000,99.9,2.87,12.1,768.6
11/2/2022,10:43:08,0.0,SQ03,49944.5,0.138,55036.2,97.2,96.5,7.07,0.202,36.21,54598.3,35489,391.62,0,7.93,-74.8,20.537,0.147,89.99999,180.00000,99.9,2.87,12.1,768.7
11/3/2022,09:43:24,0.0,SQ03,49024.2,0.192,55744.1,100.7,100.0,7.49,0.280,36.65,55184.5,35870,139.43,0,7.92,-74.2,19.156,0.183,89.99999,180.00000,99.9,2.87,12.1,772.7
11/3/2022,09:43:27,0.0,SQ03,49043.2,0.192,55751.6,101.4,100.7,7.54,0.280,36.65,55192.8,35875,128.23,0,7.92,-74.2,19.166,0.184,89.99999,180.00000,99.9,2.87,12.1,772.7
11/3/2022,09:43:31,0.0,SQ03,49060.3,0.192,55751.0,101.9,101.2,7.57,0.280,36.65,55193.5,35876,150.35,0,7.92,-74.1,19.182,0.199,89.99999,180.00000,99.9,2.87,12.1,772.8
11/3/2022,09:44:54,0.0,SQ03,49203.9,0.190,55990.1,103.8,103.1,7.72,0.278,36.83,55425.4,36027,352.50,0,7.95,-76.0,19.123,0.192,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,09:44:57,0.0,SQ03,49232.4,0.191,56019.6,103.8,103.0,7.72,0.278,36.85,55454.8,36046,382.18,0,7.95,-75.9,19.125,0.194,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,09:45:04,0.0,SQ03,49235.4,0.191,56023.4,103.6,102.9,7.71,0.279,36.85,55458.5,36048,486.19,0,7.94,-75.5,19.125,0.200,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,09:46:09,0.0,SQ03,48568.3,0.193,56402.5,103.1,102.4,7.78,0.281,37.08,55765.1,36247,169.38,0,7.91,-73.6,18.243,0.187,89.99999,180.00000,99.9,2.87,12.1,772.8
11/3/2022,09:46:12,0.0,SQ03,48582.3,0.192,56411.0,103.3,102.6,7.79,0.281,37.08,55774.0,36253,168.64,0,7.91,-73.5,18.249,0.176,89.99999,180.00000,99.9,2.87,12.1,772.7
11/3/2022,09:46:16,0.0,SQ03,48588.7,0.193,56417.2,103.3,102.6,7.80,0.282,37.09,55780.2,36257,179.59,0,7.91,-73.4,18.250,0.204,89.99999,180.00000,99.9,2.87,12.1,772.7
11/3/2022,09:47:22,0.0,SQ03,48605.5,0.194,56520.5,103.6,102.9,7.82,0.283,37.16,55877.5,36320,1326.67,0,7.92,-74.1,18.186,0.189,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,09:47:26,0.0,SQ03,48610.0,0.193,56524.7,103.6,102.9,7.82,0.282,37.16,55881.8,36323,1183.23,0,7.92,-74.0,18.187,0.182,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,09:47:30,0.0,SQ03,48612.2,0.192,56525.4,103.6,102.9,7.82,0.281,37.16,55882.6,36324,1214.53,0,7.92,-73.9,18.189,0.196,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,09:48:57,0.0,SQ03,50211.0,0.192,57189.2,103.6,102.9,7.67,0.280,37.71,56609.1,36796,121.33,0,7.93,-74.8,19.083,0.184,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,09:49:01,0.0,SQ03,50229.1,0.192,57211.6,103.5,102.7,7.66,0.281,37.73,56631.2,36810,113.79,0,7.93,-74.6,19.081,0.189,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,09:49:06,0.0,SQ03,50262.3,0.193,57241.6,103.4,102.7,7.65,0.282,37.75,56661.4,36830,123.68,0,7.92,-74.4,19.087,0.173,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,09:50:54,0.0,SQ03,48791.8,0.192,55422.9,101.8,101.1,7.58,0.280,36.41,54870.1,35666,229.50,0,8.05,-81.6,19.200,0.186,89.99999,180.00000,99.9,2.87,12.1,772.7
11/3/2022,09:50:59,0.0,SQ03,48789.7,0.193,55419.2,101.9,101.2,7.58,0.281,36.41,54866.5,35663,208.08,0,8.05,-81.6,19.201,0.211,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,09:51:04,0.0,SQ03,48788.6,0.192,55415.5,101.9,101.2,7.59,0.280,36.41,54863.0,35661,176.21,0,8.05,-81.6,19.203,0.203,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,09:52:19,0.0,SQ03,48557.9,0.191,55412.4,102.9,102.2,7.69,0.279,36.39,54843.8,35648,172.07,0,8.05,-81.2,18.999,0.187,89.99999,180.00000,99.9,2.87,12.1,772.7
11/3/2022,09:52:24,0.0,SQ03,48559.9,0.191,55404.8,102.8,102.1,7.68,0.278,36.39,54836.9,35644,184.27,0,8.05,-81.1,19.007,0.203,89.99999,180.00000,99.9,2.87,12.1,772.7
11/3/2022,09:52:29,0.0,SQ03,48579.2,0.191,55424.9,102.6,101.9,7.67,0.278,36.40,54856.9,35657,202.64,0,8.04,-81.0,19.009,0.185,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,09:53:50,0.0,SQ03,48812.2,0.191,55188.7,102.9,102.2,7.64,0.279,36.25,54654.5,35525,208.65,0,8.08,-83.3,19.403,0.194,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,09:53:59,0.0,SQ03,48824.2,0.191,55203.5,102.8,102.1,7.63,0.279,36.26,54669.1,35535,307.07,0,8.08,-83.1,19.403,0.202,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,09:54:03,0.0,SQ03,48835.9,0.191,55209.6,102.8,102.1,7.63,0.279,36.27,54675.6,35539,1054.29,0,8.08,-83.0,19.408,0.181,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,09:55:17,0.0,SQ03,48692.9,0.190,56525.1,102.1,101.4,7.70,0.278,37.17,55887.6,36327,556.46,0,8.07,-82.3,18.260,0.185,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,09:55:20,0.0,SQ03,48696.4,0.191,56524.1,102.1,101.4,7.70,0.278,37.17,55886.9,36327,538.67,0,8.07,-82.3,18.264,0.186,89.99999,180.00000,99.9,2.87,12.1,772.7
11/3/2022,09:55:23,0.0,SQ03,48700.0,0.191,56525.8,102.1,101.4,7.70,0.278,37.17,55888.8,36328,593.47,0,8.07,-82.3,18.266,0.205,89.99999,180.00000,99.9,2.87,12.1,772.6
11/3/2022,09:56:54,0.0,SQ03,48658.7,0.190,55332.2,103.2,102.5,7.69,0.277,36.34,54776.5,35605,267.14,0,8.10,-84.2,19.153,0.200,89.99999,180.00000,99.9,2.87,12.1,772.5
