EVENT_ID,STAT_ID,PROF_DATE_TIME_LOCAL,LATITUDE,LONGITUDE,DEPTH (m),SAMPLE_DEPTH_CODE,CONDTVY (mS/cm),DISS_OXYGEN (mg/L),FLU_RAW (ug/L),PCT_SAT (PCT),pH (),SAL (PSU),SIGMA_T (),TEMP (C),TRANS (m-1),VAL_QUAL,Data Source,Air Irradiance,Water Irradiance,Station_D,TA in (mmol/kgSW),TCO2 in (mmol/kgSW),t(oC) out,P (dbars) out,pH out,fCO2 out (matm),pCO2 out (matm),HCO3 out (mmol/kgSW),CO3 out (mmol/kgSW),CO2 out (mmol/kgSW),B Alk out (mmol/kgSW),OH out (mmol/kgSW),P Alk out (mmol/kgSW),Si Alk out (mmol/kgSW) ,Revelle out,WCa out,WAr out,xCO2 out (dry at 1 atm) (ppm),Field Replicate
WN18207B,N21,2018-03-20 12:38:00-0400,42.38853073,-70.78665924,1.586241007,A,29.87830544,10.36453819,0.461219788,97.39149475,8.203558922,32.03930664,25.45209122,3.786340237,0.812141776,,MassBay_2017_to_2022,2106.300537,301.8392639,,,,,,,,,,,,,,,,,,,,
WN18207A,N21,2018-03-20 12:38:00-0400,42.38854218,-70.78662109,9.103309631,B,29.88689232,10.36827374,0.63312459,97.40979767,8.200012207,32.05712128,25.46741867,3.774614334,0.80426681,,MassBay_2017_to_2022,1878.538086,205.8343811,,,,,,,,,,,,,,,,,,,,
WN182087,F22,2018-03-20 13:21:00-0400,42.48046112,-70.61741638,78.95655823,E,31.01122665,10.03137779,0.464003712,96.25883484,8.169721603,32.65525436,25.87407875,4.471899986,1.068110704,,MassBay_2017_to_2022,2201.804199,0.03227656,,,,,,,,,,,,,,,,,,,,
WN182088,F22,2018-03-20 13:22:00-0400,42.48036575,-70.61751556,60.21828461,D,30.7445488,10.13868904,0.471659362,96.80783081,8.177358627,32.51600647,25.78032303,4.307354927,0.902937055,,MassBay_2017_to_2022,2205.408691,0.047112584,,,,,,,,,,,,,,,,,,,,
WN182089,F22,2018-03-20 13:24:00-0400,42.48024368,-70.61754608,39.86017609,C,30.31050491,10.27048779,0.513069689,97.21059418,8.185110092,32.31449127,25.65014076,4.005647659,0.764509201,,MassBay_2017_to_2022,2210.708252,0.91854459,,,,,,,,,,,,,,,,,,,,
WN18208A,F22,2018-03-20 13:25:00-0400,42.48012161,-70.61763763,20.00097275,20,30.08121109,10.38601303,0.717337012,97.80418396,8.196695328,32.23647308,25.60581398,3.820546627,0.750246465,,MassBay_2017_to_2022,2208.369629,38.3496666,,,,,,,,,,,,,,,,,,,,
WN18208B,F22,2018-03-20 13:27:00-0400,42.4799881,-70.61769104,1.507909894,A,30.04702568,10.47551346,0.229937732,98.72528839,8.228348732,32.15158081,25.53295326,3.875322104,0.857449353,,MassBay_2017_to_2022,2178.587891,2043.927856,,,,,,,,,,,,,,,,,,,,
WN182095,N04,2018-03-20 13:56:00-0400,42.44475555,-70.73595428,49.25387192,E,30.28468704,10.17788124,0.517245412,96.24599457,8.192221642,32.31616211,25.65517616,3.968194246,0.787400901,,MassBay_2017_to_2022,1718.600586,0.330111206,,,,,,,,,,,,,,,,,,,,
WN182096,N04,2018-03-20 13:57:00-0400,42.44475937,-70.73597717,36.89157104,D,30.08089256,10.35675907,0.635212481,97.46718597,8.199708939,32.25827789,25.62622643,3.789260387,0.755505979,,MassBay_2017_to_2022,1871.007202,1.826611876,,,,,,,,,,,,,,,,,,,,
WN182097,N04,2018-03-20 13:58:00-0400,42.44472122,-70.73604584,24.38520813,C,30.07990646,10.38496208,0.726732612,97.7569809,8.20421505,32.25197601,25.62002945,3.800997496,0.760376692,,MassBay_2017_to_2022,1979.320068,20.90160751,,,,,,,,,,,,,,,,,,,,
WN182098,N04,2018-03-20 13:59:00-0400,42.44474792,-70.73607635,13.06363106,B,30.09210205,10.4071331,0.642868161,98.02116394,8.212743759,32.24890137,25.61526489,3.824658155,0.75254786,,MassBay_2017_to_2022,2019.658569,179.7809448,,,,,,,,,,,,,,,,,,,,
WN182099,N04,2018-03-20 14:00:00-0400,42.44474411,-70.73612213,1.725496531,A,30.53138733,10.3807745,0.191109881,99.05934143,8.221442223,32.25056076,25.56434631,4.354281902,0.731911361,,MassBay_2017_to_2022,2085.579102,1861.657471,,,,,,,,,,,,,,,,,,,,
WN1820A3,N01,2018-03-20 14:29:00-0400,42.41979599,-70.8657608,30.62665367,E,30.11622238,10.35846901,0.739608109,97.50540924,8.205241203,32.30735779,25.66561508,3.785262585,0.794461012,,MassBay_2017_to_2022,2032.983154,5.469604492,,,,,,,,,,,,,,,,,,,,
WN1820A4,N01,2018-03-20 14:30:00-0400,42.41984177,-70.86588287,23.607584,D,30.11219788,10.35616302,0.760487199,97.48109436,8.211722374,32.30726624,25.66559982,3.784200668,0.795338869,,MassBay_2017_to_2022,1946.791992,20.98781967,,,,,,,,,,,,,,,,,,,,
WN1820A5,N01,2018-03-20 14:31:00-0400,42.4198761,-70.86602783,14.87990189,C,30.11763954,10.37141418,0.828692257,97.65000153,8.219114304,32.30810547,25.66524887,3.794443607,0.789838195,,MassBay_2017_to_2022,1969.858154,110.3878632,,,,,,,,,,,,,,,,,,,,
WN1820A6,N01,2018-03-20 14:32:00-0400,42.41986847,-70.86619568,8.302556038,B,30.12569046,10.38001537,0.487666607,97.7624588,8.227931023,32.30821991,25.66406822,3.807407856,0.789547801,,MassBay_2017_to_2022,2064.610107,431.2459106,,,,,,,,,,,,,,,,,,,,
WN1820A7,N01,2018-03-20 14:33:00-0400,42.41991425,-70.86629486,1.713891864,A,30.60860634,10.35939598,0.192923039,98.96898651,8.236146927,32.31074142,25.60900879,4.384890556,0.747146845,,MassBay_2017_to_2022,2050.406006,1727.193359,,,,,,,,,,,,,,,,,,,,
WN1820B1,F23,2018-03-20 14:59:00-0400,42.33995438,-70.94312286,21.04551506,20,29.60787582,10.56700611,1.096641064,98.38275146,8.205942154,32.08393097,25.52283096,3.404169083,1.249392629,,MassBay_2017_to_2022,1223.681885,1.300675511,,,,,,,,,,,,,,,,,,,,
WN1820B2,F23,2018-03-20 15:00:00-0400,42.34002686,-70.94315338,16.13911819,D,29.52813721,10.57050323,1.101165056,98.35643768,8.216024399,31.98992538,25.44782639,3.405297518,1.357889891,,MassBay_2017_to_2022,1204.15625,5.569646835,,,,,,,,,,,,,,,,,,,,
WN1820B3,F23,2018-03-20 15:00:00-0400,42.3401413,-70.94322968,11.39535332,C,29.36001587,10.59754086,1.109516621,98.36820984,8.222776413,31.85039902,25.3419838,3.34512639,1.486241698,,MassBay_2017_to_2022,1159.590942,24.6622982,,,,,,,,,,,,,,,,,,,,
WN1820B4,F23,2018-03-20 15:01:00-0400,42.34025192,-70.94332123,6.149820805,B,29.21777344,10.63506889,0.94352752,98.55293274,8.227712631,31.71140099,25.23378181,3.315892458,1.545559645,,MassBay_2017_to_2022,1134.207642,147.2952576,,,,,,,,,,,,,,,,,,,,
WN1820B5,F23,2018-03-20 15:02:00-0400,42.34038925,-70.94338989,1.705188751,A,29.15744591,10.66646671,0.449717969,98.80515289,8.235874176,31.63748741,25.17451668,3.319925308,1.56759119,,MassBay_2017_to_2022,1127.483887,752.6168823,,,,,,,,,,,,,,,,,,,,
WN18301C,F13,2018-04-10 08:50:00-0400,42.26880264,-70.73477936,25.49830055,E,30.5785675,10.58434105,0.632080615,101.3276901,8.373351097,32.1346817,25.45585442,4.516994476,0.696689844,,MassBay_2017_to_2022,347.4143677,1.346609354,,,,,,,,,,,,,,,,,,,,
WN18301D,F13,2018-04-10 08:51:00-0400,42.2688179,-70.73465729,19.07136917,20,30.5796299,10.60993576,0.727428615,101.587326,8.345092773,32.13299561,25.45381927,4.523324013,0.610393226,,MassBay_2017_to_2022,352.7785034,3.29646945,,,,,,,,,,,,,,,,,,,,
WN18301E,F13,2018-04-10 08:52:00-0400,42.26885605,-70.73458099,12.95224571,C,30.57415771,10.6222086,1.070194125,101.8883591,8.325470924,32.03157425,25.36279869,4.62449646,0.648367643,,MassBay_2017_to_2022,363.3780212,8.852358818,,,,,,,,,,,,,,,,,,,,
WN18301F,F13,2018-04-10 08:53:00-0400,42.26890182,-70.73448181,6.021028996,B,30.44416237,10.80076313,2.429076672,103.4469986,8.311498642,31.91207314,25.27092934,4.595899105,0.823261082,,MassBay_2017_to_2022,376.4022827,35.90249252,,,,,,,,,,,,,,,,,,,,
WN183020,F13,2018-04-10 08:54:00-0400,42.26891327,-70.734375,1.498065352,A,30.08571243,11.39172935,6.015761852,108.4925995,8.320393562,31.65289879,25.08172226,4.435188293,1.295770407,,MassBay_2017_to_2022,385.4783325,229.3013611,,,,,,,,,,,,,,,,,,,,
WN18302A,F06,2018-04-10 09:34:00-0400,42.17124557,-70.57511139,35.01588821,E,30.81351852,10.88199997,3.825193882,104.6256256,8.272712708,32.26591873,25.54540634,4.657271385,0.690223396,,MassBay_2017_to_2022,470.63974,0.953782737,,,,,,,,,,,,,,,,,,,,
WN18302A,F06,2018-04-10 09:34:27-0400,42.1712455749512,-70.5751113891602,35.0158882141113,E,30.8135185241699,10.8819999694824,3.82519388198853,104.625625610352,8.27271270751953,32.2659187316895,25.5454063415527,4.65727138519287,0.690223395824432,,ToRies_Labprocessed2018_sharedSeaGlass,470.639739990234,0.953782737255096,F06-d,2180.899301324811,2049.237200556672,4.657271385192871,37.12611389160156,8.131982901942523,387.10815629883854,388.71306701879047,1928.2255347591524,100.24169481447272,20.77002729604849,51.34402946591148,0.8540455763184833,0.0,0.0,14.516069259803425,2.410510338428944,1.51364933487953,391.9471919416336,N
WN18302B,F06,2018-04-10 09:35:00-0400,42.17137909,-70.5749588,27.12611389,E,30.66069031,10.79295635,2.36817956,103.4232635,8.273990631,32.21163559,25.51505661,4.535120964,0.622798979,,MassBay_2017_to_2022,474.5233765,2.327852726,,,,,,,,,,,,,,,,,,,,
WN18302B,F06,2018-04-10 09:35:49-0400,42.1713790893555,-70.5749588012695,27.1261138916016,E,30.6606903076172,10.7929563522339,2.36817955970764,103.423263549805,8.27399063110352,32.2116355895996,25.5150566101074,4.53512096405029,0.622798979282379,,ToRies_Labprocessed2018_sharedSeaGlass,474.523376464844,2.32785272598267,F06-m,2182.499601661946,2053.153211126777,4.535120964050293,45.01588821411133,8.126146910413198,392.10242517660106,393.7306840005472,1933.1574762167784,98.8711906253166,21.12456862319277,50.77365998938761,0.8335947128954789,0.0,0.0,14.627406265667714,2.3732223439320546,1.4903565386149906,396.9783468339984,N
WN18302C,F06,2018-04-10 09:36:00-0400,42.1714859,-70.57484436,18.96691513,20,30.63226318,10.72866726,1.138747334,102.8359222,8.271956444,32.15732956,25.46919632,4.561216831,0.613247752,,MassBay_2017_to_2022,477.1411133,7.492081642,,,,,,,,,,,,,,,,,,,,
WN18302D,F06,2018-04-10 09:37:00-0400,42.17162323,-70.57475281,8.8468647,B,30.40018845,10.70612717,1.617575049,102.208931,8.273010254,32.01439285,25.36860466,4.435898304,0.724799514,,MassBay_2017_to_2022,481.3895874,43.38800049,,,,,,,,,,,,,,,,,,,,
WN18302E,F06,2018-04-10 09:39:00-0400,42.17175674,-70.5745697,1.660529137,A,30.19558716,10.91065884,2.558875561,103.787674,8.274245262,31.88872147,25.28019142,4.323260307,0.851127744,,MassBay_2017_to_2022,486.2172852,242.2234192,,,,,,,,,,,,,,,,,,,,
WN18302E,F06,2018-04-10 09:39:13-0400,42.1717567443848,-70.5745697021484,1.66052913665771,A,30.1955871582031,10.9106588363647,2.5588755607605,103.787673950195,8.274245262146,31.8887214660645,25.2801914215088,4.32326030731201,0.851127743721008,,ToRies_Labprocessed2018_sharedSeaGlass,486.21728515625,242.223419189453,F06-s,2158.485094727813,2036.5177553716007,4.323260307312012,11.660529136657717,8.117451343616748,398.5531199285037,400.2128381919272,1920.568382734025,94.2629906461286,21.686345426708865,48.60708824601232,0.791426680028641,0.0,0.0,14.92487378122201,2.2822598735644952,1.4309491665275005,403.4656005531604,N
WN183038,F10,2018-04-10 10:08:00-0400,42.242939,-70.6360321,30.10033035,E,30.64281273,10.67269516,0.818600774,102.2084808,8.259274483,32.21440506,25.51993561,4.509419441,0.572335362,,MassBay_2017_to_2022,667.3970947,7.44329834,,,,,,,,,,,,,,,,,,,,
WN183039,F10,2018-04-10 10:09:00-0400,42.24306107,-70.63598633,22.87526703,D,30.64037132,10.68055534,0.686018348,102.3001099,8.26258564,32.20686722,25.51301193,4.518000603,0.541971326,,MassBay_2017_to_2022,665.3587646,17.49301147,,,,,,,,,,,,,,,,,,,,
WN18303A,F10,2018-04-10 10:10:00-0400,42.24317932,-70.63587189,15.86525631,C,30.62509537,10.67812252,0.667227149,102.251236,8.262624741,32.20109558,25.50928688,4.509333134,0.546973228,,MassBay_2017_to_2022,658.7715454,40.89997482,,,,,,,,,,,,,,,,,,,,
WN18303B,F10,2018-04-10 10:11:00-0400,42.24328232,-70.63573456,8.971617699,B,30.61710548,10.6957798,0.737172246,102.4789581,8.264623642,32.16227341,25.47491837,4.54323101,0.569683611,,MassBay_2017_to_2022,657.4411621,99.47727203,,,,,,,,,,,,,,,,,,,,
WN18303C,F10,2018-04-10 10:12:00-0400,42.2433548,-70.63561249,1.466152549,A,30.37807083,10.73441601,0.608765602,102.3641052,8.267751694,32.0447464,25.39813995,4.381962776,0.634191215,,MassBay_2017_to_2022,656.7331543,359.5109558,,,,,,,,,,,,,,,,,,,,
WN183046,F15,2018-04-10 10:39:00-0400,42.31573105,-70.72693634,36.072155,E,30.8362236,10.20036888,0.66548723,97.84898376,8.24965477,32.4249649,25.68587303,4.521018505,0.659935355,,MassBay_2017_to_2022,775.2595215,4.161066055,,,,,,,,,,,,,,,,,,,,
WN183047,F15,2018-04-10 10:41:00-0400,42.31573486,-70.72689056,27.71514893,D,30.63372421,10.47032928,0.548216105,100.1359787,8.253855705,32.27440643,25.57486153,4.438394547,0.560410917,,MassBay_2017_to_2022,778.6712646,11.4040699,,,,,,,,,,,,,,,,,,,,
WN183048,F15,2018-04-10 10:42:00-0400,42.31575012,-70.72681427,18.77831459,C,30.57509422,10.57644272,0.628948748,101.0654526,8.259223938,32.23352814,25.54475021,4.414964199,0.557639301,,MassBay_2017_to_2022,777.9631958,33.47685623,,,,,,,,,,,,,,,,,,,,
WN183049,F15,2018-04-10 10:43:00-0400,42.31578064,-70.72677612,9.273351669,B,30.51503563,10.53952789,0.688106298,100.6307831,8.261715889,32.18899536,25.51150513,4.393785954,0.586618304,,MassBay_2017_to_2022,785.0438232,113.3281097,,,,,,,,,,,,,,,,,,,,
WN18304A,F15,2018-04-10 10:44:00-0400,42.31581497,-70.72669983,1.442943335,A,30.59836388,10.65847492,0.883417606,102.2166367,8.261891365,32.08773804,25.4096756,4.601456165,0.641008854,,MassBay_2017_to_2022,791.7666016,491.9796448,,,,,,,,,,,,,,,,,,,,
WN183054,N07,2018-04-10 11:09:00-0400,42.35589981,-70.70509338,47.63343048,E,30.84796524,10.23042679,0.620945096,98.12745667,8.263807297,32.44104767,25.69960022,4.512560368,0.597595513,,MassBay_2017_to_2022,973.7335815,0.673062801,,,,,,,,,,,,,,,,,,,,
WN183054,N07,2018-04-10 11:09:59-0400,42.355899810791,-70.7050933837891,47.633430480957,E,30.8479652404785,10.2304267883301,0.62094509601593,98.1274566650391,8.26380729675293,32.441047668457,25.6996002197266,4.51256036758423,0.597595512866974,,ToRies_Labprocessed2018_sharedSeaGlass,973.733581542969,0.673062801361084,N07-d,2264.254945135335,2078.6831715101766,4.5125603675842285,57.63343048095703,8.256435426386048,289.05124320459765,290.25192816059,1929.2874512625683,133.82634332740474,15.56932095196184,66.1928150344166,1.1276404891424945,0.0,0.0,12.657821340897494,3.2013264316887264,2.011495920172959,292.6420133049339,N
WN183055,N07,2018-04-10 11:11:00-0400,42.35593796,-70.7049408,38.06861877,D,30.74341774,10.80527973,3.779608488,103.5872574,8.270918846,32.31066895,25.59461021,4.52648592,0.663453758,,MassBay_2017_to_2022,970.8154297,1.076387405,,,,,,,,,,,,,,,,,,,,
WN183056,N07,2018-04-10 11:12:00-0400,42.35595322,-70.70482635,26.01768875,C,30.77365685,10.99277687,4.801989555,105.5385742,8.276834488,32.28747559,25.56924438,4.59243679,0.703069031,,MassBay_2017_to_2022,965.4298706,5.916415215,,,,,,,,,,,,,,,,,,,,
WN183056,N07,2018-04-10 11:12:32-0400,42.3559532165527,-70.7048263549805,26.0176887512207,C,30.7736568450928,10.9927768707275,4.80198955535889,105.53857421875,8.27683448791504,32.2874755859375,25.5692443847656,4.59243679046631,0.703069031238556,,ToRies_Labprocessed2018_sharedSeaGlass,965.429870605469,5.91641521453857,N07-m,2187.490538338386,2030.9321278917607,4.592436790466309,36.0176887512207,8.1972081517201,327.55258740598805,328.91175788022224,1898.6923821676817,114.63167165030504,17.608057847619826,58.55396461759866,0.9872305569402928,0.0,0.0,13.47976188190651,2.756152255261551,1.730852236505734,331.6357301999815,N
WN183057,N07,2018-04-10 11:13:00-0400,42.35596085,-70.70471954,14.12440586,B,30.75825119,11.03412437,5.754076958,105.9229736,8.287129402,32.27778625,25.56171036,4.590201855,0.709076941,,MassBay_2017_to_2022,960.494751,45.25317001,,,,,,,,,,,,,,,,,,,,
WN183058,N07,2018-04-10 11:14:00-0400,42.3559761,-70.70462799,1.469053745,A,30.80715179,11.11888599,2.255945206,106.9078979,8.295118332,32.27651978,25.55367661,4.656208038,0.671392918,,MassBay_2017_to_2022,947.0900269,618.1846313,,,,,,,,,,,,,,,,,,,,
WN183058,N07,2018-04-10 11:14:19-0400,42.3559761047363,-70.7046279907227,1.46905374526978,A,30.8071517944336,11.1188859939575,2.25594520568848,106.907897949219,8.29511833190918,32.2765197753906,25.5536766052246,4.65620803833008,0.671392917633057,,ToRies_Labprocessed2018_sharedSeaGlass,947.090026855469,618.184631347656,N07-s,2184.289937664116,2039.523065809124,4.656208038330078,11.469054222106934,8.167108747541818,354.96997118488,356.44166108702666,1912.6785770120805,107.80540193832424,19.03911780474252,55.08246659053503,0.9250467457791016,0.0,0.0,13.951226480471195,2.6049004200415102,1.6354617104222051,359.4069573061378,N
WN183062,N18,2018-04-10 11:35:00-0400,42.36638641,-70.77733612,24.15195656,E,30.57362366,10.42051506,0.721512794,99.58799744,8.271869659,32.22066498,25.53370285,4.423576832,0.607764781,,MassBay_2017_to_2022,796.5445557,10.44825172,,,,,,,,,,,,,,,,,,,,
WN183063,N18,2018-04-10 11:36:00-0400,42.36643982,-70.77722168,18.05004501,D,30.54164696,10.3032217,0.702721655,98.42405701,8.271444321,32.19787598,25.51676369,4.411916733,0.63621968,,MassBay_2017_to_2022,790.0861816,25.05481911,,,,,,,,,,,,,,,,,,,,
WN183064,N18,2018-04-10 11:37:00-0400,42.36655807,-70.77709961,11.89905357,C,30.45416641,10.42437649,0.866274655,99.46075439,8.268712997,32.1291275,25.46529388,4.381023884,0.65338403,,MassBay_2017_to_2022,778.8858032,60.0855217,,,,,,,,,,,,,,,,,,,,
WN183065,N18,2018-04-10 11:38:00-0400,42.36669159,-70.7769928,5.951398373,B,30.33205795,10.74301052,1.717098951,102.3556061,8.273866653,32.01635361,25.37849808,4.353622913,0.745191216,,MassBay_2017_to_2022,775.1309814,163.1775818,,,,,,,,,,,,,,,,,,,,
WN183066,N18,2018-04-10 11:39:00-0400,42.36675262,-70.77689362,1.538681388,A,30.42671585,10.79081535,0.874260128,103.1602936,8.272427559,31.98687744,25.34016418,4.499902725,0.73621881,,MassBay_2017_to_2022,768.0512695,437.8405762,,,,,,,,,,,,,,,,,,,,
WN183070,N21,2018-04-10 12:03:00-0400,42.38731003,-70.7851181,31.81814766,E,30.58781815,10.55483532,1.454717875,100.8819275,8.252002716,32.23233795,25.54291725,4.42457056,0.60268414,,MassBay_2017_to_2022,898.635376,3.588482618,,,,,,,,,,,,,,,,,,,,
WN183071,N21,2018-04-10 12:04:00-0400,42.38732529,-70.78507233,24.06781006,D,30.41338158,10.57185173,1.009644747,100.7585907,8.25716877,32.11458588,25.45791245,4.340783596,0.666474879,,MassBay_2017_to_2022,906.4884033,11.05461693,,,,,,,,,,,,,,,,,,,,
WN183072,N21,2018-04-10 12:05:00-0400,42.38733673,-70.78504181,18.18061256,C,30.43132019,10.57355785,1.380945325,101.0504303,8.256046295,32.00020218,25.35258484,4.483015537,0.667049587,,MassBay_2017_to_2022,911.552124,27.7288208,,,,,,,,,,,,,,,,,,,,
WN183073,N21,2018-04-10 12:06:00-0400,42.38733673,-70.78500366,10.09442139,B,30.4068203,10.52376842,1.341622829,100.5574951,8.255570412,31.97626305,25.33358383,4.482531071,0.70131433,,MassBay_2017_to_2022,915.972168,106.4309082,,,,,,,,,,,,,,,,,,,,
WN183074,N21,2018-04-10 12:07:00-0400,42.38733673,-70.78495026,1.471954942,A,30.39067459,10.51885414,0.55691582,100.5283966,8.257415771,31.94721985,25.30892563,4.497632027,0.71035111,,MassBay_2017_to_2022,917.3883057,635.5162354,,,,,,,,,,,,,,,,,,,,
WN183080,F22,2018-04-10 12:47:00-0400,42.4801178,-70.61779022,76.21832275,E,31.35593796,9.789622307,0.763967037,94.77667999,8.251653671,32.71265411,25.8825531,4.820466042,1.211190939,,MassBay_2017_to_2022,941.2908936,0.531810701,,,,,,,,,,,,,,,,,,,,
WN183080,F22,2018-04-10 12:47:08-0400,42.4801177978516,-70.617790222168,76.2183227539063,E,31.3559379577637,9.78962230682373,0.763967037200928,94.7766799926758,8.25165367126465,32.7126541137695,25.8825531005859,4.82046604156494,1.21119093894958,,ToRies_Labprocessed2018_sharedSeaGlass,941.290893554688,0.531810700893402,F22-d,2215.735839288821,2096.1483762750386,4.820466041564941,86.21832275390625,8.083561274584671,441.3632505368919,443.1891334603923,1978.484194669719,94.19196843146506,23.472277513158364,48.08850069847408,0.7876047416136268,0.0,0.0,15.129898816542504,2.237135886836979,1.4075604650069116,446.9181369787915,N
WN183081,F22,2018-04-10 12:48:00-0400,42.48028564,-70.6179657,55.14409637,D,31.06633568,10.35403538,0.744479895,99.79954529,8.258682251,32.5135231,25.73814964,4.693119049,0.578614652,,MassBay_2017_to_2022,936.7421875,0.564576149,,,,,,,,,,,,,,,,,,,,
WN183082,F22,2018-04-10 12:49:00-0400,42.48040009,-70.6181488,34.04089737,C,30.66554832,10.52649117,1.65202558,100.6782074,8.263948441,32.31769943,25.61026382,4.428765774,0.621543586,,MassBay_2017_to_2022,934.8969727,1.005940557,,,,,,,,,,,,,,,,,,,,
WN183083,F22,2018-04-10 12:51:00-0400,42.48046494,-70.61828613,17.10706902,B,30.70849037,11.13788319,7.764040947,106.9276581,8.286050797,32.19298553,25.49171066,4.616440773,0.768482924,,MassBay_2017_to_2022,931.5283203,17.23778152,,,,,,,,,,,,,,,,,,,,
WN183083,F22,2018-04-10 12:51:06-0400,42.4804649353027,-70.6182861328125,17.1070690155029,B,30.7084903717041,11.1378831863403,7.76404094696045,106.927658081055,8.28605079650879,32.192985534668,25.4917106628418,4.61644077301025,0.76848292350769,,ToRies_Labprocessed2018_sharedSeaGlass,931.5283203125,17.2377815246582,F22-m,2189.759768886988,2032.2309375947707,4.616440773010254,27.10706901550293,8.200756006900585,325.65220615510776,327.0030598533141,1899.374288419124,115.35611771710116,17.50043485968314,58.684538181726126,0.9952063127992262,0.0,0.0,13.453900298478018,2.7798313710788145,1.7451824193296217,329.71595571579235,Y
WN183083,F22,2018-04-10 12:51:06-0400,42.4804649353027,-70.6182861328125,17.1070690155029,B,30.7084903717041,11.1378831863403,7.76404094696045,106.927658081055,8.28605079650879,32.192985534668,25.4917106628418,4.61644077301025,0.76848292350769,,ToRies_Labprocessed2018_sharedSeaGlass,931.5283203125,17.2377815246582,F22-m,2191.4080299455595,2029.761997742982,4.616440773010254,27.10706901550293,8.210954752479617,317.3428094137869,318.65919450067804,1894.8897118183424,117.8183022267745,17.05389080548553,59.86915775178786,1.0188537957349673,0.0,0.0,13.297088761461582,2.839164658960084,1.7824319489121403,321.3028676537346,Y
WN183084,F22,2018-04-10 12:52:00-0400,42.48052979,-70.6184082,1.585099578,A,30.68470573,11.35120869,2.799534559,109.1341476,8.304203033,32.08782578,25.39894104,4.704453945,0.774048328,,MassBay_2017_to_2022,928.411499,503.1612244,,,,,,,,,,,,,,,,,,,,
WN183084,F22,2018-04-10 12:52:09-0400,42.4805297851563,-70.618408203125,1.58509957790375,A,30.6847057342529,11.3512086868286,2.79953455924988,109.134147644043,8.30420303344727,32.0878257751465,25.3989410400391,4.70445394515991,0.774048328399658,,ToRies_Labprocessed2018_sharedSeaGlass,928.411499023438,503.161224365234,F22-s,2179.740339543064,2027.8698184303405,4.704453945159912,11.58509922027588,8.188186864124397,336.23207256569304,337.62518232879665,1897.9140875310527,111.93315342495066,18.022682084266805,56.994122604529146,0.972305595473088,0.0,0.0,13.650852016036252,2.7071030959379856,1.6989431273643474,340.44380453793696,N
WN183097,N04,2018-04-10 14:00:00-0400,42.44421768,-70.7363205,47.08204651,E,30.80862045,10.1850071,0.435468853,97.62479401,8.283044815,32.41659164,25.6824131,4.491118431,0.595584393,,MassBay_2017_to_2022,952.963501,0.710688591,,,,,,,,,,,,,,,,,,,,
WN183098,N04,2018-04-10 14:01:00-0400,42.44430161,-70.73628998,32.13443375,D,30.56527138,10.70836449,2.41202569,102.2807693,8.285633087,32.23271179,25.54603004,4.397123814,0.605479717,,MassBay_2017_to_2022,956.9973755,1.868387818,,,,,,,,,,,,,,,,,,,,
WN183099,N04,2018-04-10 14:02:00-0400,42.44438934,-70.73631287,20.1101017,20,30.53533363,10.9274683,4.665231228,104.4051361,8.295077324,32.17723846,25.49910927,4.424448013,0.68583864,,MassBay_2017_to_2022,946.3977661,12.56814575,,,,,,,,,,,,,,,,,,,,
WN18309A,N04,2018-04-10 14:03:00-0400,42.44445801,-70.73628998,9.871023178,10,30.64910316,11.18496037,6.813344479,107.2597504,8.300579071,32.16481018,25.47327995,4.578343868,0.774989724,,MassBay_2017_to_2022,958.9713745,85.93925476,,,,,,,,,,,,,,,,,,,,
WN18309B,N04,2018-04-10 14:04:00-0400,42.44452286,-70.73631287,1.509670019,A,30.8021946,11.39907551,1.735432267,109.845932,8.312644958,32.14831161,25.43865013,4.782186985,0.708805621,,MassBay_2017_to_2022,963.5551758,604.1333008,,,,,,,,,,,,,,,,,,,,
WN1830A8,N01,2018-04-10 14:35:00-0400,42.41929245,-70.86439514,28.62626648,E,30.43915176,10.03232479,1.117868066,95.47584534,8.285839081,32.2318306,25.56027603,4.249286175,0.904694378,,MassBay_2017_to_2022,1286.463867,4.986476421,,,,,,,,,,,,,,,,,,,,
WN1830A8,N01,2018-04-10 14:35:25-0400,42.4192924499512,-70.8643951416016,28.6262664794922,E,30.439151763916,10.0323247909546,1.11786806583405,95.4758453369141,8.28583908081055,32.2318305969238,25.5602760314941,4.24928617477417,0.904694378376007,,ToRies_Labprocessed2018_sharedSeaGlass,1286.4638671875,4.9864764213562,N01-d,2173.576842130101,2067.959735204059,4.24928617477417,38.62626647949219,8.06330350985736,457.1898778327085,459.0956566130559,1957.5440076843229,85.52208290456332,24.893543998282844,44.29799424370168,0.6995904643468762,0.0,0.0,15.72455073605098,2.055950611990747,1.2904717330766131,462.80682537976537,N
WN1830A9,N01,2018-04-10 14:36:00-0400,42.4192543,-70.86450958,19.95922279,20,30.41135597,10.74482059,4.19893074,102.3879852,8.289772034,32.12428665,25.46661949,4.33054924,0.754946053,,MassBay_2017_to_2022,1285.43396,22.53959274,,,,,,,,,,,,,,,,,,,,
WN1830AA,N01,2018-04-10 14:37:00-0400,42.41925049,-70.86458588,12.88261318,C,30.50043678,10.89188766,4.937355518,104.0904541,8.293995857,32.11397171,25.44608307,4.451423168,0.675352693,,MassBay_2017_to_2022,1286.442505,69.31443787,,,,,,,,,,,,,,,,,,,,
